,Int,IntYds,IntAvg,IntLong,IntTd,Solo,Ast,Tot,Sack,SackYds,SId,TId,PId,Player
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T23,P1784,/players/rodney-hudson-hudsoro01
0,0,0,0.00,0,0,26,31,4.0,18.0,--,S3,T23,P1785,/players/maurice-hurst-hurstma02
1,1,55,55.00,55,0,11,18,3.5,39.5,3,S2,T23,P1785,/players/maurice-hurst-hurstma02
2,0,0,0.00,0,0,14,27,0.5,5.0,1,S1,T23,P1785,/players/maurice-hurst-hurstma02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T4,P1786,/players/richie-incognito-incogri01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T4,P1786,/players/richie-incognito-incogri01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T23,P1786,/players/richie-incognito-incogri01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1786,/players/richie-incognito-incogri01
0,0,0,0.00,0,0,1,2,0.0,0.0,0,S2,T23,P1787,/players/alec-ingold-ingolal01
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T23,P1787,/players/alec-ingold-ingolal01
0,0,0,0.00,0,0,12,17,4.0,17.0,--,S5,T9,P1788,/players/david-irving-irvinda02
1,0,0,0.00,0,0,13,22,7.0,51.0,--,S4,T9,P1788,/players/david-irving-irvinda02
2,0,0,0.00,0,0,3,4,1.0,3.0,--,S3,T9,P1788,/players/david-irving-irvinda02
3,0,0,0.00,0,0,2,4,0.0,0.0,0,S1,T23,P1788,/players/david-irving-irvinda02
0,0,0,0.00,0,0,3,3,0.0,0.0,--,S5,T23,P1789,/players/gabe-jackson-jacksga01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T23,P1789,/players/gabe-jackson-jacksga01
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T23,P1789,/players/gabe-jackson-jacksga01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T23,P1789,/players/gabe-jackson-jacksga01
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T23,P1789,/players/gabe-jackson-jacksga01
0,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T23,P1790,/players/josh-jacobs-jacobjo05
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1790,/players/josh-jacobs-jacobjo05
0,0,0,0.00,0,0,1,2,0.0,0.0,1,S2,T23,P1792,/players/isaiah-johnson-johnsis03
1,0,0,0.00,0,0,7,13,0.0,0.0,4,S1,T23,P1792,/players/isaiah-johnson-johnsis03
0,0,0,0.00,0,0,17,22,1.0,3.0,--,S5,T12,P1793,/players/datone-jones-jonesda17
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T9,P1793,/players/datone-jones-jonesda17
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T9,P1793,/players/datone-jones-jonesda17
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T15,P1793,/players/datone-jones-jonesda17
4,0,0,0.00,0,0,2,2,0.0,0.0,0,S1,T23,P1793,/players/datone-jones-jonesda17
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T4,P1794,/players/zay-jones-jonesis02
1,0,0,0.00,0,0,2,2,0.0,0.0,--,S3,T4,P1794,/players/zay-jones-jonesis02
2,0,0,0.00,0,0,2,2,0.0,0.0,0,S2,T4,P1794,/players/zay-jones-jonesis02
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1794,/players/zay-jones-jonesis02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T13,P1795,/players/jaryd-jonessmith-jonesja18
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1795,/players/jaryd-jonessmith-jonesja18
0,0,0,0.00,0,0,50,66,1.0,7.0,--,S5,T29,P1796,/players/lamarcus-joyner-joynela02
1,3,104,34.67,46,1,39,49,0.0,0.0,--,S4,T29,P1796,/players/lamarcus-joyner-joynela02
2,1,5,5.00,5,0,58,78,1.0,11.0,--,S3,T29,P1796,/players/lamarcus-joyner-joynela02
3,0,0,0.00,0,0,41,49,0.0,0.0,3,S2,T23,P1796,/players/lamarcus-joyner-joynela02
4,0,0,0.00,0,0,53,66,0.0,0.0,5,S1,T23,P1796,/players/lamarcus-joyner-joynela02
0,0,0,0.00,0,0,21,30,1.0,8.0,--,S3,T23,P1797,/players/arden-key-keyar01
1,0,0,0.00,0,0,3,4,2.0,23.0,0,S2,T23,P1797,/players/arden-key-keyar01
2,0,0,0.00,0,0,10,15,0.0,0.0,2,S1,T23,P1797,/players/arden-key-keyar01
0,0,0,0.00,0,0,34,44,1.0,0.0,--,S5,T6,P1798,/players/nick-kwiatkoski-kwiatni01
1,0,0,0.00,0,0,37,49,2.0,16.0,--,S4,T6,P1798,/players/nick-kwiatkoski-kwiatni01
2,0,0,0.00,0,0,12,15,0.0,0.0,--,S3,T6,P1798,/players/nick-kwiatkoski-kwiatni01
3,1,4,4.00,4,0,56,76,3.0,24.0,4,S2,T6,P1798,/players/nick-kwiatkoski-kwiatni01
4,1,9,9.00,9,0,53,81,1.0,6.0,4,S1,T23,P1798,/players/nick-kwiatkoski-kwiatni01
0,0,0,0.00,0,0,46,57,0.0,0.0,--,S5,T11,P1799,/players/nevin-lawson-lawsone01
1,0,0,0.00,0,0,40,47,0.0,0.0,--,S4,T11,P1799,/players/nevin-lawson-lawsone01
2,0,0,0.00,0,0,43,53,1.0,6.0,--,S3,T11,P1799,/players/nevin-lawson-lawsone01
3,0,0,0.00,0,0,20,24,0.0,0.0,5,S2,T23,P1799,/players/nevin-lawson-lawsone01
4,0,0,0.00,0,0,47,61,1.0,0.0,4,S1,T23,P1799,/players/nevin-lawson-lawsone01
0,0,0,0.00,0,0,0,1,0.0,0.0,--,S3,T23,P1800,/players/dallin-leavitt-leavida01
1,0,0,0.00,0,0,6,10,0.0,0.0,0,S2,T23,P1800,/players/dallin-leavitt-leavida01
2,0,0,0.00,0,0,4,10,0.0,0.0,2,S1,T23,P1800,/players/dallin-leavitt-leavida01
0,0,0,0.00,0,0,15,20,0.0,0.0,--,S5,T29,P1801,/players/cory-littleton-littlco01
1,1,2,2.00,2,0,22,36,1.0,6.0,--,S4,T29,P1801,/players/cory-littleton-littlco01
2,3,48,16.00,22,1,90,125,4.0,43.0,--,S3,T29,P1801,/players/cory-littleton-littlco01
3,2,32,16.00,26,0,78,134,3.5,25.0,9,S2,T29,P1801,/players/cory-littleton-littlco01
4,0,0,0.00,0,0,56,82,0.0,0.0,0,S1,T23,P1801,/players/cory-littleton-littlco01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T31,P1803,/players/marcus-mariota-marioma01
1,0,0,0.00,0,0,2,2,0.0,0.0,--,S4,T31,P1803,/players/marcus-mariota-marioma01
2,0,0,0.00,0,0,0,1,0.0,0.0,--,S3,T31,P1803,/players/marcus-mariota-marioma01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T31,P1803,/players/marcus-mariota-marioma01
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T23,P1803,/players/marcus-mariota-marioma01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T17,P1804,/players/raekwon-mcmillan-mcmilra02
1,0,0,0.00,0,0,69,105,0.0,0.0,--,S3,T17,P1804,/players/raekwon-mcmillan-mcmilra02
2,0,0,0.00,0,0,35,72,0.0,0.0,1,S2,T17,P1804,/players/raekwon-mcmillan-mcmilra02
3,0,0,0.00,0,0,17,27,0.0,0.0,1,S1,T23,P1804,/players/raekwon-mcmillan-mcmilra02
0,0,0,0.00,0,0,3,3,0.0,0.0,--,S3,T23,P1805,/players/kolton-miller-milleko01
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T23,P1805,/players/kolton-miller-milleko01
2,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T23,P1805,/players/kolton-miller-milleko01
0,0,0,0.00,0,0,4,4,0.0,0.0,0,S2,T23,P1806,/players/foster-moreau-moreafo01
1,0,0,0.00,0,0,0,1,0.0,0.0,0,S1,T23,P1806,/players/foster-moreau-moreafo01
0,0,0,0.00,0,0,40,60,0.0,0.0,--,S4,T23,P1807,/players/nicholas-morrow-morroni01
1,0,0,0.00,0,0,30,43,1.0,4.0,--,S3,T23,P1807,/players/nicholas-morrow-morroni01
2,1,11,11.00,11,0,53,73,0.0,0.0,4,S2,T23,P1807,/players/nicholas-morrow-morroni01
3,1,6,6.00,6,0,62,78,3.0,29.0,9,S1,T23,P1807,/players/nicholas-morrow-morroni01
0,1,0,0.00,0,0,42,50,0.0,0.0,10,S2,T23,P1808,/players/trayvon-mullen-mulletr01
1,2,0,0.00,0,0,56,64,0.0,0.0,14,S1,T23,P1808,/players/trayvon-mullen-mulletr01
0,0,0,0.00,0,0,15,20,2.5,14.0,--,S5,T8,P1809,/players/carl-nassib-nassica01
1,0,0,0.00,0,0,19,32,3.0,14.0,--,S4,T8,P1809,/players/carl-nassib-nassica01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T8,P1809,/players/carl-nassib-nassica01
3,0,0,0.00,0,0,24,34,6.0,25.0,0,S2,T30,P1809,/players/carl-nassib-nassica01
4,1,23,23.00,23,0,17,28,2.5,21.0,5,S1,T23,P1809,/players/carl-nassib-nassica01
0,0,0,0.00,0,0,12,12,0.0,0.0,1,S2,T23,P1810,/players/keisean-nixon-nixonke01
1,0,0,0.00,0,0,9,14,0.0,0.0,0,S1,T23,P1810,/players/keisean-nixon-nixonke01
0,0,0,0.00,0,0,6,8,0.0,0.0,--,S4,T26,P1811,/players/james-onwualu-onwuaja01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T26,P1811,/players/james-onwualu-onwuaja01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1811,/players/james-onwualu-onwuaja01
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S3,T23,P1812,/players/brandon-parker-parkebr02
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T23,P1812,/players/brandon-parker-parkebr02
2,0,0,0.00,0,0,0,1,0.0,0.0,0,S1,T23,P1812,/players/brandon-parker-parkebr02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T4,P1813,/players/nathan-peterman-peterna01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T4,P1813,/players/nathan-peterman-peterna01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T23,P1813,/players/nathan-peterman-peterna01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1813,/players/nathan-peterman-peterna01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T23,P1814,/players/hunter-renfrow-renfrhu01
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T23,P1814,/players/hunter-renfrow-renfrhu01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T23,P1815,/players/jalen-richard-richaja09
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T23,P1815,/players/jalen-richard-richaja09
2,0,0,0.00,0,0,5,5,0.0,0.0,--,S3,T23,P1815,/players/jalen-richard-richaja09
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T23,P1815,/players/jalen-richard-richaja09
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1815,/players/jalen-richard-richaja09
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T11,P1816,/players/theo-riddick-riddith01
1,0,0,0.00,0,0,2,2,0.0,0.0,--,S4,T11,P1816,/players/theo-riddick-riddith01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P1816,/players/theo-riddick-riddith01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T10,P1816,/players/theo-riddick-riddith01
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T23,P1816,/players/theo-riddick-riddith01
0,0,0,0.00,0,0,3,4,0.0,0.0,0,S1,T23,P1817,/players/amik-robertson-roberam01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1818,/players/henry-ruggs-ruggshe01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T23,P1819,/players/trent-sieg-siegtr01
1,0,0,0.00,0,0,1,2,0.0,0.0,0,S2,T23,P1819,/players/trent-sieg-siegtr01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1819,/players/trent-sieg-siegtr01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1820,/players/john-simpson-simpsjo02
0,0,0,0.00,0,0,4,4,1.0,4.0,--,S5,T15,P1821,/players/chris-smith-smithch16
1,0,0,0.00,0,0,17,26,3.0,36.0,--,S4,T7,P1821,/players/chris-smith-smithch16
2,0,0,0.00,0,0,14,21,1.0,13.0,--,S3,T8,P1821,/players/chris-smith-smithch16
3,0,0,0.00,0,0,0,1,0.0,0.0,1,S2,T8,P1821,/players/chris-smith-smithch16
4,0,0,0.00,0,0,4,5,1.0,0.0,0,S1,T23,P1821,/players/chris-smith-smithch16
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T25,P1822,/players/kendal-vickers-vickeke02
1,0,0,0.00,0,0,5,10,2.0,14.0,0,S1,T23,P1822,/players/kendal-vickers-vickeke02
0,0,0,0.00,0,0,6,6,0.0,0.0,--,S5,T3,P1823,/players/darren-waller-walleda01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T3,P1823,/players/darren-waller-walleda01
2,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T23,P1823,/players/darren-waller-walleda01
3,0,0,0.00,0,0,2,2,0.0,0.0,0,S1,T23,P1823,/players/darren-waller-walleda01
0,0,0,0.00,0,0,3,4,0.0,0.0,0,S1,T23,P1824,/players/javin-white-whiteja09
0,0,0,0.00,0,0,7,9,0.0,0.0,--,S5,T9,P1825,/players/kyle-wilber-wilbeky01
1,0,0,0.00,0,0,8,10,0.0,0.0,--,S4,T9,P1825,/players/kyle-wilber-wilbeky01
2,0,0,0.00,0,0,10,15,0.0,0.0,--,S3,T23,P1825,/players/kyle-wilber-wilbeky01
3,0,0,0.00,0,0,5,6,0.0,0.0,2,S2,T23,P1825,/players/kyle-wilber-wilbeky01
4,0,0,0.00,0,0,7,12,0.0,0.0,0,S1,T23,P1825,/players/kyle-wilber-wilbeky01
0,0,0,0.00,0,0,3,3,0.0,0.0,--,S5,T9,P1826,/players/jason-witten-witteja01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T9,P1826,/players/jason-witten-witteja01
2,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T9,P1826,/players/jason-witten-witteja01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1826,/players/jason-witten-witteja01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T17,P1827,/players/sam-young-youngsa03
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T17,P1827,/players/sam-young-youngsa03
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T17,P1827,/players/sam-young-youngsa03
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T27,P1827,/players/sam-young-youngsa03
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T23,P1827,/players/sam-young-youngsa03
0,1,90,90.00,90t,1,43,50,0.0,0.0,--,S5,T26,P1828,/players/jahleel-addae-addaeja02
1,0,0,0.00,0,0,66,96,0.5,4.0,--,S4,T26,P1828,/players/jahleel-addae-addaeja02
2,1,19,19.00,19,0,52,75,1.0,13.0,--,S3,T26,P1828,/players/jahleel-addae-addaeja02
3,2,5,2.50,4,0,35,45,0.0,0.0,3,S2,T13,P1828,/players/jahleel-addae-addaeja02
4,1,3,3.00,3,0,13,21,0.5,0.5,2,S1,T26,P1828,/players/jahleel-addae-addaeja02
0,0,0,0.00,0,0,2,2,0.0,0.0,0,S2,T26,P1829,/players/nasir-adderley-adderna01
1,1,39,39.00,39,0,58,69,0.0,0.0,3,S1,T26,P1829,/players/nasir-adderley-adderna01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T26,P1830,/players/keenan-allen-allenke03
1,1,32,32.00,32,0,1,1,0.0,0.0,--,S4,T26,P1830,/players/keenan-allen-allenke03
2,0,0,0.00,0,0,3,3,0.0,0.0,--,S3,T26,P1830,/players/keenan-allen-allenke03
3,0,0,0.00,0,0,3,3,0.0,0.0,0,S2,T26,P1830,/players/keenan-allen-allenke03
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T26,P1830,/players/keenan-allen-allenke03
0,0,0,0.00,0,0,2,3,0.0,0.0,--,S5,T13,P1831,/players/stephen-anderson-anderst05
1,0,0,0.00,0,0,2,2,0.0,0.0,--,S4,T13,P1831,/players/stephen-anderson-anderst05
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T13,P1831,/players/stephen-anderson-anderst05
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T26,P1831,/players/stephen-anderson-anderst05
4,0,0,0.00,0,0,3,5,0.0,0.0,0,S1,T26,P1831,/players/stephen-anderson-anderst05
0,0,0,0.00,0,0,1,2,0.0,0.0,--,S3,T26,P1832,/players/michael-badgley-badglmi01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T26,P1832,/players/michael-badgley-badglmi01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T26,P1832,/players/michael-badgley-badglmi01
0,0,0,0.00,0,0,4,4,0.0,0.0,--,S3,T17,P1833,/players/kalen-ballage-ballaka02
1,0,0,0.00,0,0,0,1,0.0,0.0,0,S2,T17,P1833,/players/kalen-ballage-ballaka02
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T22,P1833,/players/kalen-ballage-ballaka02
0,0,0,0.00,0,0,5,6,0.0,0.0,--,S4,T8,P1834,/players/bj-bello-bellobj01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T8,P1834,/players/bj-bello-bellobj01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T13,P1834,/players/bj-bello-bellobj01
3,0,0,0.00,0,0,5,7,0.0,0.0,0,S1,T26,P1834,/players/bj-bello-bellobj01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T26,P1835,/players/asmar-bilal-bilalas01
0,0,0,0.00,0,0,29,41,10.5,71.5,--,S5,T26,P1836,/players/joey-bosa-bosajo02
1,0,0,0.00,0,0,54,70,12.5,66.0,--,S4,T26,P1836,/players/joey-bosa-bosajo02
2,0,0,0.00,0,0,18,23,5.5,42.5,--,S3,T26,P1836,/players/joey-bosa-bosajo02
3,0,0,0.00,0,0,47,67,11.5,78.5,0,S2,T26,P1836,/players/joey-bosa-bosajo02
4,0,0,0.00,0,0,29,39,7.5,48.0,1,S1,T26,P1836,/players/joey-bosa-bosajo02
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T26,P1838,/players/john-brannon-brannjo01
0,0,0,0.00,0,0,4,5,0.0,0.0,0,S2,T26,P1839,/players/cortez-broughton-brougco01
1,0,0,0.00,0,0,0,4,0.0,0.0,1,S1,T26,P1839,/players/cortez-broughton-brougco01
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T12,P1840,/players/bryan-bulaga-bulagbr01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T12,P1840,/players/bryan-bulaga-bulagbr01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T12,P1840,/players/bryan-bulaga-bulagbr01
3,0,0,0.00,0,0,2,2,0.0,0.0,0,S2,T12,P1840,/players/bryan-bulaga-bulagbr01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T26,P1840,/players/bryan-bulaga-bulagbr01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T22,P1841,/players/tevaughn-campbell-campbte02
1,1,6,6.00,6t,1,16,22,0.0,0.0,3,S1,T26,P1841,/players/tevaughn-campbell-campbte02
0,0,0,0.00,0,0,1,2,0.0,0.0,0,S1,T26,P1842,/players/cole-christiansen-chrisco01
0,0,0,0.00,0,0,14,18,0.0,0.0,--,S4,T26,P1843,/players/michael-davis-davismi09
1,0,0,0.00,0,0,40,50,0.0,0.0,--,S3,T26,P1843,/players/michael-davis-davismi09
2,2,15,7.50,15,0,31,39,0.0,0.0,9,S2,T26,P1843,/players/michael-davis-davismi09
3,3,86,28.67,78t,1,48,64,0.0,0.0,14,S1,T26,P1843,/players/michael-davis-davismi09
0,0,0,0.00,0,0,4,4,0.0,0.0,0,S2,T26,P1844,/players/emeke-egbule-egbulem01
1,0,0,0.00,0,0,4,7,0.0,0.0,0,S1,T26,P1844,/players/emeke-egbule-egbulem01
0,0,0,0.00,0,0,15,19,0.0,0.0,--,S4,T26,P1845,/players/austin-ekeler-ekeleau01
1,0,0,0.00,0,0,9,9,0.0,0.0,--,S3,T26,P1845,/players/austin-ekeler-ekeleau01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T26,P1845,/players/austin-ekeler-ekeleau01
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T26,P1845,/players/austin-ekeler-ekeleau01
0,0,0,0.00,0,0,2,3,0.0,0.0,--,S3,T26,P1846,/players/brandon-facyson-facysbr01
1,0,0,0.00,0,0,30,41,0.0,0.0,1,S2,T26,P1846,/players/brandon-facyson-facysbr01
2,0,0,0.00,0,0,13,16,0.0,0.0,0,S1,T26,P1846,/players/brandon-facyson-facysbr01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T26,P1847,/players/dan-feeney-feeneda01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T26,P1847,/players/dan-feeney-feeneda01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T26,P1847,/players/dan-feeney-feeneda01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T26,P1847,/players/dan-feeney-feeneda01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T26,P1848,/players/breiden-fehoko-fehokbr01
0,0,0,0.00,0,0,0,1,0.0,0.0,0,S1,T26,P1849,/players/joe-gaziano-gaziajo01
0,0,0,0.00,0,0,5,7,0.0,0.0,0,S1,T26,P1850,/players/alohi-gilman-gilmaal01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T10,P1851,/players/virgil-green-greenvi02
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T10,P1851,/players/virgil-green-greenvi02
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T26,P1851,/players/virgil-green-greenvi02
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T26,P1851,/players/virgil-green-greenvi02
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T26,P1851,/players/virgil-green-greenvi02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T4,P1852,/players/ryan-groy-groyry01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T4,P1852,/players/ryan-groy-groyry01
2,0,0,0.00,0,0,2,2,0.0,0.0,--,S3,T4,P1852,/players/ryan-groy-groyry01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T20,P1852,/players/ryan-groy-groyry01
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T26,P1852,/players/ryan-groy-groyry01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T9,P1853,/players/jalen-guyton-guytoja01
1,0,0,0.00,0,0,3,3,0.0,0.0,0,S1,T26,P1853,/players/jalen-guyton-guytoja01
0,2,36,18.00,36,0,57,63,0.0,0.0,--,S5,T10,P1854,/players/chris-harris-harrich08
1,2,36,18.00,23,0,32,40,0.0,0.0,--,S4,T10,P1854,/players/chris-harris-harrich08
2,3,68,22.67,53t,1,40,49,1.0,9.0,--,S3,T10,P1854,/players/chris-harris-harrich08
3,1,11,11.00,11,0,44,56,0.0,0.0,6,S2,T10,P1854,/players/chris-harris-harrich08
4,1,51,51.00,51,0,25,37,0.5,0.5,2,S1,T26,P1854,/players/chris-harris-harrich08
0,7,102,14.57,31,1,51,58,0.0,0.0,--,S5,T26,P1855,/players/casey-hayward-haywaca01
1,4,7,1.75,7,0,33,40,0.0,0.0,--,S4,T26,P1855,/players/casey-hayward-haywaca01
2,0,0,0.00,0,0,41,46,0.0,0.0,--,S3,T26,P1855,/players/casey-hayward-haywaca01
3,2,37,18.50,37,0,28,32,0.0,0.0,8,S2,T26,P1855,/players/casey-hayward-haywaca01
4,1,9,9.00,9,0,36,41,0.0,0.0,8,S1,T26,P1855,/players/casey-hayward-haywaca01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T26,P1856,/players/hunter-henry-henryhu01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T26,P1856,/players/hunter-henry-henryhu01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T26,P1856,/players/hunter-henry-henryhu01
3,0,0,0.00,0,0,2,2,0.0,0.0,0,S2,T26,P1856,/players/hunter-henry-henryhu01
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T26,P1856,/players/hunter-henry-henryhu01
0,0,0,0.00,0,0,3,3,0.0,0.0,0,S1,T26,P1857,/players/justin-herbert-herbeju01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T26,P1858,/players/kj-hill-hillkj01
0,0,0,0.00,0,0,46,60,8.0,62.0,--,S5,T26,P1859,/players/melvin-ingram-ingrame01
1,0,0,0.00,0,0,43,56,10.5,87.5,--,S4,T26,P1859,/players/melvin-ingram-ingrame01
2,1,8,8.00,8,0,28,43,7.0,54.5,--,S3,T26,P1859,/players/melvin-ingram-ingrame01
3,1,9,9.00,9,0,39,48,7.0,42.5,5,S2,T26,P1859,/players/melvin-ingram-ingrame01
4,1,0,0.00,0,0,5,10,0.0,0.0,2,S1,T26,P1859,/players/melvin-ingram-ingrame01
0,0,0,0.00,0,0,0,5,0.0,0.0,--,S3,T26,P1860,/players/justin-jackson-jacksju03
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T26,P1860,/players/justin-jackson-jacksju03
2,0,0,0.00,0,0,1,3,0.0,0.0,0,S1,T26,P1860,/players/justin-jackson-jacksju03
0,0,0,0.00,0,0,5,10,0.0,0.0,--,S3,T7,P1861,/players/malik-jefferson-jeffema01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T7,P1861,/players/malik-jefferson-jeffema01
2,0,0,0.00,0,0,3,5,0.0,0.0,0,S1,T26,P1861,/players/malik-jefferson-jeffema01
0,0,0,0.00,0,0,10,13,0.0,0.0,--,S4,T26,P1862,/players/rayshawn-jenkins-jenkira03
1,0,0,0.00,0,0,13,23,0.5,3.5,--,S3,T26,P1862,/players/rayshawn-jenkins-jenkira03
2,3,10,3.33,8,0,34,54,0.0,0.0,4,S2,T26,P1862,/players/rayshawn-jenkins-jenkira03
3,2,23,11.50,23,0,58,84,1.0,6.0,4,S1,T26,P1862,/players/rayshawn-jenkins-jenkira03
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T13,P1863,/players/tyron-johnson-johnsty05
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T26,P1863,/players/tyron-johnson-johnsty05
0,0,0,0.00,0,0,7,17,0.5,3.5,--,S3,T26,P1864,/players/justin-jones-jonesju08
1,0,0,0.00,0,0,18,30,0.0,0.0,1,S2,T26,P1864,/players/justin-jones-jonesju08
2,0,0,0.00,0,0,19,34,1.0,5.0,0,S1,T26,P1864,/players/justin-jones-jonesju08
0,0,0,0.00,0,0,37,77,4.0,21.5,--,S5,T18,P1865,/players/linval-joseph-josepli01
1,0,0,0.00,0,0,40,68,3.5,23.5,--,S4,T18,P1865,/players/linval-joseph-josepli01
