,Rec,Yds,Avg,YPG,Long,TD,20+,Tar,YAC,SId,TId,PId,Player
0,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P1,/players/zach-allen-allenza02
1,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P1,/players/zach-allen-allenza02
0,12,150,12.50,15.0,25t,1,--,19,30,S3,T20,P2,/players/dan-arnold-arnolda03
1,2,25,12.50,12.5,19,0,0,4,2,S2,T20,P2,/players/dan-arnold-arnolda03
2,31,438,14.13,27.4,59t,4,8,45,166,S1,T1,P2,/players/dan-arnold-arnolda03
0,0,0,0.00,0.0,0,0,--,0,0,S4,T1,P3,/players/budda-baker-bakerbu02
1,0,0,0.00,0.0,0,0,--,0,0,S3,T1,P3,/players/budda-baker-bakerbu02
2,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P3,/players/budda-baker-bakerbu02
3,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P3,/players/budda-baker-bakerbu02
0,0,0,0.00,0.0,0,0,--,0,0,S4,T13,P6,/players/evan-baylis-bayliev01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T5,P6,/players/evan-baylis-bayliev01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T12,P6,/players/evan-baylis-bayliev01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P6,/players/evan-baylis-bayliev01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P8,/players/eno-benjamin-benjaen01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T31,P9,/players/angelo-blackson-blackan01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T13,P9,/players/angelo-blackson-blackan01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T13,P9,/players/angelo-blackson-blackan01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T13,P9,/players/angelo-blackson-blackan01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P9,/players/angelo-blackson-blackan01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T2,P11,/players/devondre-campbell-campbde02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T2,P11,/players/devondre-campbell-campbde02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P11,/players/devondre-campbell-campbde02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P11,/players/devondre-campbell-campbde02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P11,/players/devondre-campbell-campbde02
0,0,0,0.00,0.0,0,0,--,0,0,S3,T1,P12,/players/mason-cole-colema02
1,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P12,/players/mason-cole-colema02
2,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P12,/players/mason-cole-colema02
0,0,0,0.00,0.0,0,0,--,0,0,S5,T3,P13,/players/trevon-coley-coleytr02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T8,P13,/players/trevon-coley-coleytr02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T8,P13,/players/trevon-coley-coleytr02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T8,P13,/players/trevon-coley-coleytr02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P13,/players/trevon-coley-coleytr02
0,3,26,8.67,2.2,13,0,--,13,16,S4,T14,P14,/players/darrell-daniels-danieda05
1,0,0,0.00,0.0,0,0,--,0,0,S3,T14,P14,/players/darrell-daniels-danieda05
2,1,4,4.00,0.4,4,0,0,3,0,S2,T1,P14,/players/darrell-daniels-danieda05
3,8,92,11.50,7.7,31,1,2,11,57,S1,T1,P14,/players/darrell-daniels-danieda05
0,10,127,12.70,10.6,25t,2,--,12,44,S5,T8,P15,/players/seth-devalve-devalse01
1,33,395,11.97,24.7,49,1,--,58,171,S4,T8,P15,/players/seth-devalve-devalse01
2,5,74,14.80,5.7,26,1,--,7,15,S3,T8,P15,/players/seth-devalve-devalse01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T8,P15,/players/seth-devalve-devalse01
4,0,0,0.00,0.0,0,0,0,1,0,S1,T1,P15,/players/seth-devalve-devalse01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P16,/players/michael-dogbe-dogbemi01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P16,/players/michael-dogbe-dogbemi01
0,9,46,5.11,2.9,9,0,--,10,59,S5,T17,P17,/players/kenyan-drake-drakeke02
1,32,239,7.47,14.9,47,1,--,48,214,S4,T17,P17,/players/kenyan-drake-drakeke02
2,53,477,9.00,29.8,52t,5,--,73,423,S3,T17,P17,/players/kenyan-drake-drakeke02
3,22,174,7.91,29.0,26,0,1,33,163,S2,T17,P17,/players/kenyan-drake-drakeke02
4,25,137,5.48,9.1,18,0,0,31,144,S1,T1,P17,/players/kenyan-drake-drakeke02
0,20,103,5.15,6.4,13,0,--,23,121,S3,T1,P18,/players/chase-edmonds-edmonch02
1,12,105,8.75,8.1,31,1,1,21,105,S2,T1,P18,/players/chase-edmonds-edmonch02
2,53,402,7.58,25.1,30,4,2,67,330,S1,T1,P18,/players/chase-edmonds-edmonch02
0,0,0,0.00,0.0,0,0,--,0,0,S3,T6,P19,/players/kylie-fitts-fittsky01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P19,/players/kylie-fitts-fittsky01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P19,/players/kylie-fitts-fittsky01
0,107,"1,023",9.56,63.9,32,6,--,150,358,S5,T1,P20,/players/larry-fitzgerald-fitzgla01
1,109,"1,156",10.61,72.2,37,6,--,161,408,S4,T1,P20,/players/larry-fitzgerald-fitzgla01
2,69,734,10.64,45.9,37,6,--,112,205,S3,T1,P20,/players/larry-fitzgerald-fitzgla01
3,75,804,10.72,50.2,54,4,10,109,343,S2,T1,P20,/players/larry-fitzgerald-fitzgla01
4,54,409,7.57,31.5,18,1,0,72,185,S1,T1,P20,/players/larry-fitzgerald-fitzgla01
0,1,2,2.00,0.7,2,0,--,2,5,S5,T19,P21,/players/dj-foster-fostedj02
1,17,133,7.82,19.0,20,0,--,28,79,S4,T1,P21,/players/dj-foster-fostedj02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T1,P21,/players/dj-foster-fostedj02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P21,/players/dj-foster-fostedj02
4,1,7,7.00,0.7,7,0,0,1,3,S1,T1,P21,/players/dj-foster-fostedj02
0,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P22,/players/leki-fotu-fotule01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P23,/players/lamont-gaillard-gaillla01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P23,/players/lamont-gaillard-gaillla01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T1,P26,/players/markus-golden-goldema01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T1,P26,/players/markus-golden-goldema01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T1,P26,/players/markus-golden-goldema01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T21,P26,/players/markus-golden-goldema01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T21,P26,/players/markus-golden-goldema01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T8,P27,/players/zane-gonzalez-gonzaza01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T8,P27,/players/zane-gonzalez-gonzaza01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P27,/players/zane-gonzalez-gonzaza01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P27,/players/zane-gonzalez-gonzaza01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T24,P28,/players/jordan-hicks-hicksjo03
1,0,0,0.00,0.0,0,0,--,0,0,S4,T24,P28,/players/jordan-hicks-hicksjo03
2,0,0,0.00,0.0,0,0,--,0,0,S3,T24,P28,/players/jordan-hicks-hicksjo03
3,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P28,/players/jordan-hicks-hicksjo03
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P28,/players/jordan-hicks-hicksjo03
0,78,954,12.23,59.6,51,4,--,151,279,S5,T13,P29,/players/deandre-hopkins-hopkide01
1,96,"1,378",14.35,91.9,72t,13,--,174,359,S4,T13,P29,/players/deandre-hopkins-hopkide01
2,115,"1,572",13.67,98.2,49t,11,--,163,387,S3,T13,P29,/players/deandre-hopkins-hopkide01
3,104,"1,165",11.20,77.7,43t,7,16,150,387,S2,T13,P29,/players/deandre-hopkins-hopkide01
4,115,"1,407",12.23,87.9,60,6,17,160,528,S1,T1,P29,/players/deandre-hopkins-hopkide01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T1,P30,/players/dj-humphries-humphdj01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T1,P30,/players/dj-humphries-humphdj01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T1,P30,/players/dj-humphries-humphdj01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P30,/players/dj-humphries-humphdj01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P30,/players/dj-humphries-humphdj01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T12,P31,/players/brett-hundley-hundlbr01
1,1,10,10.00,0.9,10,0,--,1,15,S4,T12,P31,/players/brett-hundley-hundlbr01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T12,P31,/players/brett-hundley-hundlbr01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P31,/players/brett-hundley-hundlbr01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P31,/players/brett-hundley-hundlbr01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T6,P32,/players/isaiah-irving-irvinis01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T6,P32,/players/isaiah-irving-irvinis01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T6,P32,/players/isaiah-irving-irvinis01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P32,/players/isaiah-irving-irvinis01
0,9,189,21.00,12.6,88t,1,2,13,140,S2,T1,P33,/players/andy-isabella-isabean01
1,21,224,10.67,17.2,54,2,3,35,82,S1,T1,P33,/players/andy-isabella-isabean01
0,21,187,8.90,18.7,31,1,1,42,43,S2,T1,P34,/players/keesean-johnson-johnske24
1,15,173,11.53,21.6,45,0,2,23,50,S1,T1,P34,/players/keesean-johnson-johnske24
0,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P36,/players/josh-jones-jonesjo15
0,43,590,13.72,49.2,75t,3,--,68,225,S3,T1,P39,/players/christian-kirk-kirkch01
1,68,709,10.43,54.5,69t,3,6,108,286,S2,T1,P39,/players/christian-kirk-kirkch01
2,48,621,12.94,44.4,80t,6,7,79,175,S1,T1,P39,/players/christian-kirk-kirkch01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P41,/players/rashard-lawrence-lawrera02
0,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P46,/players/byron-murphy-murphby01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P46,/players/byron-murphy-murphby01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T10,P47,/players/justin-murray-murraju01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T10,P47,/players/justin-murray-murraju01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T7,P47,/players/justin-murray-murraju01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P47,/players/justin-murray-murraju01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P47,/players/justin-murray-murraju01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P48,/players/kyler-murray-murraky01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P48,/players/kyler-murray-murraky01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T6,P52,/players/kevin-peterson-peterke05
1,0,0,0.00,0.0,0,0,--,0,0,S4,T29,P52,/players/kevin-peterson-peterke05
2,0,0,0.00,0.0,0,0,--,0,0,S3,T29,P52,/players/kevin-peterson-peterke05
3,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P52,/players/kevin-peterson-peterke05
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P52,/players/kevin-peterson-peterke05
0,0,0,0.00,0.0,0,0,--,0,0,S5,T1,P53,/players/patrick-peterson-peterpa02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T1,P53,/players/patrick-peterson-peterpa02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T1,P53,/players/patrick-peterson-peterpa02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P53,/players/patrick-peterson-peterpa02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P53,/players/patrick-peterson-peterpa02
0,0,0,0.00,0.0,0,0,--,0,0,S5,T17,P54,/players/jordan-phillips-philljo07
1,0,0,0.00,0.0,0,0,--,0,0,S4,T17,P54,/players/jordan-phillips-philljo07
2,0,0,0.00,0.0,0,0,--,0,0,S3,T17,P54,/players/jordan-phillips-philljo07
3,0,0,0.00,0.0,0,0,0,0,0,S2,T4,P54,/players/jordan-phillips-philljo07
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P54,/players/jordan-phillips-philljo07
0,0,0,0.00,0.0,0,0,--,0,0,S4,T1,P56,/players/haason-reddick-reddiha01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T1,P56,/players/haason-reddick-reddiha01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P56,/players/haason-reddick-reddiha01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P56,/players/haason-reddick-reddiha01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T31,P57,/players/curtis-riley-rileycu01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T31,P57,/players/curtis-riley-rileycu01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T21,P57,/players/curtis-riley-rileycu01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T23,P57,/players/curtis-riley-rileycu01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P57,/players/curtis-riley-rileycu01
0,19,210,11.05,16.2,21,1,--,28,38,S3,T1,P58,/players/trent-sherfield-sherftr01
1,4,80,20.00,5.0,38,0,2,13,10,S2,T1,P58,/players/trent-sherfield-sherftr01
2,5,50,10.00,3.3,26,0,1,7,27,S1,T1,P58,/players/trent-sherfield-sherftr01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P59,/players/isaiah-simmons-simmois01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T16,P60,/players/terrance-smith-smithte05
1,0,0,0.00,0.0,0,0,--,0,0,S4,T16,P60,/players/terrance-smith-smithte05
2,0,0,0.00,0.0,0,0,--,0,0,S3,T16,P60,/players/terrance-smith-smithte05
3,0,0,0.00,0.0,0,0,0,0,0,S2,T17,P60,/players/terrance-smith-smithte05
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P60,/players/terrance-smith-smithte05
0,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P61,/players/chris-streveler-strevch01
0,20,215,10.75,13.4,39,4,--,27,95,S3,T13,P63,/players/jordan-thomas-thomajo18
1,1,8,8.00,1.6,8,0,0,3,3,S2,T13,P63,/players/jordan-thomas-thomajo18
2,1,3,3.00,0.8,3t,1,0,1,0,S1,T1,P63,/players/jordan-thomas-thomajo18
0,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P64,/players/deionte-thompson-thompde04
1,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P64,/players/deionte-thompson-thompde04
0,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P65,/players/jalen-thompson-thompja06
1,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P65,/players/jalen-thompson-thompja06
0,0,0,0.00,0.0,0,0,--,0,0,S3,T1,P66,/players/ezekiel-turner-turneez01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P66,/players/ezekiel-turner-turneez01
2,1,26,26.00,1.6,26,0,1,1,12,S1,T1,P66,/players/ezekiel-turner-turneez01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T4,P67,/players/tanner-vallejo-valleta01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T4,P67,/players/tanner-vallejo-valleta01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T32,P67,/players/tanner-vallejo-valleta01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P67,/players/tanner-vallejo-valleta01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P68,/players/reggie-walker-walkere02
0,1,11,11.00,0.8,11t,1,0,1,15,S1,T1,P69,/players/jonathan-ward-wardjo03
0,0,0,0.00,0.0,0,0,--,0,0,S5,T11,P70,/players/charles-washington-washich06
1,0,0,0.00,0.0,0,0,--,0,0,S4,T11,P70,/players/charles-washington-washich06
2,0,0,0.00,0.0,0,0,--,0,0,S3,T11,P70,/players/charles-washington-washich06
3,0,0,0.00,0.0,0,0,0,0,0,S2,T1,P70,/players/charles-washington-washich06
4,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P70,/players/charles-washington-washich06
0,0,0,0.00,0.0,0,0,0,0,0,S1,T1,P71,/players/jace-whittaker-whittja03
0,0,0,0.00,0.0,0,0,--,0,0,S5,T3,P72,/players/maxx-williams-willima22
1,15,86,5.73,7.8,17,1,--,18,100,S4,T3,P72,/players/maxx-williams-willima22
2,16,143,8.94,11.0,25,1,--,17,97,S3,T3,P72,/players/maxx-williams-willima22
3,15,202,13.47,12.6,28,1,5,19,104,S2,T1,P72,/players/maxx-williams-willima22
4,8,102,12.75,11.3,42,1,2,10,66,S1,T1,P72,/players/maxx-williams-willima22
0,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P73,/players/delrick-abrams-abramde01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T2,P74,/players/ricardo-allen-allenri01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T2,P74,/players/ricardo-allen-allenri01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P74,/players/ricardo-allen-allenri01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P74,/players/ricardo-allen-allenri01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P74,/players/ricardo-allen-allenri01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P76,/players/christian-blake-blakech01
1,11,91,8.27,10.1,13,0,0,24,24,S2,T2,P76,/players/christian-blake-blakech01
2,13,141,10.85,8.8,25,0,3,18,26,S1,T2,P76,/players/christian-blake-blakech01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T25,P77,/players/tony-brooksjames-brookto04
1,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P77,/players/tony-brooksjames-brookto04
0,0,0,0.00,0.0,0,0,--,0,0,S4,T10,P79,/players/jamal-carter-carteja04
1,0,0,0.00,0.0,0,0,--,0,0,S3,T10,P79,/players/jamal-carter-carteja04
2,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P79,/players/jamal-carter-carteja04
3,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P79,/players/jamal-carter-carteja04
0,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P81,/players/marlon-davidson-davidma01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T20,P82,/players/tyeler-davison-davisty04
1,0,0,0.00,0.0,0,0,--,0,0,S4,T20,P82,/players/tyeler-davison-davisty04
2,0,0,0.00,0.0,0,0,--,0,0,S3,T20,P82,/players/tyeler-davison-davisty04
3,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P82,/players/tyeler-davison-davisty04
4,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P82,/players/tyeler-davison-davisty04
0,0,0,0.00,0.0,0,0,--,0,0,S5,T15,P85,/players/dante-fowler-fowleda03
1,0,0,0.00,0.0,0,0,--,0,0,S4,T15,P85,/players/dante-fowler-fowleda03
2,0,0,0.00,0.0,0,0,--,0,0,S3,T15,P85,/players/dante-fowler-fowleda03
3,0,0,0.00,0.0,0,0,0,0,0,S2,T29,P85,/players/dante-fowler-fowleda03
4,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P85,/players/dante-fowler-fowleda03
0,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P86,/players/elliott-fry-fryel01
0,6,63,10.50,4.2,22,0,--,10,19,S3,T2,P87,/players/russell-gage-gageru01
1,49,446,9.10,27.9,19,1,0,74,151,S2,T2,P87,/players/russell-gage-gageru01
2,72,786,10.92,49.1,35,4,6,109,286,S1,T2,P87,/players/russell-gage-gageru01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P89,/players/jaeden-graham-grahaja02
1,9,149,16.56,9.3,53,1,3,10,73,S2,T2,P89,/players/jaeden-graham-grahaja02
2,3,25,8.33,1.6,11,0,0,5,14,S1,T2,P89,/players/jaeden-graham-grahaja02
0,0,0,0.00,0.0,0,0,--,0,0,S5,T14,P90,/players/tj-green-greentj01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T14,P90,/players/tj-green-greentj01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T14,P90,/players/tj-green-greentj01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T20,P90,/players/tj-green-greentj01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P90,/players/tj-green-greentj01
0,43,327,7.60,20.4,33,0,--,58,348,S5,T29,P91,/players/todd-gurley-gurleto02
1,64,788,12.31,52.5,80t,6,--,87,765,S4,T29,P91,/players/todd-gurley-gurleto02
2,59,580,9.83,41.4,56,4,--,81,587,S3,T29,P91,/players/todd-gurley-gurleto02
3,31,207,6.68,13.8,23,2,3,49,196,S2,T29,P91,/players/todd-gurley-gurleto02
4,25,164,6.56,10.9,26,0,1,35,120,S1,T2,P91,/players/todd-gurley-gurleto02
0,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P92,/players/tyler-hall-hallty01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T17,P93,/players/charles-harris-harrich09
1,0,0,0.00,0.0,0,0,--,0,0,S3,T17,P93,/players/charles-harris-harrich09
2,0,0,0.00,0.0,0,0,0,0,0,S2,T17,P93,/players/charles-harris-harrich09
3,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P93,/players/charles-harris-harrich09
0,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P95,/players/jaylinn-hawkins-hawkija02
0,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P96,/players/matt-hennessy-hennema01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T2,P97,/players/brian-hill-hillbr03
1,1,9,9.00,0.9,9,0,--,2,5,S3,T2,P97,/players/brian-hill-hillbr03
2,10,69,6.90,5.8,12,1,0,14,54,S2,T2,P97,/players/brian-hill-hillbr03
3,25,199,7.96,12.4,26,0,2,30,162,S1,T2,P97,/players/brian-hill-hillbr03
0,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P98,/players/sterling-hofrichter-hofrist01
0,13,163,12.54,13.6,32,1,--,23,74,S3,T3,P99,/players/hayden-hurst-hurstha01
1,30,349,11.63,21.8,61t,2,4,39,148,S2,T3,P99,/players/hayden-hurst-hurstha01
2,56,571,10.20,35.7,42t,6,5,88,269,S1,T2,P99,/players/hayden-hurst-hurstha01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T2,P100,/players/grady-jarrett-jarregr01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T2,P100,/players/grady-jarrett-jarregr01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P100,/players/grady-jarrett-jarregr01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P100,/players/grady-jarrett-jarregr01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P100,/players/grady-jarrett-jarregr01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T2,P101,/players/deion-jones-jonesde07
1,0,0,0.00,0.0,0,0,--,0,0,S4,T2,P101,/players/deion-jones-jonesde07
2,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P101,/players/deion-jones-jonesde07
3,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P101,/players/deion-jones-jonesde07
4,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P101,/players/deion-jones-jonesde07
0,83,"1,409",16.98,100.6,75t,6,--,129,396,S5,T2,P102,/players/julio-jones-jonesju05
1,88,"1,444",16.41,90.2,53,3,--,148,486,S4,T2,P102,/players/julio-jones-jonesju05
2,113,"1,677",14.84,104.8,58,8,--,170,448,S3,T2,P102,/players/julio-jones-jonesju05
3,99,"1,394",14.08,92.9,54t,6,21,157,342,S2,T2,P102,/players/julio-jones-jonesju05
4,51,771,15.12,85.7,44,3,16,68,231,S1,T2,P102,/players/julio-jones-jonesju05
0,0,0,0.00,0.0,0,0,--,0,0,S4,T2,P103,/players/damontae-kazee-kazeeda01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P103,/players/damontae-kazee-kazeeda01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P103,/players/damontae-kazee-kazeeda01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P103,/players/damontae-kazee-kazeeda01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T26,P104,/players/younghoe-koo-kooyo01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P104,/players/younghoe-koo-kooyo01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P105,/players/chris-lindstrom-lindsch02
1,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P105,/players/chris-lindstrom-lindsch02
0,0,0,0.00,0.0,0,0,--,0,0,S5,T2,P106,/players/alex-mack-mackal01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T2,P106,/players/alex-mack-mackal01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P106,/players/alex-mack-mackal01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P106,/players/alex-mack-mackal01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P106,/players/alex-mack-mackal01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T12,P108,/players/justin-mccray-mccraju01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T12,P108,/players/justin-mccray-mccraju01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T8,P108,/players/justin-mccray-mccraju01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P108,/players/justin-mccray-mccraju01
0,1,-3,-3.00,-0.2,-3,0,0,1,0,S2,T2,P109,/players/kaleb-mcgary-mcgarka01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P109,/players/kaleb-mcgary-mcgarka01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T2,P110,/players/takkarist-mckinley-mckinta01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P110,/players/takkarist-mckinley-mckinta01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P110,/players/takkarist-mckinley-mckinta01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P110,/players/takkarist-mckinley-mckinta01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P112,/players/jordan-miller-millejo12
1,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P112,/players/jordan-miller-millejo12
0,0,0,0.00,0.0,0,0,--,0,0,S5,T2,P113,/players/keanu-neal-nealke02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T2,P113,/players/keanu-neal-nealke02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T2,P113,/players/keanu-neal-nealke02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T2,P113,/players/keanu-neal-nealke02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T2,P113,/players/keanu-neal-nealke02
0,0,0,0.00,0.0,0,0,--,0,0,S5,T2,P114,/players/sharrod-neasman-neasmsh01
