No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
72,Eric Fisher*\FishEr00,29,LT,15,15,315,6-7,Central Michigan,1/5/1991,7,11,Kansas City Chiefs / 1st / 1st pick / 2013,$8750000
50,Willie Gay Jr.\GayJWi00,22,RLB,16,8,243,6-1,Mississippi St.,2/15/1998,Rook,4,Kansas City Chiefs / 2nd / 63rd pick / 2020,
20,Antonio Hamilton\HamiAn01,27,,16,0,190,6-0,South Carolina St.,1/24/1993,4,1,,$910000
17,Mecole Hardman\HardMe00,22,WR,16,8,187,5-10,Georgia,3/12/1998,1,6,Kansas City Chiefs / 2nd / 56th pick / 2019,$722048
47,Darius Harris\HarrDa07,24,,4,2,238,6-2,Middle Tenn. St.,1/17/1996,Rook,1,,$555882
52,Demone Harris\HarrDe06,25,,1,0,272,6-4,Buffalo,12/30/1995,2,0,,$750000
4,Chad Henne\HennCh01,35,,3,1,222,6-3,Michigan,7/2/1985,12,1,Miami Dolphins / 2nd / 57th pick / 2008,$1250000
10,Tyreek Hill*+\HillTy00,26,WR,15,15,185,5-10,West Alabama,3/1/1994,4,12,Kansas City Chiefs / 5th / 165th pick / 2016,$910000
53,Anthony Hitchens\HitcAn00,28,LLB,14,14,235,6-0,Iowa,6/10/1992,6,6,Dallas Cowboys / 4th / 119th pick / 2014,$7800000
96,Braxton Hoyett\HoyeBr01,24,,1,0,302,6-2,Mississippi St.,2/5/1996,Rook,0,,
65,Danny Isidora\IsidDa00,26,,1,0,306,6-3,Miami (FL),6/5/1994,3,0,Minnesota Vikings / 5th / 180th pick / 2017,
95,Chris Jones*\JoneCh09,26,LDT,15,14,310,6-6,Mississippi St.,7/3/1994,4,12,Kansas City Chiefs / 2nd / 37th pick / 2016,$16126000
48,Nick Keizer\KeizNi00,25,,16,3,251,6-4,Grand Valley St.,5/2/1995,Rook,1,,$610000
87,Travis Kelce*+\KelcTr00,31,TE,15,15,260,6-5,Cincinnati,10/5/1989,7,13,Kansas City Chiefs / 3rd / 63rd pick / 2013,$8500000
19,Marcus Kemp\KempMa00,25,,10,0,210,6-4,Hawaii,8/14/1995,3,0,,$675000
,Thakarius Keyes\KeyeTh00,23,,8,1,202,6-1,Tulane,11/9/1997,Rook,1,Kansas City Chiefs / 7th / 237th pick / 2020,
67,Daniel Kilgore\KilgDa00,33,,7,4,291,6-3,Appalachian St.,12/18/1987,9,2,San Francisco 49ers / 5th / 163rd pick / 2011,$1050000
92,Tanoh Kpassagnon\KpasTa00,26,LDE,16,15,289,6-7,Villanova,6/14/1994,3,7,Kansas City Chiefs / 2nd / 59th pick / 2017,$1029257
45,Chris Lammons\LammCh00,24,,2,0,190,5-10,South Carolina,1/31/1996,1,0,,$675000
15,Patrick Mahomes*\MahoPa00,25,QB,15,15,230,6-3,Texas Tech,9/17/1995,3,17,Kansas City Chiefs / 1st / 10th pick / 2017,$825000
32,Tyrann Mathieu*+\MathTy00,28,SS,15,15,190,5-9,LSU,5/13/1992,7,12,Arizona Cardinals / 3rd / 69th pick / 2013,$11150000
56,Ben Niemann\NiemBe00,25,lb,15,5,235,6-2,Iowa,7/27/1995,2,4,,$750000
91,Derrick Nnadi\NnadDe00,24,RDT,15,15,312,6-1,Florida St.,5/9/1996,2,7,Kansas City Chiefs / 3rd / 75th pick / 2018,$750000
44,Dorian O'Daniel\ODanDo00,26,,11,0,220,6-1,Clemson,9/4/1994,2,1,Kansas City Chiefs / 3rd / 100th pick / 2018,$750000
57,Alex Okafor\OkafAl00,29,,11,0,261,6-4,Texas,2/8/1991,7,1,Arizona Cardinals / 4th / 103rd pick / 2013,$2000000
60,Patrick Omameh\OmamPa00,31,,1,1,327,6-4,Michigan,12/29/1989,7,0,,
70,Kelechi Osemele\OsemKe00,31,lg,5,5,330,6-5,Iowa St.,6/24/1989,8,3,Baltimore Ravens / 2nd / 60th pick / 2012,$1050000
64,Mike Pennel\PennMi00,29,,14,1,330,6-4,Arizona St.,5/9/1991,6,2,,$802941
13,Byron Pringle\PrinBy00,27,,13,3,203,6-1,Kansas St.,11/17/1993,2,2,,$675000
74,Martinas Rankin\RankMa00,26,,1,1,311,6-5,Mississippi St.,10/20/1994,2,1,Houston Texans / 3rd / 80th pick / 2018,$591180
62,Austin Reiter\ReitAu00,29,C,15,12,300,6-3,South Florida,11/27/1991,4,7,Washington Redskins / 7th / 222nd pick / 2015,$2275000
75,Mike Remmers\RemmMi00,31,RT,13,10,310,6-5,Oregon St.,4/11/1989,8,6,,$1050000
11,Demarcus Robinson\RobiDe01,26,WR,16,9,203,6-1,Florida,9/21/1994,4,4,Kansas City Chiefs / 4th / 126th pick / 2016,$2160000
99,Khalen Saunders\SaunKh00,24,,3,1,324,6-0,West. Illinois,8/9/1996,1,1,Kansas City Chiefs / 3rd / 84th pick / 2019,$439706
71,Mitchell Schwartz\SchwMi00,31,rt,6,6,320,6-5,California,6/8/1989,8,3,Cleveland Browns / 2nd / 37th pick / 2012,$5320000
83,Ricky Seals-Jones\SealRi00,25,,2,0,243,6-5,Texas A&M,3/15/1995,3,0,,$825000
42,Anthony Sherman\SherAn00,32,,13,1,242,5-10,Connecticut,12/11/1988,9,0,Arizona Cardinals / 5th / 136th pick / 2011,$1050000
43,Emmanuel Smith\SmitEm01,25,,1,0,240,6-2,Vanderbilt,7/25/1995,Rook,0,,
38,L'Jarius Sneed\SneeLJ00,23,db,9,6,192,6-0,Louisiana Tech,1/21/1997,Rook,3,Kansas City Chiefs / 4th / 138th pick / 2020,$437058
49,Daniel Sorensen\SoreDa01,30,SS,15,11,208,6-2,BYU,3/5/1990,6,5,,$3600000
34,Darwin Thompson\ThomDa06,23,,14,1,200,5-8,Utah St.,2/12/1997,1,1,Kansas City Chiefs / 6th / 214th pick / 2019,$675000
24,Tedric Thompson\ThomTe00,25,,8,0,204,6-0,Colorado,1/20/1995,3,0,Seattle Seahawks / 4th / 111th pick / 2017,$825000
22,Juan Thornhill\ThorJu00,25,FS,16,8,205,6-0,Virginia,10/19/1995,1,3,Kansas City Chiefs / 2nd / 63rd pick / 2019,$704785
5,Tommy Townsend\TownTo01,24,,16,0,176,6-2,Florida,11/12/1996,Rook,2,,
35,Charvarius Ward\WardCh01,24,LCB,14,13,196,6-1,Middle Tenn. St.,5/16/1996,2,4,,$750000
90,Tim Ward\WardTi00,23,,1,1,255,6-6,Old Dominion,8/11/1997,Rook,1,,$585000
30,DeAndre Washington\WashDe00,27,,1,0,210,5-8,Texas Tech,2/22/1993,4,0,Oakland Raiders / 5th / 143rd pick / 2016,$695882
14,Sammy Watkins\WatkSa00,27,WR,10,9,211,6-1,Clemson,6/14/1993,6,4,Buffalo Bills / 1st / 4th pick / 2014,$7000000
23,Armani Watts\WattAr00,24,,16,1,205,5-11,Texas A&M,3/19/1996,2,1,Kansas City Chiefs / 4th / 124th pick / 2018,$750000
98,Tershawn Wharton\WharTe00,22,,16,1,255,6-4,Missouri S&T,6/25/1998,Rook,2,,
31,Darrel Williams\WillDa10,25,,16,0,224,5-11,LSU,4/15/1995,2,2,,$750000
54,Damien Wilson\WilsDa02,27,MLB,13,13,245,6-0,Minnesota,5/28/1993,5,6,Dallas Cowboys / 4th / 127th pick / 2015,$3200000
41,James Winchester\WincJa00,31,,16,0,240,6-3,Oklahoma,8/6/1989,5,1,,$910000
61,Stefen Wisniewski\WisnSt01,31,,4,2,305,6-3,Penn St.,3/22/1989,9,1,Oakland Raiders / 2nd / 48th pick / 2011,
68,Bryan Witzmann\WitzBr00,30,,1,0,320,6-7,South Dakota St.,6/16/1990,6,0,,
77,Andrew Wylie\WyliAn00,26,RG,14,14,309,6-6,East. Michigan,8/19/1994,2,8,,$750000
82,Deon Yelder\YeldDe00,25,,14,1,255,6-4,Western Kentucky,3/6/1995,2,0,,$750000
