No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
24,Captain Munnerlyn\MunnCa99,28,DB,15,9,195,5-9,South Carolina,4/10/1988,7,4,Carolina Panthers / 7th / 216th pick / 2009,$4200000
23,Terence Newman\NewmTe20,38,LCB,15,10,197,5-10,Kansas St.,9/4/1978,13,5,Dallas Cowboys / 1st / 5th pick / 2003,$1650000
84,Cordarrelle Patterson*+\PattCo00,25,WR,16,8,238,6-2,Tennessee,3/17/1991,3,5,Minnesota Vikings / 1st / 29th pick / 2013,$1009689
28,Adrian Peterson\PeteAd01,31,,3,3,220,6-1,Oklahoma,3/21/1985,9,1,Minnesota Vikings / 1st / 7th pick / 2007,$7750000
83,MyCole Pruitt\PruiMy00,24,,2,0,245,6-2,Southern Illinois,3/24/1992,1,0,Minnesota Vikings / 5th / 143rd pick / 2015,$525000
29,Xavier Rhodes*\RhodXa00,26,RCB,14,14,218,6-1,Florida St.,6/19/1990,3,11,Minnesota Vikings / 1st / 25th pick / 2013,$979523
51,Edmond Robinson\RobiEd00,24,,12,0,245,6-3,Newberry,2/23/1992,1,0,Minnesota Vikings / 7th / 232nd pick / 2015,$525000
96,Brian Robison\RobiBr98,33,LDE,16,16,259,6-3,Texas,4/27/1983,9,9,Minnesota Vikings / 4th / 102nd pick / 2007,$3750000
82,Kyle Rudolph\RudoKy00,27,TE,16,16,265,6-6,Notre Dame,11/9/1989,5,7,Minnesota Vikings / 2nd / 43rd pick / 2011,$5650000
34,Andrew Sendejo\SendAn00,29,SS,14,14,210,6-1,Rice,9/9/1987,6,7,,$950000
35,Marcus Sherels\SherMa20,29,,11,0,175,5-10,Minnesota,9/30/1987,6,2,,$1450000
78,Jeremiah Sirles\SirlJe00,25,RT,14,10,315,6-6,Nebraska,8/8/1991,2,5,,$600000
71,Andre Smith\SmitAn23,29,,4,4,330,6-4,Alabama,1/25/1987,7,0,Cincinnati Bengals / 1st / 6th pick / 2009,$2500000
22,Harrison Smith*\SmitHa00,27,FS,14,14,214,6-2,Notre Dame,2/2/1989,4,9,Minnesota Vikings / 1st / 29th pick / 2012,$5278000
93,Shamar Stephen\StepSh00,25,LDT,16,16,309,6-5,Connecticut,2/25/1991,2,9,Minnesota Vikings / 7th / 220th pick / 2014,$600000
19,Adam Thielen\ThieAd00,26,WR,16,10,200,6-2,Minnesota St.,8/22/1990,3,8,,$600000
94,Justin Trattou\TratJu00,28,,16,0,258,6-4,Florida,8/28/1988,5,0,,$760000
11,Laquon Treadwell\TreaLa00,21,,9,1,215,6-2,Mississippi,6/14/1995,Rook,0,Minnesota Vikings / 1st / 23rd pick / 2016,$450000
3,Blair Walsh\WalsBl00,26,,9,0,175,5-10,Georgia,1/8/1990,4,0,Minnesota Vikings / 6th / 175th pick / 2012,$1150000
26,Trae Waynes\WaynTr00,24,DB,15,8,190,6-0,Michigan St.,7/25/1992,1,5,Minnesota Vikings / 1st / 11th pick / 2015,$1023381
91,Stephen Weatherly\WeatSt00,22,,2,0,265,6-5,Vanderbilt,3/19/1994,Rook,0,Minnesota Vikings / 7th / 227th pick / 2016,$450000
17,Jarius Wright\WrigJa02,27,,8,1,190,5-10,Arkansas,11/25/1989,4,1,Minnesota Vikings / 4th / 118th pick / 2012,$1900000
