No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
21,Ezekiel Elliott*\ElliEz00,24,RB,16,16,228,6-0,Ohio St.,7/22/1995,3,12,Dallas Cowboys / 1st / 4th pick / 2016,$3853137
75,Cameron Fleming\FlemCa00,27,,14,3,320,6-6,Stanford,9/3/1992,5,3,New England Patriots / 4th / 140th pick / 2014,$1000000
3,Kai Forbath\ForbKa00,32,,3,0,197,5-11,UCLA,9/2/1987,8,2,,
35,Kavon Frazier\FrazKa00,25,,4,0,220,6-0,Central Michigan,8/11/1994,3,0,Dallas Cowboys / 6th / 212th pick / 2016,$720000
72,Travis Frederick*\FredTr00,28,C,16,16,320,6-4,Wisconsin,3/18/1991,6,10,Dallas Cowboys / 1st / 31st pick / 2013,$6000000
13,Michael Gallup\GallMi00,23,WR,14,12,198,6-1,Colorado St.,3/4/1996,1,9,Dallas Cowboys / 3rd / 81st pick / 2018,$629000
57,Luke Gifford\GiffLu00,24,,6,0,243,6-3,Nebraska,8/28/1995,Rook,0,,$495000
29,C.J. Goodwin\GoodC.00,29,,16,0,190,6-3,California (PA),2/4/1990,5,1,,$720000
38,Jeff Heath\HeatJe00,28,SS,13,13,212,6-1,Saginaw Valley St.,5/14/1991,6,5,,$2000000
97,Trysten Hill\HillTr00,21,,7,0,308,6-3,Central Florida,3/25/1998,Rook,1,Dallas Cowboys / 2nd / 58th pick / 2019,$495000
51,Kerry Hyder\HydeKe01,28,,16,0,270,6-2,Texas Tech,5/2/1991,5,2,,$700000
56,Joe Jackson\JackJo02,23,,5,0,258,6-5,Miami (FL),12/20/1996,Rook,0,Dallas Cowboys / 5th / 165th pick / 2019,$495000
89,Blake Jarwin\JarwBl00,25,te,16,7,260,6-5,Oklahoma St.,7/16/1994,2,3,,$645000
31,Byron Jones\JoneBy00,27,CB,15,14,205,6-0,Connecticut,9/26/1992,4,5,Dallas Cowboys / 1st / 27th pick / 2015,$6266000
6,Chris Jones\JoneCh02,30,,16,0,205,6-0,Carson-Newman,7/21/1989,8,1,,$1800000
26,Josh Jones\JoneJo06,25,,6,0,220,6-2,North Carolina St.,9/20/1994,2,0,Green Bay Packers / 2nd / 61st pick / 2017,
69,Brandon Knight\KnigBr01,22,,7,1,314,6-4,Indiana,4/1/1997,Rook,1,,$495000
91,L.P. Ladouceur\LadoL.20,38,,16,0,256,6-5,California,3/13/1981,14,1,,$1030000
90,DeMarcus Lawrence\LawrDe00,27,LDE,16,16,265,6-3,Boise St.,4/28/1992,5,9,Dallas Cowboys / 2nd / 34th pick / 2014,$1500000
50,Sean Lee\LeexSe99,33,LLB,16,13,245,6-2,Penn St.,7/22/1986,9,7,Dallas Cowboys / 2nd / 55th pick / 2010,$2000000
27,Jourdan Lewis\LewiJo01,24,db,16,5,195,5-10,Michigan,8/31/1995,2,4,Dallas Cowboys / 3rd / 92nd pick / 2017,$675000
73,Joe Looney\LoonJo01,29,,16,1,315,6-3,Wake Forest,8/31/1990,7,2,San Francisco 49ers / 4th / 117th pick / 2012,$1000000
2,Brett Maher\MaheBr01,30,,13,0,183,6-1,Nebraska,11/21/1989,1,0,,$570000
53,Justin March-Lillard\MarcJu00,26,,16,0,222,6-0,Akron,7/5/1993,3,1,,$720000
70,Zack Martin*+\MartZa00,29,RG,16,16,315,6-4,Notre Dame,11/20/1990,5,15,Dallas Cowboys / 1st / 16th pick / 2014,$10000000
49,Jamize Olawale\OlawJa00,30,fb,16,5,240,6-1,North Texas,4/17/1989,7,0,,$1000000
32,Donovan Olumba\OlumDo00,24,,1,0,205,6-2,Portland St.,9/26/1995,Rook,0,,$495000
20,Tony Pollard\PollTo00,22,,15,0,209,6-0,Memphis,4/30/1997,Rook,4,Dallas Cowboys / 4th / 128th pick / 2019,$495000
4,Dak Prescott\PresDa01,26,QB,16,16,238,6-2,Mississippi St.,7/29/1993,3,16,Dallas Cowboys / 4th / 135th pick / 2016,$2025000
58,Robert Quinn\QuinRo00,29,DE,14,14,257,6-4,North Carolina,5/18/1990,8,8,St. Louis Rams / 1st / 14th pick / 2011,$6000000
7,Cooper Rush\RushCo00,26,,2,0,225,6-3,Central Michigan,11/21/1993,2,0,,$645000
86,Dalton Schultz\SchuDa00,23,,16,0,244,6-5,Stanford,7/11/1996,1,0,Dallas Cowboys / 4th / 137th pick / 2018,$570000
15,Devin Smith\SmitDe04,27,,4,2,199,6-1,Ohio St.,3/3/1992,4,1,New York Jets / 2nd / 37th pick / 2015,$645000
54,Jaylon Smith*\SmitJa05,24,MLB,16,16,245,6-2,Notre Dame,6/14/1995,2,11,Dallas Cowboys / 2nd / 34th pick / 2016,$1335678
43,Malcolm Smith\SmitMa02,30,,2,1,225,6-0,USC,7/5/1989,8,1,Seattle Seahawks / 7th / 242nd pick / 2011,
77,Tyron Smith*\SmitTy00,29,LT,13,13,320,6-5,USC,12/12/1990,8,10,Dallas Cowboys / 1st / 9th pick / 2011,$10000000
76,Xavier Su'a-Filo\Sua-Xa00,28,,11,4,310,6-4,UCLA,1/1/1991,5,3,Houston Texans / 2nd / 33rd pick / 2014,$805000
48,Joe Thomas\ThomJo04,28,,15,2,232,6-1,South Carolina St.,5/6/1991,5,2,,$1750000
23,Darian Thompson\ThomDa05,26,,15,4,211,6-2,Boise St.,9/22/1993,3,3,New York Giants / 3rd / 71st pick / 2016,$720000
55,Leighton Vander Esch\VandLe00,23,RLB,9,9,256,6-4,Boise St.,2/8/1996,1,5,Dallas Cowboys / 1st / 19th pick / 2018,$1018535
52,Connor Williams\WillCo00,22,LG,11,11,298,6-5,Texas,5/12/1997,1,5,Dallas Cowboys / 2nd / 50th pick / 2018,$729500
11,Cedrick Wilson Jr.\WilsCe01,24,,6,0,188,6-5,Boise St.,11/20/1995,1,0,Dallas Cowboys / 6th / 208th pick / 2018,$495000
37,Donovan Wilson\WilsDo01,24,,11,0,204,6-0,Texas A&M,2/21/1995,Rook,1,Dallas Cowboys / 6th / 213th pick / 2019,$495000
82,Jason Witten\WittJa00,37,TE,16,16,263,6-6,Tennessee,5/6/1982,16,4,Dallas Cowboys / 3rd / 69th pick / 2003,$2000000
99,Antwaun Woods\WoodAn02,26,RDT,10,10,318,6-1,USC,1/3/1993,3,5,,$570000
25,Xavier Woods\WoodXa00,24,FS,15,15,202,5-11,Louisiana Tech,7/26/1995,2,6,Dallas Cowboys / 6th / 191st pick / 2017,$645000
