No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
88,Mike Gesicki\GesiMi00,24,te,16,5,250,6-6,Penn St.,10/3/1995,1,4,Miami Dolphins / 2nd / 42nd pick / 2018,$780542
56,Davon Godchaux\GodcDa00,25,NT,16,16,311,6-3,LSU,11/11/1994,2,6,Miami Dolphins / 5th / 178th pick / 2017,$645000
19,Jakeem Grant\GranJa00,27,,10,2,171,5-7,Texas Tech,10/30/1992,3,2,Miami Dolphins / 6th / 186th pick / 2016,$720000
2,Matt Haack\HaacMa00,25,,16,0,205,6-0,Arizona St.,7/25/1994,2,2,,$645000
90,Charles Harris\HarrCh03,24,lb,14,5,252,6-3,Missouri,3/6/1995,2,2,Miami Dolphins / 1st / 22nd pick / 2017,$1450794
97,Trent Harris\HarrTr01,24,,11,3,255,6-2,Miami (FL),9/17/1995,Rook,2,,
41,Montre Hartage\HartMo01,22,,4,0,190,6-0,Northwestern,6/16/1997,Rook,0,,
22,Tae Hayes\HayeTa00,22,,2,0,188,5-9,Appalachian St.,8/19/1997,Rook,0,,
86,Mack Hollins\HollMa00,26,,4,0,221,6-4,North Carolina,9/16/1993,2,0,Philadelphia Eagles / 4th / 118th pick / 2017,
25,Xavien Howard\HowaXa00,26,LCB,5,5,198,6-1,Baylor,7/4/1993,3,2,Miami Dolphins / 2nd / 38th pick / 2016,$1285642
17,Allen Hurns\HurnAl01,28,WR,14,7,195,6-3,Miami (FL),11/12/1991,5,3,,$1750000
65,Danny Isidora\IsidDa00,25,,3,3,306,6-3,Miami (FL),6/5/1994,2,1,Minnesota Vikings / 5th / 180th pick / 2017,
95,John Jenkins\JenkJo00,30,de,16,5,327,6-3,Georgia,7/11/1989,6,3,New Orleans Saints / 3rd / 82nd pick / 2013,
16,Gary Jennings Jr\JennGa00,22,,1,0,216,6-1,West Virginia,3/7/1997,Rook,0,Seattle Seahawks / 4th / 120th pick / 2019,
20,Reshad Jones\JoneRe99,31,,4,4,215,6-1,Georgia,2/25/1988,9,1,Miami Dolphins / 5th / 163rd pick / 2010,$13015000
67,Daniel Kilgore\KilgDa00,32,C,13,13,291,6-3,Appalachian St.,12/18/1987,8,5,San Francisco 49ers / 5th / 163rd pick / 2011,$2225000
44,Deon Lacey\LaceDe00,29,,16,0,235,6-3,West Alabama,7/18/1990,2,1,,
42,Patrick Laird\LairPa00,24,,15,4,205,6-0,California,8/17/1995,Rook,2,,$495000
30,Chris Lammons\LammCh00,23,,12,0,190,5-10,South Carolina,1/31/1996,Rook,1,,$495000
98,Jonathan Ledbetter\LedbJo01,22,,1,1,280,6-4,Georgia,9/12/1997,Rook,0,,$495000
24,Ryan Lewis\LewiRy01,25,,8,3,185,6-0,Pittsburgh,4/15/1994,1,1,,
28,Bobby McCain\McCaBo01,26,FS,9,8,192,5-11,Memphis,8/18/1993,4,3,Miami Dolphins / 5th / 145th pick / 2015,$5600000
52,Raekwon McMillan\McMiRa02,24,LILB,13,12,242,6-2,Ohio St.,11/17/1995,1,4,Miami Dolphins / 2nd / 54th pick / 2017,$892049
36,Doug Middleton\MiddDo01,26,,1,0,210,6-0,Appalachian St.,9/25/1993,3,0,,
93,Avery Moss\MossAv00,25,LDE,11,8,271,6-3,Youngstown St.,11/16/1994,2,3,New York Giants / 5th / 167th pick / 2017,
48,Calvin Munson\MunsCa00,25,,2,2,243,6-0,San Diego St.,12/27/1994,2,1,,
40,Nik Needham\NeedNi00,23,RCB,12,11,193,6-0,Texas-El Paso,11/4/1996,Rook,3,,
92,Robert Nkemdiche\NkemRo00,25,,2,0,296,6-4,Mississippi,9/19/1994,3,0,Arizona Cardinals / 1st / 29th pick / 2016,$720000
83,Nick O'Leary\OLeaNi00,27,,7,2,252,6-3,Florida St.,8/31/1992,4,0,Buffalo Bills / 6th / 194th pick / 2015,$1000000
78,Adam Pankey\PankAd00,25,,2,1,313,6-5,West Virginia,2/2/1994,2,0,,
11,DeVante Parker\ParkDe01,26,WR,16,14,216,6-3,Louisville,1/20/1993,4,9,Miami Dolphins / 1st / 14th pick / 2015,$3500000
26,Steven Parker\ParkSt00,24,,14,4,210,6-1,Oklahoma,12/14/1995,Rook,2,,
46,Taybor Pepper\PeppTa00,25,,16,0,245,6-4,Michigan St.,5/28/1994,2,1,,
29,Samaje Perine\PeriSa00,24,,1,0,240,5-11,Oklahoma,9/16/1995,2,0,Washington Redskins / 4th / 114th pick / 2017,
33,Jamal Perry\WiltJo01,25,db,14,6,180,5-10,Iowa St.,10/23/1994,Rook,2,,$495000
72,Isaiah Prince\PrinIs00,22,,4,2,305,6-7,Ohio St.,7/29/1997,Rook,1,Miami Dolphins / 6th / 202nd pick / 2019,$495000
64,Chris Reed\ReedCh00,27,,5,1,320,6-4,Minnesota St.,7/22/1992,3,1,,$1000000
3,Josh Rosen\RoseJo01,22,,6,3,226,6-4,UCLA,2/10/1997,1,1,Arizona Cardinals / 1st / 10th pick / 2018,$570000
21,Eric Rowe\RoweEr00,27,SS,16,15,205,6-1,Utah,10/3/1992,4,4,Philadelphia Eagles / 2nd / 47th pick / 2015,$1375000
7,Jason Sanders\SandJa00,24,,16,0,186,5-11,New Mexico,11/16/1995,1,2,Miami Dolphins / 7th / 229th pick / 2018,$570000
48,Marcus Sherels\SherMa20,32,,5,0,175,5-10,Minnesota,9/30/1987,9,0,,
92,Zach Sieler\SielZa00,24,,3,1,290,6-6,Ferris St.,9/7/1995,1,1,Baltimore Ravens / 7th / 238th pick / 2018,
81,Durham Smythe\SmytDu00,24,TE,16,14,260,6-6,Notre Dame,8/9/1995,1,0,Miami Dolphins / 4th / 123rd pick / 2018,$570000
32,Linden Stephens\StepLi00,24,,3,0,193,6-0,Cincinnati,3/21/1995,Rook,0,,
74,Keaton Sutherland\SuthKe00,22,,3,2,315,6-5,Texas A&M,2/12/1997,Rook,1,,
34,De'Lance Turner\TurnDe01,24,,8,0,214,5-11,Alcorn St.,8/23/1995,1,0,,
43,Andrew Van Ginkel\VanGAn00,24,,6,1,242,6-4,Wisconsin,7/1/1995,Rook,1,Miami Dolphins / 5th / 151st pick / 2019,$495000
87,Clive Walford\WalfCl00,28,,7,3,252,6-4,Miami (FL),10/1/1991,4,0,Oakland Raiders / 3rd / 68th pick / 2015,$720000
22,Mark Walton\WaltMa00,22,,7,4,200,5-10,Miami (FL),3/29/1997,1,2,Cincinnati Bengals / 4th / 112th pick / 2018,$495000
61,J'Marcus Webb\WebbJM20,31,LT,14,8,320,6-7,TexasNavarroWest Texas A&M,8/8/1988,9,4,Chicago Bears / 7th / 218th pick / 2010,
31,Ken Webster\WebsKe00,23,lcb,8,5,202,5-11,Mississippi,6/19/1996,Rook,1,New England Patriots / 7th / 252nd pick / 2019,
94,Christian Wilkins\WilkCh00,24,RDE,16,14,315,6-4,Clemson,12/20/1995,Rook,5,Miami Dolphins / 1st / 13th pick / 2019,$495000
18,Preston Williams\WillPr01,22,WR,8,7,218,6-5,Colorado St.,3/27/1997,Rook,3,,$495000
53,Gerald Willis\WillGe02,24,,2,0,300,6-2,Miami,8/23/1995,Rook,0,,
15,Albert Wilson\WilsAl02,27,,13,4,195,5-9,Georgia St.,7/12/1992,5,3,,$6975000
22,Zach Zenner\ZennZa00,28,,1,0,224,5-11,South Dakota St.,9/13/1991,4,0,,
