No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
48,Bud Dupree\DuprAl00,26,ROLB,16,16,269,6-4,Kentucky,2/12/1993,4,9,Pittsburgh Steelers / 1st / 22nd pick / 2015,$9232000
34,Terrell Edmunds\EdmuTe00,22,SS,16,16,217,6-1,Virginia Tech,1/20/1997,1,6,Pittsburgh Steelers / 1st / 28th pick / 2018,$966263
33,Trey Edmunds\EdmuTr00,25,,11,0,223,6-2,Maryland,12/30/1994,2,1,,$645000
51,Jayrone Elliott\ElliJa02,28,,5,0,240,6-3,Toledo,11/11/1991,5,0,,$720000
71,Matt Feiler\FeilMa00,27,RT,16,16,330,6-6,Bloomsburg,7/7/1992,5,7,,$645000
67,B.J. Finney\FinnB.01,28,,16,4,318,6-4,Kansas St.,10/26/1991,3,2,,$3095000
39,Minkah Fitzpatrick*+\FitzMi00,23,FS,14,14,207,6-1,Alabama,11/17/1996,1,14,Miami Dolphins / 1st / 11th pick / 2018,
73,Ramon Foster\FostRa21,33,G,14,14,328,6-5,Tennessee,1/7/1986,10,5,,$1100000
81,Zach Gentry\GentZa00,23,,4,0,265,6-8,Michigan,9/10/1996,Rook,0,Pittsburgh Steelers / 5th / 141st pick / 2019,$715000
54,Ulysees Gilbert\GilbUl00,22,,7,0,230,6-0,Akron,8/9/1997,Rook,1,Pittsburgh Steelers / 6th / 207th pick / 2019,$661750
85,Xavier Grimble\GrimXa00,27,,3,1,261,6-4,USC,9/22/1992,5,0,,$2025000
23,Joe Haden*\HadeJo99,30,LCB,16,16,195,5-11,Florida,4/14/1989,9,11,Cleveland Browns / 1st / 7th pick / 2010,$10000000
79,Javon Hargrave\HargJa00,26,NT,16,13,305,6-2,South Carolina St.,2/7/1993,3,7,Pittsburgh Steelers / 3rd / 89th pick / 2016,$2025000
97,Cameron Heyward*+\HeywCa01,30,LDE,16,16,295,6-5,Ohio St.,5/6/1989,8,17,Pittsburgh Steelers / 1st / 31st pick / 2011,$8750000
28,Mike Hilton\HiltMi01,25,DB,16,8,184,5-9,Mississippi,3/9/1994,2,4,,$645000
6,Devlin Hodges\HodgDe00,23,qb,8,6,210,6-1,Samford,4/12/1996,Rook,0,,
80,Johnny Holton\HoltJo00,29,,16,3,190,6-3,Cincinnati,8/22/1990,3,0,,$645000
18,Diontae Johnson\JohnDi01,23,WR,16,12,183,5-10,Toledo,7/5/1996,Rook,6,Pittsburgh Steelers / 3rd / 66th pick / 2019,$495000
14,Tevin Jones\JoneTe02,27,,5,0,225,6-2,Memphis,12/26/1992,1,0,,$495000
29,Kameron Kelly\KellKa02,23,,14,1,205,6-2,San Diego St.,8/19/1996,Rook,1,,
31,Justin Layne\LaynJu00,21,,10,0,192,6-2,Michigan St.,1/12/1998,Rook,1,Pittsburgh Steelers / 3rd / 83rd pick / 2019,$495000
44,Tyler Matakevich\MataTy00,27,,16,0,235,6-1,Temple,12/22/1992,3,1,Pittsburgh Steelers / 7th / 246th pick / 2016,$720000
93,Daniel McCullers\McCuDa00,27,,16,0,352,6-7,Tennessee,8/11/1992,5,1,Pittsburgh Steelers / 6th / 215th pick / 2014,$1000000
89,Vance McDonald\McDoVa00,29,TE,14,14,267,6-4,Rice,6/13/1990,6,2,San Francisco 49ers / 2nd / 55th pick / 2013,$4200000
11,Donte Moncrief\MoncDo00,26,,5,2,216,6-2,Mississippi,8/6/1993,5,0,Indianapolis Colts / 3rd / 90th pick / 2014,$1500000
22,Steven Nelson\NelsSt01,26,RCB,15,15,194,5-11,Oregon St.,1/22/1993,4,6,Kansas City Chiefs / 3rd / 98th pick / 2015,$1500000
45,Roosevelt Nix\NixxRo01,27,,3,0,248,5-11,Kent St.,3/30/1992,4,0,,$1250000
76,Chukwuma Okorafor\OkorCh00,22,,1,1,320,6-6,West. Michigan,8/8/1997,1,0,Pittsburgh Steelers / 3rd / 92nd pick / 2018,$620000
53,Maurkice Pouncey*\PounMa20,30,C,13,13,304,6-4,Florida,7/24/1989,9,6,Pittsburgh Steelers / 1st / 18th pick / 2010,$1000000
7,Ben Roethlisberger\RoetBe00,37,,2,2,240,6-5,Miami (OH),3/2/1982,15,1,Pittsburgh Steelers / 1st / 11th pick / 2004,$2500000
2,Mason Rudolph\RudoMa00,24,QB,10,8,235,6-5,Oklahoma St.,7/17/1995,1,3,Pittsburgh Steelers / 3rd / 76th pick / 2018,$658267
38,Jaylen Samuels\SamuJa00,23,,14,4,225,6-0,North Carolina St.,7/20/1996,1,3,Pittsburgh Steelers / 5th / 165th pick / 2018,$570000
19,JuJu Smith-Schuster\SmitJu00,23,WR,12,12,215,6-1,USC,11/22/1996,2,4,Pittsburgh Steelers / 2nd / 62nd pick / 2017,$846434
24,Benny Snell Jr.\SnelBe00,21,,13,2,224,5-10,Kentucky,2/26/1998,Rook,3,Pittsburgh Steelers / 4th / 122nd pick / 2019,$495000
41,Robert Spillane\SpilRo00,24,,8,0,229,6-1,West. Michigan,12/14/1995,1,1,,$495000
20,Cameron Sutton\SuttCa00,24,,16,0,188,5-11,Tennessee,2/27/1995,2,1,Pittsburgh Steelers / 3rd / 94th pick / 2017,$677400
10,Ryan Switzer\SwitRy00,25,,9,0,185,5-8,North Carolina,11/4/1994,2,0,Dallas Cowboys / 4th / 133rd pick / 2017,$645000
91,Stephon Tuitt\TuitSt00,26,RDE,6,6,303,6-6,Notre Dame,5/23/1993,5,3,Pittsburgh Steelers / 2nd / 46th pick / 2014,$6000000
88,Nick Vannett\VannNi00,26,te,13,6,261,6-6,Ohio St.,3/6/1993,3,1,Seattle Seahawks / 3rd / 94th pick / 2016,
78,Alejandro Villanueva\VillAl00,31,LT,16,16,320,6-9,Army,9/22/1988,5,7,,$5000000
13,James Washington\WashJa00,23,WR,15,10,213,5-11,Oklahoma St.,4/2/1996,1,6,Pittsburgh Steelers / 2nd / 60th pick / 2018,$684607
90,T.J. Watt*+\WattT.00,25,LOLB,16,16,252,6-4,Wisconsin,10/11/1994,2,14,Pittsburgh Steelers / 1st / 30th pick / 2017,$1306688
40,Kerrith Whyte Jr\WhytKe00,23,,6,0,204,5-10,Florida Atlantic,10/31/1996,Rook,1,Chicago Bears / 7th / 222nd pick / 2019,
98,Vince Williams\WillVi01,30,RILB,14,8,233,6-1,Florida St.,12/27/1989,6,5,Pittsburgh Steelers / 6th / 206th pick / 2013,$805000
