No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
17,Andy Isabella\IsabAn00,24,,13,2,188,5-9,Massachusetts,11/18/1996,1,2,Arizona Cardinals / 2nd / 62nd pick / 2019,$705450
19,KeeSean Johnson\JohnKe07,24,,8,1,201,6-1,Fresno St.,10/9/1996,1,1,Arizona Cardinals / 6th / 174th pick / 2019,$675000
55,Chandler Jones\JoneCh03,30,lolb,5,5,265,6-5,Syracuse,2/27/1990,8,3,New England Patriots / 1st / 21st pick / 2012,$16000000
79,Josh Jones\JoneJo07,23,,13,0,319,6-5,Houston,6/22/1997,Rook,1,Arizona Cardinals / 3rd / 72nd pick / 2020,$610000
25,Johnathan Joseph\JoseJo20,36,,4,0,186,5-11,South Carolina,4/16/1984,14,0,Cincinnati Bengals / 1st / 24th pick / 2006,
42,Devon Kennard\KennDe00,29,,13,4,256,6-3,USC,6/24/1991,6,3,New York Giants / 5th / 174th pick / 2014,$1000000
13,Christian Kirk\KirkCh01,24,WR,14,10,200,5-11,Texas A&M,11/18/1996,2,5,Arizona Cardinals / 2nd / 47th pick / 2018,$1015897
20,Dre Kirkpatrick\KirkDr00,31,RCB,14,11,190,6-2,Alabama,10/26/1989,8,6,Cincinnati Bengals / 1st / 17th pick / 2012,$1050000
92,Rashard Lawrence\LawrRa01,22,,9,1,308,6-2,LSU,8/27/1998,Rook,1,Arizona Cardinals / 4th / 131st pick / 2020,$461763
4,Andy Lee\LeexAn20,38,,16,0,185,6-1,Pittsburgh,8/11/1982,16,2,San Francisco 49ers / 6th / 188th pick / 2004,$2000000
69,Josh Mauro\MaurJo00,29,,3,2,290,6-6,Stanford,2/17/1991,6,0,,$535294
65,Stacy McGee\McGeSt01,30,,2,1,339,6-3,Oklahoma,1/17/1990,7,0,Oakland Raiders / 6th / 205th pick / 2013,
33,Byron Murphy\MurpBy00,22,rcb,15,7,190,5-11,Washington,1/18/1998,1,4,Arizona Cardinals / 2nd / 33rd pick / 2019,$858159
71,Justin Murray\MurrJu00,27,rg,13,7,315,6-5,Cincinnati,4/19/1993,2,4,,$750000
1,Kyler Murray*\MurrKy00,23,QB,16,16,207,5-10,Texas A&MOklahoma,8/7/1997,1,17,Arizona Cardinals / 1st / 1st pick / 2019,$675000
2,Mike Nugent\nugenmik01,38,,4,0,190,5-10,Ohio St.,3/2/1982,15,1,New York Jets / 2nd / 47th pick / 2005,
90,Domata Peko\PekoDo20,36,de,6,5,325,6-3,Michigan St.,11/27/1984,14,2,Cincinnati Bengals / 4th / 123rd pick / 2006,
98,Corey Peters\PeteCo00,32,NT,9,9,335,6-3,Kentucky,6/8/1988,10,4,Atlanta Falcons / 3rd / 83rd pick / 2010,$3000000
27,Kevin Peterson\PeteKe01,26,,12,1,185,5-11,Oklahoma St.,3/22/1994,3,1,,$750000
21,Patrick Peterson\PetePa00,30,LCB,16,16,203,6-1,LSU,7/11/1990,9,7,Arizona Cardinals / 1st / 5th pick / 2011,$12050000
97,Jordan Phillips\PhilJo01,28,RDT,9,9,341,6-6,Oklahoma,9/21/1992,5,5,Miami Dolphins / 2nd / 52nd pick / 2015,$2000000
67,Justin Pugh\PughJu00,30,LG,15,15,311,6-5,Syracuse,8/15/1990,7,7,New York Giants / 1st / 19th pick / 2013,$7250000
43,Haason Reddick\ReddHa00,26,LOLB,16,11,235,6-1,Temple,9/22/1994,3,7,Arizona Cardinals / 1st / 13th pick / 2017,$2302904
35,Curtis Riley\RileCu00,28,,4,1,190,6-0,Fresno St.,7/18/1992,4,0,,$856464
16,Trent Sherfield\SherTr00,24,,15,1,219,6-1,Vanderbilt,2/26/1996,2,0,,$750000
48,Isaiah Simmons\SimmIs00,22,lb,16,7,238,6-4,Clemson,7/26/1998,Rook,5,Arizona Cardinals / 1st / 8th pick / 2020,$610000
54,Terrance Smith\SmitTe04,27,,3,0,235,6-2,Florida St.,5/3/1993,4,0,,
15,Chris Streveler\StreCh00,25,,5,0,215,6-3,MinnesotaSouth Dakota,1/6/1995,Rook,0,,$610000
64,J.R. Sweezy\SweeJ.00,31,RG,13,10,310,6-5,North Carolina St.,4/8/1989,8,5,Seattle Seahawks / 7th / 225th pick / 2012,$3500000
80,Jordan Thomas\ThomJo05,24,,4,0,277,6-5,Mississippi St.,8/2/1996,2,0,Houston Texans / 6th / 211th pick / 2018,$661765
22,Deionte Thompson\ThomDe06,23,fs,13,4,195,6-1,Alabama,2/11/1997,1,2,Arizona Cardinals / 5th / 139th pick / 2019,$675000
34,Jalen Thompson\ThomJa04,22,FS,5,4,190,5-11,Washington St.,7/18/1998,1,2,Arizona Cardinals / 5th / 1st pick / 2019 Supp,$675000
47,Zeke Turner\TurnZe00,24,,16,0,214,6-2,Washington,6/9/1996,2,1,,
51,Tanner Vallejo\VallTa00,26,,16,0,230,6-1,Boise St.,12/16/1994,3,2,Buffalo Bills / 6th / 195th pick / 2017,$825000
56,Reggie Walker\WalkRe01,24,,1,0,250,6-2,Kansas St.,4/22/1996,Rook,0,,
38,Jonathan Ward\WardJo00,23,,14,0,202,6-0,Central Michigan,9/30/1997,Rook,0,,$466471
28,Charles Washington\WashCh01,27,,15,0,192,5-10,Fresno St.,3/10/1993,3,1,,$825000
39,Jace Whittaker\WhitJa05,25,,4,0,185,5-11,Arizona,7/16/1995,Rook,0,,
87,Maxx Williams\WillMa04,26,TE,9,8,252,6-4,Minnesota,4/12/1994,5,1,Baltimore Ravens / 2nd / 55th pick / 2015,$2850000
