No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
12,Jaleel Scott\ScotJa02,24,,3,0,210,6-5,New Mexico St.,2/23/1995,1,0,Baltimore Ravens / 4th / 132nd pick / 2018,$495000
95,Zach Sieler\SielZa00,24,,4,0,290,6-6,Ferris St.,9/7/1995,1,0,Baltimore Ravens / 7th / 238th pick / 2018,$570000
68,Matt Skura\SkurMa01,26,C,11,11,313,6-3,Duke,2/17/1993,2,6,,$645000
22,Jimmy Smith\SmitJi03,31,db,9,5,210,6-2,Colorado,7/26/1988,8,2,Baltimore Ravens / 1st / 27th pick / 2011,$9500000
83,Willie Snead\SneaWi00,27,WR,16,11,205,5-11,Ball St.,10/17/1992,5,5,,$3000000
79,Ronnie Stanley*+\StanRo00,25,LT,14,14,315,6-6,Notre Dame,3/18/1994,3,18,Baltimore Ravens / 1st / 6th pick / 2016,$3243318
16,De'Anthony Thomas\ThomDe05,26,,8,0,176,5-8,Oregon,1/5/1993,5,0,Kansas City Chiefs / 4th / 124th pick / 2014,
29,Earl Thomas*\ThomEa99,30,SS,15,15,202,5-10,Texas,5/7/1989,9,7,Seattle Seahawks / 1st / 14th pick / 2010,$2000000
31,Brynden Trawick\TrawBr00,30,,6,0,225,6-2,Troy,10/23/1989,6,0,,$805000
9,Justin Tucker*+\TuckJu00,30,,16,0,183,6-1,Texas,11/21/1989,7,6,,$1000000
53,Jihad Ward\WardJi02,25,,11,0,287,6-5,Illinois,5/11/1994,3,2,Oakland Raiders / 2nd / 44th pick / 2016,
98,Brandon Williams\WillBr02,30,LDE,14,14,336,6-1,Missouri Southern,2/21/1989,6,8,Baltimore Ravens / 3rd / 94th pick / 2013,$9250000
56,Tim Williams\WillTi00,26,,4,0,252,6-3,Alabama,11/12/1993,2,0,Baltimore Ravens / 3rd / 78th pick / 2017,$690000
93,Chris Wormley\WormCh00,26,de,16,7,300,6-5,Michigan,10/25/1993,2,5,Baltimore Ravens / 3rd / 74th pick / 2017,$736000
73,Marshal Yanda*\YandMa20,35,G,15,15,305,6-3,Iowa,9/15/1984,12,14,Baltimore Ravens / 3rd / 86th pick / 2007,$7000000
40,Kenny Young\YounKe03,25,,5,3,234,6-1,UCLA,11/15/1994,1,2,Baltimore Ravens / 4th / 122nd pick / 2018,$570000
