No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
88,T.J. Hockenson\HockTJ00,22,te,12,7,247,6-5,Iowa,7/3/1997,Rook,3,Detroit Lions / 1st / 8th pick / 2019,$495000
28,Michael Jackson\JackMi01,22,,1,0,210,6-1,Miami (FL),1/10/1997,Rook,0,Dallas Cowboys / 5th / 158th pick / 2019,
83,Jesse James\JameJe00,25,TE,16,11,250,6-7,Penn St.,6/4/1994,4,1,Pittsburgh Steelers / 5th / 160th pick / 2015,$805000
33,Kerryon Johnson\JohnKe06,22,RB,8,7,211,5-11,Auburn,6/30/1997,1,3,Detroit Lions / 2nd / 43rd pick / 2018,$775622
31,Ty Johnson\JohnTy02,22,,16,1,210,5-10,Maryland,9/17/1997,Rook,2,Detroit Lions / 6th / 186th pick / 2019,$495000
52,Christian Jones\JoneCh05,28,RLB,13,13,250,6-3,Florida St.,2/18/1991,5,6,,$2450000
11,Marvin Jones\JoneMa02,29,WR,13,11,199,6-2,California,3/12/1990,7,6,Cincinnati Bengals / 5th / 166th pick / 2012,$6500000
42,Devon Kennard\KennDe00,28,LLB,16,15,256,6-3,USC,6/24/1991,5,8,New York Giants / 5th / 174th pick / 2014,$3500000
85,Tom Kennedy\KennTo01,23,,1,0,194,5-10,Bryant,7/29/1996,Rook,0,,
35,Miles Killebrew\KillMi00,26,,15,1,222,6-2,Southern Utah,5/10/1993,3,1,Detroit Lions / 4th / 111th pick / 2016,$720000
15,Chris Lacy\LacyCh00,23,,7,2,206,6-3,Oklahoma St.,1/28/1996,1,0,,$495000
54,Steve Longa\LongSt00,25,,10,0,240,6-0,Rutgers,9/29/1994,3,1,,$570000
6,Sam Martin\MartSa01,29,,16,0,211,6-1,Appalachian St.,2/27/1990,6,2,Detroit Lions / 5th / 165th pick / 2013,$2400000
41,J.D. McKissic\McKiJ.00,26,,16,3,195,5-10,Arkansas St.,8/15/1993,3,3,,
61,Jamie Meder\MedeJa00,28,,1,0,308,6-2,Ashland,4/12/1991,5,0,,
29,Rashaan Melvin\MelvRa00,30,CB,13,12,194,6-2,Northern Illinois,10/2/1989,6,3,,$1300000
49,C.J. Moore\MoorCJ01,24,,16,0,195,5-11,Mississippi,12/15/1995,Rook,1,,$495000
48,Don Muhlbach\MuhlDo20,38,,16,0,258,6-4,Texas A&M,8/17/1981,15,1,,$1030000
89,Isaac Nauta\NautIs00,22,,6,0,246,6-3,Georgia,5/21/1997,Rook,0,Detroit Lions / 7th / 224th pick / 2019,$495000
95,Romeo Okwara\OkwaRo01,24,,14,1,263,6-4,Notre Dame,6/17/1995,3,2,,$720000
24,Amani Oruwariye\OruwAm00,23,,9,2,205,6-2,Penn St.,2/9/1996,Rook,1,Detroit Lions / 5th / 146th pick / 2019,$495000
26,Paul Perkins\PerkPa00,25,,4,0,213,5-11,UCLA,11/16/1994,3,0,New York Giants / 5th / 149th pick / 2016,
57,Anthony Pittman\PittAn01,23,,1,0,240,6-3,Wayne State Mich.,11/24/1996,Rook,0,,
5,Matt Prater\PratMa20,35,,16,0,201,5-10,Central Florida,8/10/1984,12,4,,$2200000
77,Frank Ragnow\RagnFr00,23,C,15,15,311,6-5,Arkansas,5/17/1996,1,6,Detroit Lions / 1st / 20th pick / 2018,$1015461
44,Jalen Reeves-Maybin\ReevJa00,24,,16,3,233,6-0,Tennessee,1/31/1995,2,3,Detroit Lions / 4th / 124th pick / 2017,$645000
91,A'Shawn Robinson\RobiAS00,24,DT,13,9,330,6-4,Alabama,3/21/1995,3,5,Detroit Lions / 2nd / 46th pick / 2016,$1163678
43,Bo Scarbrough\ScarBo01,25,rb,6,5,235,6-1,Alabama,9/29/1994,1,2,Dallas Cowboys / 7th / 236th pick / 2018,
70,Dan Skipper\SkipDa00,25,,3,0,325,6-9,Arkansas,9/20/1994,2,0,,
23,Darius Slay*\SlayDa00,28,CB,14,14,190,6-0,Mississippi St.,1/1/1991,6,7,Detroit Lions / 2nd / 36th pick / 2013,$12550000
9,Matthew Stafford\StafMa00,31,QB,8,8,220,6-3,Georgia,2/7/1988,10,8,Detroit Lions / 1st / 1st pick / 2009,$13500000
92,Kevin Strong\StroKe00,23,,8,0,285,6-4,Texas-San Antonio,8/5/1996,Rook,1,,$495000
51,Jahlani Tavai\TavaJa00,23,mlb,15,6,250,6-2,Hawaii,9/28/1996,Rook,4,Detroit Lions / 2nd / 43rd pick / 2019,$495000
82,Logan Thomas\ThomLo00,28,,16,3,250,6-6,Virginia Tech,7/1/1991,5,1,Arizona Cardinals / 4th / 120th pick / 2014,$805000
30,Dee Virgin\VirgDe00,26,,15,0,195,5-9,West Alabama,10/29/1993,1,1,,$570000
71,Ricky Wagner\WagnRi00,30,RT,12,12,313,6-6,Wisconsin,10/21/1989,6,6,Baltimore Ravens / 5th / 168th pick / 2013,$9000000
21,Tracy Walker\WalkTr01,24,FS,13,12,210,6-1,Louisiana,2/1/1995,1,4,Detroit Lions / 3rd / 82nd pick / 2018,$628000
79,Kenny Wiggins\WiggKe00,31,,14,3,315,6-6,Fresno St.,8/8/1988,8,2,,$2500000
32,Tavon Wilson\WilsTa00,29,SS,16,13,208,6-0,Illinois,3/19/1990,7,4,New England Patriots / 2nd / 48th pick / 2012,$1000000
69,Jonathan Wynn\WynnJo00,24,,1,0,260,6-4,Vanderbilt,9/21/1995,Rook,0,,$495000
