No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
3,Drew Lock\LockDr00,24,QB,13,13,228,6-4,Missouri,11/10/1996,1,5,Denver Broncos / 2nd / 42nd pick / 2019,$813674
37,P.J. Locke\LockPJ00,23,,15,0,202,5-10,Texas,2/12/1997,Rook,1,,$538235
36,Trey Marshall\MarsTr00,24,,12,0,207,6-0,Florida St.,2/13/1996,2,1,,$750000
6,Sam Martin\MartSa01,30,,16,0,211,6-1,Appalachian St.,2/27/1990,7,2,Detroit Lions / 5th / 165th pick / 2013,$1050000
8,Brandon McManus\McMaBr01,29,,15,0,201,6-3,Temple,7/25/1991,6,4,,$3000000
50,Patrick Morris\MorrPa00,25,,1,0,300,6-3,TCU,2/13/1995,1,0,,$675000
42,Parnell Motley\MotlPa00,23,,2,1,175,6-0,Oklahoma,10/28/1997,Rook,1,,
52,Netane Muti\MutiNe00,21,,4,1,315,6-3,Fresno St.,3/27/1999,Rook,1,Denver Broncos / 6th / 181st pick / 2020,$610000
23,Michael Ojemudia\OjemMi00,23,LCB,16,11,200,6-1,Iowa,9/12/1997,Rook,4,Denver Broncos / 3rd / 77th pick / 2020,$610000
85,Albert Okwuegbunam\OkwuAl00,22,,4,0,258,6-5,Missouri,4/25/1998,Rook,1,Denver Broncos / 4th / 118th pick / 2020,$511173
27,Will Parks\ParkWi01,26,,4,0,194,6-1,Arizona,7/29/1994,4,0,Denver Broncos / 6th / 219th pick / 2016,
81,Tim Patrick\PatrTi00,27,WR,15,15,212,6-4,Utah,11/23/1993,2,5,,$750000
98,Mike Purcell\PurcMi00,29,nt,6,6,328,6-3,Wyoming,4/20/1991,7,3,,$3259000
59,Malik Reed\ReedMa01,24,LOLB,16,13,235,6-2,Nevada,8/5/1996,1,7,,$675000
66,Dalton Risner\RisnDa00,25,LG,16,16,312,6-5,Kansas St.,7/13/1995,1,6,Denver Broncos / 2nd / 41st pick / 2019,$819649
69,Jake Rodgers\RodgJa03,29,,5,0,320,6-6,East. Washington,9/10/1991,2,0,Atlanta Falcons / 7th / 225th pick / 2015,$516176
1,Taylor Russolino\RussTa00,31,,1,0,160,5-11,Millsaps,5/23/1989,Rook,-1,,
4,Brett Rypien\RypiBr00,24,,3,1,202,6-2,Boise St.,7/9/1996,Rook,1,,$595590
71,Austin Schlottmann\SchlAu00,25,,16,2,300,6-6,TCU,9/18/1995,1,2,,$675000
31,Justin Simmons*\SimmJu00,27,FS,16,16,202,6-2,Boston Col.,11/19/1993,4,9,Denver Broncos / 3rd / 98th pick / 2016,$11441000
11,Diontae Spencer\SpenDi00,28,,11,0,170,5-8,McNeese St.,3/19/1992,1,1,,$675000
14,Courtland Sutton\SuttCo00,25,,1,1,216,6-4,SMU,10/10/1995,2,0,Denver Broncos / 2nd / 40th pick / 2018,$1101993
26,Kevin Toliver\ToliKe00,25,,2,0,199,6-2,LSU,11/24/1995,2,0,,$397059
48,Derrek Tuszka\TuszDe00,24,,9,0,251,6-4,North Dakota St.,7/11/1996,Rook,1,Denver Broncos / 7th / 254th pick / 2020,$378824
88,Nick Vannett\VannNi00,27,TE,15,11,261,6-6,Ohio St.,3/6/1993,4,1,Seattle Seahawks / 3rd / 94th pick / 2016,$1000000
57,DeMarcus Walker\WalkDe03,26,,13,4,280,6-4,Florida St.,9/30/1994,3,3,Denver Broncos / 2nd / 51st pick / 2017,$1156890
54,Josh Watson\WatsJo00,24,,9,0,240,6-2,Colorado St.,5/20/1996,1,1,,$675000
68,Elijah Wilkinson\WilkEl00,25,rt,9,7,329,6-6,Massachusetts,2/10/1995,3,3,,$3259000
90,DeShawn Williams\WillDe04,28,NT,14,11,292,6-1,Clemson,12/29/1992,4,6,,$595590
73,Sylvester Williams\WillSy00,32,,8,0,328,6-2,North Carolina,11/21/1988,7,1,Denver Broncos / 1st / 28th pick / 2013,$535294
