No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
73,Joe Haeg\HaegJo00,26,,16,0,298,6-6,North Dakota St.,3/11/1993,3,1,Indianapolis Colts / 5th / 155th pick / 2016,$2025000
13,T.Y. Hilton\HiltT.00,30,WR,10,10,183,5-10,Florida International,11/14/1989,7,5,Indianapolis Colts / 3rd / 92nd pick / 2012,$13000000
21,Nyheim Hines\HineNy00,23,,16,2,196,5-9,North Carolina St.,11/12/1996,1,6,Indianapolis Colts / 4th / 104th pick / 2018,$570000
29,Malik Hooker\HookMa00,23,FS,13,13,214,6-1,Ohio St.,4/2/1996,2,5,Indianapolis Colts / 1st / 15th pick / 2017,$1610446
99,Justin Houston\HousJu00,30,LDE,16,16,270,6-3,Georgia,1/21/1989,8,8,Kansas City Chiefs / 3rd / 70th pick / 2011,$1000000
2,Brian Hoyer\HoyeBr00,34,,4,1,216,6-2,Michigan St.,10/13/1985,10,1,,
92,Margus Hunt\HuntMa00,32,dt,16,5,295,6-8,SMU,7/14/1987,6,3,Cincinnati Bengals / 2nd / 53rd pick / 2013,$1000000
86,Dontrelle Inman\InmaDo00,30,,3,0,205,6-3,Virginia,1/31/1989,5,0,,
83,Marcus Johnson\JohnMa07,25,WR,8,6,207,6-1,Texas,8/5/1994,2,3,,$570000
78,Ryan Kelly*\KellRy00,26,C,16,16,307,6-4,Alabama,5/30/1993,3,9,Indianapolis Colts / 1st / 18th pick / 2016,$1875134
86,Matt Lengel\LengMa00,29,,1,1,265,6-7,NortheasternEast. Kentucky,12/27/1990,3,0,,
53,Darius Leonard*\LeonDa00,24,LLB,13,13,230,6-2,South Carolina St.,7/27/1995,1,12,Indianapolis Colts / 2nd / 36th pick / 2018,$809446
38,Ryan Lewis\LewiRy01,25,,3,0,185,6-0,Pittsburgh,4/15/1994,1,0,,
94,Tyquan Lewis\LewiTy00,24,,9,0,277,6-3,Ohio St.,1/30/1995,1,1,Indianapolis Colts / 2nd / 64th pick / 2018,$678457
25,Marlon Mack\MackMa00,23,RB,14,12,210,6-0,South Florida,3/7/1996,2,8,Indianapolis Colts / 4th / 143rd pick / 2017,$645000
5,Chase McLaughlin\McLaCh00,23,,4,0,187,5-11,Illinois,4/9/1996,Rook,1,,
42,Rolan Milligan\MillRo03,25,,11,1,200,5-10,Toledo,8/16/1994,1,1,,$495000
23,Kenny Moore\MoorKe03,24,LCB,11,11,190,5-9,Valdosta St.,8/23/1995,2,4,,$645000
55,Skai Moore\MoorSk00,24,,1,0,225,6-2,South Carolina,1/8/1995,1,0,,$570000
97,Al-Quadin Muhammad\MuhaAl00,24,,16,4,250,6-4,Miami (FL),3/28/1995,2,3,New Orleans Saints / 6th / 196th pick / 2017,$645000
56,Quenton Nelson*+\NelsQu00,23,LG,16,16,330,6-5,Notre Dame,3/19/1996,1,14,Indianapolis Colts / 1st / 6th pick / 2018,$570000
30,George Odum\OdumGe00,26,,16,1,202,6-1,Central Arkansas,11/3/1993,1,1,,$570000
58,Bobby Okereke\OkerBo00,23,RLB,16,8,235,6-1,Stanford,7/29/1996,Rook,4,Indianapolis Colts / 3rd / 89th pick / 2019,$495000
14,Zach Pascal\PascZa00,25,WR,16,13,214,6-2,Old Dominion,12/18/1994,1,6,,$570000
46,Luke Rhodes\RhodLu00,27,,16,0,238,6-2,William & Mary,12/2/1992,3,1,,$720000
80,Chester Rogers\RogeCh02,25,wr,12,6,184,6-0,Grambling St.,1/12/1994,3,2,,$3095000
8,Rigoberto Sanchez\SancRi00,25,,16,0,195,6-0,Hawaii,9/8/1994,2,2,,$645000
93,Jabaal Sheard\SheaJa00,30,DE,13,12,268,6-3,Pittsburgh,5/10/1989,8,5,Cleveland Browns / 2nd / 37th pick / 2011,$7500000
72,Braden Smith\SmitBr06,23,RT,16,16,315,6-6,Auburn,3/25/1996,1,7,Indianapolis Colts / 2nd / 37th pick / 2018,$806986
45,E.J. Speed\SpeeEJ00,24,,12,0,230,6-4,Tarleton St.,6/1/1995,Rook,1,Indianapolis Colts / 5th / 164th pick / 2019,$700000
90,Grover Stewart\StewGr00,26,LDT,16,13,315,6-4,Albany State (GA),10/20/1993,2,5,Indianapolis Colts / 4th / 144th pick / 2017,$645000
47,Shakial Taylor\TaylSh00,23,,5,0,175,5-11,Kansas,12/27/1996,Rook,0,,$495000
39,Marvell Tell III\TellMa00,23,,13,1,198,6-2,USC,8/2/1996,Rook,1,Indianapolis Colts / 5th / 144th pick / 2019,$495000
43,Ross Travis\TravRo00,26,,3,1,248,6-6,Penn St.,1/9/1993,3,0,,$645000
57,Kemoko Turay\TuraKe00,24,,4,0,248,6-5,Rutgers,7/11/1995,1,0,Indianapolis Colts / 2nd / 52nd pick / 2018,$717200
4,Adam Vinatieri\vinatada01,47,,12,0,212,6-0,South Dakota St.,12/28/1972,23,0,,$1875000
50,Anthony Walker\WalkAn01,24,MLB,16,16,230,6-1,Northwestern,8/8/1995,2,7,Indianapolis Colts / 5th / 161st pick / 2017,$645000
51,Jihad Ward\WardJi02,25,,3,0,287,6-5,Illinois,5/11/1994,3,0,Oakland Raiders / 2nd / 44th pick / 2016,$720000
20,Jordan Wilkins\WilkJo01,25,,14,1,216,6-1,Mississippi,7/18/1994,1,2,Indianapolis Colts / 5th / 169th pick / 2018,$570000
11,Chad Williams\WillCh05,25,,1,0,204,6-2,Grambling St.,10/19/1994,2,0,Arizona Cardinals / 3rd / 98th pick / 2017,
33,Jonathan Williams\WillJo07,25,,9,1,217,6-0,Arkansas,2/2/1994,3,2,Buffalo Bills / 5th / 156th pick / 2016,$720000
37,Khari Willis\WillKh00,23,SS,14,9,213,5-11,Michigan St.,5/7/1996,Rook,3,Indianapolis Colts / 4th / 109th pick / 2019,$495000
31,Quincy Wilson\WilsQu01,23,,9,0,193,6-2,Florida,8/16/1996,2,0,Indianapolis Colts / 2nd / 46th pick / 2017,$989207
34,Rock Ya-Sin\Ya-SRo00,23,LCB,15,13,192,6-0,Temple,5/23/1996,Rook,5,Indianapolis Colts / 2nd / 34th pick / 2019,$495000
