No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
14,Cody Latimer\LatiCo00,24,,12,1,215,6-2,Indiana,10/10/1992,2,1,Denver Broncos / 2nd / 56th pick / 2014,$1011450
12,Paxton Lynch\LyncPa00,22,,3,2,244,6-7,Memphis,2/12/1994,Rook,1,Denver Broncos / 1st / 26th pick / 2016,$1722963
54,Brandon Marshall\MarsBr01,27,RILB,11,11,245,6-1,Nevada,9/10/1989,4,6,Jacksonville Jaguars / 5th / 142nd pick / 2012,$680000
8,Brandon McManus\McMaBr01,25,,16,0,201,6-3,Temple,7/25/1991,2,4,,$600000
58,Von Miller*+\MillVo00,27,LOLB,16,16,250,6-3,Texas A&M,3/26/1989,5,19,Denver Broncos / 1st / 2nd pick / 2011,$2000000
52,Corey Nelson\NelsCo00,24,rilb,16,5,226,6-1,Oklahoma,4/22/1992,2,5,Denver Broncos / 7th / 242nd pick / 2014,$612150
39,Taurean Nixon\NixoTa00,25,,2,0,185,5-10,Tulane,2/7/1991,Rook,0,Denver Broncos / 7th / 251st pick / 2015,$26470
11,Jordan Norwood\NorwJo00,30,WR,14,6,171,5-11,Penn St.,9/29/1986,5,2,,$880000
73,Russell Okung\OkunRu20,28,LT,16,16,310,6-5,Oklahoma St.,10/7/1988,6,7,Seattle Seahawks / 1st / 6th pick / 2010,$5200000
61,Matt Paradis\ParaMa00,27,C,16,16,300,6-3,Boise St.,10/12/1989,2,7,Denver Broncos / 6th / 207th pick / 2014,$525000
34,Will Parks\ParkWi01,22,,16,0,194,6-1,Arizona,7/29/1994,Rook,0,Denver Broncos / 6th / 219th pick / 2016,$475089
90,Kyle Peko\PekoKy00,23,,1,0,305,6-1,Oregon St.,7/23/1993,Rook,0,,$450000
86,John Phillips\PhilJo00,29,,8,3,251,6-5,Virginia,6/11/1987,7,0,Dallas Cowboys / 6th / 208th pick / 2009,$600000
56,Shane Ray\RayxSh00,23,LILB,16,8,245,6-3,Missouri,5/18/1993,1,7,Denver Broncos / 1st / 23rd pick / 2015,$2072476
19,Kalif Raymond\RaymKa00,22,,4,0,182,5-8,Holy Cross,8/8/1994,Rook,0,,$132350
29,Bradley Roby\RobyBr00,24,,16,4,194,5-11,Ohio St.,5/1/1992,2,0,Denver Broncos / 1st / 31st pick / 2014,$1896144
74,Ty Sambrailo\SambTy00,24,,10,4,315,6-5,Colorado St.,3/10/1992,1,0,Denver Broncos / 2nd / 59th pick / 2015,$874081
10,Emmanuel Sanders*\SandEm00,29,WR,16,16,180,5-11,SMU,3/17/1987,6,8,Pittsburgh Steelers / 3rd / 82nd pick / 2010,$2500000
79,Michael Schofield\SchoMi00,26,RG,16,16,301,6-6,Michigan,11/15/1990,2,7,Denver Broncos / 3rd / 95th pick / 2014,$742300
13,Trevor Siemian\SiemTr00,25,QB,14,14,220,6-3,Northwestern,12/26/1991,1,9,Denver Broncos / 7th / 250th pick / 2015,$538195
31,Justin Simmons\SimmJu00,23,,13,3,202,6-2,Boston Col.,11/19/1993,Rook,0,Denver Broncos / 3rd / 98th pick / 2016,$611355
71,Donald Stephenson\StepDo00,28,RT,13,12,312,6-5,Oklahoma,9/30/1988,4,5,Kansas City Chiefs / 3rd / 74th pick / 2012,$4000000
26,Darian Stewart*\StewDa00,28,FS,16,16,214,5-11,South Carolina,8/4/1988,6,10,,$3250000
21,Aqib Talib*+\TaliAq99,30,LCB,13,13,209,6-1,Kansas,2/13/1986,8,17,Tampa Bay Buccaneers / 1st / 20th pick / 2008,$9968750
87,Jordan Taylor\TaylJo01,24,,16,0,195,6-5,Rice,2/18/1992,Rook,2,,$450000
88,Demaryius Thomas*\ThomDe03,29,WR,16,16,225,6-3,Georgia Tech,12/25/1987,6,8,Denver Broncos / 1st / 22nd pick / 2010,$15200000
40,Juwan Thompson\ThomJu01,24,,8,1,210,6-2,Duke,5/13/1992,2,0,,$600000
70,Billy Turner\TurnBi00,25,,3,0,310,6-5,North Dakota St.,10/17/1991,2,0,Miami Dolphins / 3rd / 67th pick / 2014,$861000
43,T.J. Ward\WardT.99,30,SS,14,14,200,5-10,Oregon,12/12/1986,6,6,Cleveland Browns / 2nd / 38th pick / 2010,$5750000
94,DeMarcus Ware\WareDe99,34,ROLB,10,8,258,6-4,Troy,7/31/1982,11,5,Dallas Cowboys / 1st / 11th pick / 2005,$8010418
57,Dekoda Watson\WatsDe99,28,,16,0,245,6-2,Florida St.,3/3/1988,6,0,Tampa Bay Buccaneers / 7th / 217th pick / 2010,$600000
36,Kayvon Webster\WebsKa00,25,,13,0,190,5-11,South Florida,2/1/1991,3,0,Denver Broncos / 3rd / 90th pick / 2013,$821950
77,Darrion Weems\WeemDa00,28,,6,0,320,6-5,Oregon,9/4/1988,4,0,,$600000
92,Sylvester Williams\WillSy00,28,NT,16,16,328,6-2,North Carolina,11/21/1988,3,9,Denver Broncos / 1st / 28th pick / 2013,$2412375
97,Billy Winn\WinnBi00,27,,16,2,300,6-4,Boise St.,4/15/1989,4,0,Cleveland Browns / 6th / 205th pick / 2012,$600000
95,Derek Wolfe\WolfDe00,26,LDE,14,14,285,6-5,Cincinnati,2/24/1990,4,9,Denver Broncos / 2nd / 36th pick / 2012,$6800000
