No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
28,Melvin Gordon*\GordMe00,23,RB,13,11,215,6-1,Wisconsin,4/13/1993,1,10,San Diego Chargers / 1st / 15th pick / 2015,$2424948
75,Chris Hairston\HairCh00,27,lt,15,5,323,6-6,Clemson,4/26/1989,5,4,Buffalo Bills / 4th / 122nd pick / 2011,$1100000
26,Casey Hayward*\HaywCa00,27,RCB,16,14,192,5-11,Vanderbilt,9/9/1989,4,13,Green Bay Packers / 2nd / 62nd pick / 2012,$5133333
86,Hunter Henry\HenrHu00,22,TE,15,10,250,6-5,Arkansas,12/7/1994,Rook,4,San Diego Chargers / 2nd / 35th pick / 2016,$1160055
36,Ronnie Hillman\HillRo00,25,,3,1,200,5-9,San Diego St.,9/14/1991,4,1,Denver Broncos / 3rd / 67th pick / 2012,$760000
54,Melvin Ingram\IngrMe00,27,LOLB,16,16,247,6-2,South Carolina,4/26/1989,4,9,San Diego Chargers / 1st / 18th pick / 2012,$7751000
15,Dontrelle Inman\InmaDo00,27,WR,16,16,205,6-3,Virginia,1/31/1989,2,7,,$600000
8,Drew Kaser\KaseDr00,23,,16,0,206,6-2,Texas A&M,2/11/1993,Rook,2,San Diego Chargers / 6th / 179th pick / 2016,$488456
59,Deon King\KingDe00,23,,2,0,220,6-2,Norfolk St.,7/2/1993,Rook,0,,
2,Josh Lambo\LambJo00,26,,16,0,215,6-0,Texas A&M,11/19/1990,1,2,,$526666
46,Chris Landrum\LandCh00,24,,10,0,245,6-2,AuburnJacksonville St.,9/14/1992,Rook,0,,$450000
94,Corey Liuget\LiugCo00,26,RDE,16,16,300,6-2,Illinois,3/18/1990,5,9,San Diego Chargers / 1st / 18th pick / 2011,$10000000
20,Dwight Lowery\LoweDw99,30,FS,16,16,185,6-1,San Jose St.,1/23/1986,8,7,New York Jets / 4th / 113th pick / 2008,$1700000
29,Craig Mager\MageCr00,24,LCB,11,8,200,5-11,Texas St.,6/11/1992,1,4,San Diego Chargers / 3rd / 83rd pick / 2015,$708144
35,Robert McClain\McClRo98,28,,3,0,180,5-9,Connecticut,7/22/1988,6,0,Carolina Panthers / 7th / 249th pick / 2010,$134117
33,Dexter McCluster\McClDe00,27,,6,0,165,5-9,Mississippi,8/25/1989,6,0,Kansas City Chiefs / 2nd / 36th pick / 2010,$670588
23,Dexter McCoil\McCoDe00,25,,16,2,220,6-4,Tulsa,9/5/1991,Rook,0,,$450000
84,Sean McGrath\McGrSe00,29,te,16,5,255,6-5,Henderson St.,12/3/1987,4,0,,$525000
92,Brandon Mebane\MebaBr99,31,NT,10,10,311,6-1,California,1/15/1985,9,6,Seattle Seahawks / 3rd / 85th pick / 2007,$3500000
95,Tenny Palepoi\PaleTe00,26,,13,0,298,6-1,Utah,12/19/1990,2,0,,$529168
53,Joshua Perry\PerrJo01,22,,15,1,255,6-4,Ohio St.,4/26/1994,Rook,0,San Diego Chargers / 4th / 102nd pick / 2016,$603521
52,Denzel Perryman\PerrDe00,24,RILB,12,11,240,5-11,Miami (FL),12/5/1992,1,7,San Diego Chargers / 2nd / 48th pick / 2015,$1085562
31,Adrian Phillips\PhilAd00,24,ss,14,6,210,5-11,Texas,3/28/1992,2,3,,$600000
93,Darius Philon\PhilDa01,22,,14,2,286,6-1,Arkansas,1/22/1994,1,0,San Diego Chargers / 6th / 192nd pick / 2015,$555146
73,Spencer Pulley\PullSp00,23,,16,0,308,6-4,Vanderbilt,4/3/1993,Rook,0,,$450000
38,Trovon Reed\ReedTr00,26,,6,1,191,6-0,Auburn,12/30/1990,Rook,0,,$450000
91,Caraun Reid\ReidCa00,25,,7,0,292,6-2,Princeton,11/23/1991,2,0,Detroit Lions / 5th / 158th pick / 2014,$600000
17,Philip Rivers*\RivePh00,35,QB,16,16,228,6-5,North Carolina St.,12/8/1981,12,13,New York Giants / 1st / 4th pick / 2004,$16500000
68,Matt Slauson\SlauMa20,30,C,16,16,315,6-5,Nebraska,2/18/1986,7,9,New York Jets / 6th / 193rd pick / 2009,$1200000
71,Damion Square\SquaDa00,27,nt,11,7,293,6-2,Alabama,2/6/1989,3,4,,$566176
25,Darrell Stuckey\StucDa20,29,,16,0,212,5-11,Kansas,6/16/1987,6,0,San Diego Chargers / 4th / 110th pick / 2010,$1668750
50,Manti Te'o\TeoxMa00,25,,3,3,241,6-1,Notre Dame,1/26/1991,3,0,San Diego Chargers / 2nd / 38th pick / 2013,$1645770
56,Korey Toomer\ToomKo00,28,LILB,13,8,235,6-2,Idaho,12/9/1988,3,5,Seattle Seahawks / 5th / 154th pick / 2012,$494117
22,Jason Verrett\VerrJa00,25,,4,4,188,5-10,TCU,6/18/1991,2,0,San Diego Chargers / 1st / 25th pick / 2014,$2151546
34,Derek Watt\WattDe00,24,,16,2,234,6-2,Wisconsin,11/7/1992,Rook,1,San Diego Chargers / 6th / 198th pick / 2016,$482420
83,Griff Whalen\WhalGr00,26,,8,0,190,5-11,Stanford,3/1/1990,4,0,,$595590
79,Kenny Wiggins\WiggKe00,28,,13,1,315,6-6,Fresno St.,8/8/1988,5,0,,$600000
44,Andre Williams\WillAn00,24,,1,0,220,6-0,Boston Col.,8/28/1992,2,1,New York Giants / 4th / 113th pick / 2014,$600000
41,Steve Williams\WillSt02,25,,5,2,181,5-9,California,3/7/1991,3,0,San Diego Chargers / 5th / 145th pick / 2013,$516178
58,Tourek Williams\WillTo00,25,,16,0,260,6-3,Florida International,5/9/1991,3,0,San Diego Chargers / 6th / 179th pick / 2013,$702515
42,Trevor Williams\WillTr05,23,lcb,12,5,191,5-11,Penn St.,9/15/1993,Rook,2,,$344110
16,Tyrell Williams\WillTy00,24,WR,16,12,205,6-4,Western Oregon,2/12/1992,1,9,,$525000
47,Mike Windt\WindMi00,30,,16,0,237,6-1,Cincinnati,5/29/1986,6,0,,$897500
39,Danny Woodhead\WoodDa02,31,,2,1,200,5-9,Chadron St.,1/25/1985,7,1,,$3000000
