No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
,Parry Nickerson\NickPa00,26,,1,0,182,5-10,Tulane,10/11/1994,2,0,New York Jets / 6th / 179th pick / 2018,$555884
73,Yosuah Nijman\NijmYo01,24,,16,0,314,6-7,Virginia Tech,1/2/1996,Rook,1,,$675000
62,Lucas Patrick\PatrLu00,27,RG,16,15,313,6-3,Duke,7/30/1993,3,8,,$875000
78,Brian Price\PricBr00,26,,2,0,322,6-3,Texas-San Antonio,6/24/1994,4,0,,
56,Randy Ramsey\RamsRa00,25,,12,0,236,6-3,Arkansas,9/7/1995,Rook,1,,$610000
25,Will Redmond\RedmWi00,27,,13,1,186,5-11,Mississippi St.,12/28/1993,2,1,San Francisco 49ers / 3rd / 68th pick / 2016,$750000
12,Aaron Rodgers*+\RodgAa00,37,QB,16,16,225,6-2,Butte JC (CA)California,12/2/1983,15,18,Green Bay Packers / 1st / 24th pick / 2005,$1550000
76,Jon Runyan\RunyJo00,23,,16,0,306,6-4,Michigan,8/8/1997,Rook,1,Green Bay Packers / 6th / 192nd pick / 2020,$610000
79,Anthony Rush\RushAn00,24,,1,0,350,6-5,Ala-Birmingham,9/1/1996,1,0,,
34,KeiVarae Russell\RussKe00,27,,1,0,196,5-11,Notre Dame,10/19/1993,4,0,Kansas City Chiefs / 3rd / 74th pick / 2016,
46,Stanford Samuels\SamuSt01,21,,2,0,185,6-2,Florida St.,2/23/1999,Rook,0,,
26,Darnell Savage Jr.\SavaDa00,23,FS,15,15,198,5-11,Maryland,7/30/1997,1,6,Green Bay Packers / 1st / 21st pick / 2019,$1063986
6,JK Scott\ScotJK00,25,,16,0,208,6-6,Alabama,10/30/1995,2,2,Green Bay Packers / 5th / 172nd pick / 2018,$750000
36,Vernon Scott\ScotVe00,23,,15,0,,,TCU,9/11/1997,Rook,1,Green Bay Packers / 7th / 236th pick / 2020,$610000
82,Darrius Shepherd\ShepDa00,25,,8,0,186,5-11,North Dakota St.,11/1/1995,1,1,,$595590
91,Preston Smith\SmitPr00,28,LOLB,16,13,265,6-5,Mississippi St.,11/17/1992,5,7,Washington Redskins / 2nd / 38th pick / 2015,$4350000
55,Za'Darius Smith*\SmitZa00,28,ROLB,16,16,272,6-4,East Mississippi CCKentucky,9/8/1992,5,14,Baltimore Ravens / 4th / 122nd pick / 2015,$2000000
19,Equanimeous St. Brown\St.BEq00,24,,12,1,214,6-5,Notre Dame,9/30/1996,2,1,Green Bay Packers / 6th / 207th pick / 2018,$616176
87,Jace Sternberger\SterJa00,24,,12,0,251,6-4,Texas A&M,6/26/1996,1,1,Green Bay Packers / 3rd / 75th pick / 2019,$675000
39,Chandon Sullivan\SullCh00,24,DB,16,10,189,5-11,Georgia St.,8/7/1996,2,4,,$750000
44,Ty Summers\SummTy00,25,,16,1,241,6-1,TCU,12/31/1995,1,2,Green Bay Packers / 7th / 226th pick / 2019,$675000
65,Lane Taylor\TaylLa01,31,,1,1,324,6-3,Oklahoma St.,11/22/1989,7,1,,$910000
86,Malik Taylor\TaylMa01,25,,15,1,216,6-2,Ferris St.,12/21/1995,Rook,1,,$610000
85,Robert Tonyan\TonyRo00,26,TE,16,8,237,6-5,Indiana St.,4/30/1994,2,6,,$750000
77,Billy Turner\TurnBi00,29,RT,14,14,310,6-5,North Dakota St.,10/17/1991,6,8,Miami Dolphins / 3rd / 67th pick / 2014,$2200000
83,Marquez Valdes-Scantling\ValdMa00,26,WR,16,12,206,6-4,North Carolina St.South Florida,10/10/1994,2,8,Green Bay Packers / 5th / 174th pick / 2018,$750000
71,Ricky Wagner\WagnRi00,31,RT,16,9,313,6-6,Wisconsin,10/21/1989,7,6,Baltimore Ravens / 5th / 168th pick / 2013,$2250000
22,Dexter Williams\WillDe07,23,,3,0,212,5-11,Notre Dame,1/6/1997,1,0,Green Bay Packers / 6th / 194th pick / 2019,$585000
30,Jamaal Williams\WillJa06,25,,14,3,213,6-0,BYU,4/3/1995,3,7,Green Bay Packers / 4th / 134th pick / 2017,$2133000
88,Juwann Winfree\WinfJu00,24,,2,0,215,6-3,Colorado,9/4/1996,1,0,Denver Broncos / 6th / 187th pick / 2019,
93,Billy Winn\WinnBi00,31,,6,0,300,6-4,Boise St.,4/15/1989,8,1,Cleveland Browns / 6th / 205th pick / 2012,$588824
