No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
54,Mason Foster\FostMa00,27,RILB,16,13,240,6-1,Washington,3/1/1989,5,8,Tampa Bay Buccaneers / 3rd / 84th pick / 2011,$925000
38,Kendall Fuller\FullKe00,21,db,13,6,198,5-11,Virginia Tech,2/13/1995,Rook,3,Washington Redskins / 3rd / 84th pick / 2016,$450000
88,Pierre Garcon\GarcPi00,30,WR,16,16,211,6-0,Mount Union,8/8/1986,8,9,Indianapolis Colts / 6th / 205th pick / 2008,$7600000
52,Terence Garvin\GarvTe00,25,,16,0,242,6-3,West Virginia,1/1/1991,3,0,,$675000
64,Kedric Golston\GolsKe20,33,,2,2,330,6-4,Georgia,5/30/1983,10,0,Washington Redskins / 6th / 196th pick / 2006,$985000
14,Ryan Grant\GranRy01,26,,16,1,195,6-0,Tulane,12/19/1990,2,1,Washington Redskins / 5th / 142nd pick / 2014,$600000
23,DeAngelo Hall\HallDe99,33,,3,3,200,5-10,Virginia Tech,11/19/1983,12,0,Atlanta Falcons / 1st / 8th pick / 2004,$4250000
13,Maurice Harris\HarrMa05,24,,10,0,205,6-3,California,11/11/1992,Rook,1,,$450000
90,Evander Hood\HoodEv99,29,NT,16,14,305,6-3,Missouri,2/16/1987,7,7,Pittsburgh Steelers / 1st / 32nd pick / 2009,$885000
3,Dustin Hopkins\HopkDu00,26,,16,0,205,6-2,Florida St.,10/1/1990,3,2,Buffalo Bills / 6th / 177th pick / 2013,$600000
29,Duke Ihenacho\IhenDu00,27,FS,15,10,212,6-0,San Jose St.,6/16/1989,4,5,,$675000
98,Matthew Ioannidis\IoanMa01,22,,10,0,310,6-3,Temple,1/11/1994,Rook,0,Washington Redskins / 5th / 152nd pick / 2016,$397058
11,DeSean Jackson\JackDe00,30,WR,15,15,175,5-10,California,12/1/1986,8,9,Philadelphia Eagles / 2nd / 49th pick / 2008,$3750000
99,Ricky Jean-Francois\JeanRi99,30,LDE,16,6,309,6-2,LSU,11/23/1986,7,4,San Francisco 49ers / 7th / 244th pick / 2009,$2000000
73,Cullen Jenkins\JenkCu20,35,,15,0,305,6-2,Central Michigan,1/20/1981,12,0,,$927058
31,Matt Jones\JoneMa04,23,rb,7,7,239,6-2,Florida,3/7/1993,1,4,Washington Redskins / 3rd / 95th pick / 2015,$539000
32,Robert Kelley\KellRo00,24,RB,15,9,229,6-0,Tulane,10/3/1992,Rook,5,,$450000
91,Ryan Kerrigan*\KerrRy00,28,ROLB,16,16,265,6-4,Purdue,8/16/1988,5,12,Washington Redskins / 1st / 16th pick / 2011,$5000000
74,Arie Kouandjio\KouaAr00,24,,5,2,316,6-5,Alabama,4/23/1992,1,0,Washington Redskins / 4th / 112th pick / 2015,$525000
72,Anthony Lanier\LaniAn00,23,,4,0,285,6-6,Alabama A&M,5/8/1993,Rook,0,,$450000
77,Shawn Lauvao\LauvSh20,29,LG,14,14,308,6-3,Arizona St.,10/26/1987,6,9,Cleveland Browns / 3rd / 92nd pick / 2010,$4000000
78,Kory Lichtensteiger\LichKo20,31,,3,3,296,6-3,Bowling Green,3/22/1985,8,0,Denver Broncos / 4th / 108th pick / 2008,$2000000
61,Spencer Long\LongSp00,26,C,15,12,318,6-5,Nebraska,11/8/1990,2,8,Washington Redskins / 3rd / 78th pick / 2014,$600000
59,Rick Lovato\LovaRi00,24,,2,0,249,6-2,Old Dominion,9/9/1992,1,0,,$450000
55,Nick Moody\MoodNi00,26,,1,0,245,6-1,Florida St.,1/29/1990,3,0,San Francisco 49ers / 6th / 180th pick / 2013,$119117
76,Morgan Moses\MoseMo00,25,RT,16,16,330,6-6,Virginia,3/3/1991,2,11,Washington Redskins / 3rd / 66th pick / 2014,$680000
93,Trent Murphy\MurpTr00,26,,16,0,260,6-6,Stanford,12/22/1990,2,0,Washington Redskins / 2nd / 47th pick / 2014,$826618
24,Josh Norman\NormJo01,29,RCB,16,16,200,6-0,Coastal Carolina,12/15/1987,4,8,Carolina Panthers / 5th / 143rd pick / 2012,$5000000
79,Ty Nsekhe\NsekTy00,31,,16,4,330,6-8,Texas St.,10/27/1985,4,0,,$600000
60,Vinston Painter\PainVi00,27,,5,0,318,6-4,Virginia Tech,11/10/1989,3,0,Denver Broncos / 6th / 173rd pick / 2013,$432348
84,Niles Paul\PaulNi00,27,,8,1,242,6-1,Nebraska,8/9/1989,5,0,Washington Redskins / 5th / 155th pick / 2011,$1250000
35,Dashaun Phillips\PhilDa00,25,,5,2,186,5-11,Tarleton St.,1/3/1991,2,0,,$525000
86,Jordan Reed*\ReedJo02,26,TE,12,8,242,6-2,Florida,7/3/1990,3,6,Washington Redskins / 3rd / 85th pick / 2013,$1250000
97,Kendall Reyes\ReyeKe00,27,,2,0,300,6-4,Connecticut,9/26/1989,4,0,San Diego Chargers / 2nd / 49th pick / 2012,$1400000
19,Rashad Ross\RossRa00,26,,5,0,180,6-0,Arizona St.,2/2/1990,3,0,,$525000
75,Brandon Scherff*\ScheBr00,25,RG,16,16,315,6-5,Iowa,12/26/1991,1,14,Washington Redskins / 1st / 5th pick / 2015,$525000
94,Preston Smith\SmitPr00,24,LOLB,16,16,265,6-5,Mississippi St.,11/17/1992,1,9,Washington Redskins / 2nd / 38th pick / 2015,$697698
50,Martrell Spaight\SpaiMa00,23,,14,1,243,6-0,Arkansas,8/5/1993,1,0,Washington Redskins / 5th / 141st pick / 2015,$450000
56,John Sullivan\SullJo24,31,,13,1,312,6-4,Notre Dame,8/8/1985,8,0,Minnesota Vikings / 6th / 187th pick / 2008,$728823
57,Nick Sundberg\SundNi00,29,,14,0,254,6-1,California,7/29/1987,6,0,,$1000000
25,Chris Thompson\ThomCh03,26,,16,0,195,5-8,Florida St.,10/20/1990,3,5,Washington Redskins / 5th / 154th pick / 2013,$675000
20,Greg Toler\ToleGr99,31,,16,2,191,5-11,St. Paul's,1/2/1985,7,0,Arizona Cardinals / 4th / 131st pick / 2009,$760000
48,Lynden Trail\TraiLy00,25,,2,0,270,6-7,FloridaNorfolk St.,3/19/1991,Rook,0,,
59,Zach Vigil\VigiZa00,25,,2,0,238,6-2,Utah St.,3/28/1991,1,0,,$351333
5,Tress Way\WayxTr00,26,,16,0,220,6-1,Oklahoma,4/18/1990,2,2,,$600000
39,Donte Whitner\WhitDo20,31,SS,11,9,208,5-10,Ohio St.,7/24/1985,10,4,Buffalo Bills / 1st / 8th pick / 2006,$985000
71,Trent Williams*\WillTr21,28,LT,12,12,320,6-5,Oklahoma,7/19/1988,6,11,Washington Redskins / 1st / 4th pick / 2010,$6750000
