No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
15,Cyril Grayson\GrayCy01,26,,2,0,183,5-9,LSU,12/5/1993,1,0,,
4,Ryan Griffin\GrifRy01,30,,2,0,210,6-5,Tulane,11/17/1989,6,0,,$805000
28,Vernon Hargreaves III\HargVe00,24,RCB,9,9,204,5-10,Florida,6/3/1995,3,4,Tampa Bay Buccaneers / 1st / 11th pick / 2016,$2383317
53,Demone Harris\HarrDe06,24,,1,0,272,6-4,Buffalo,12/30/1995,1,0,,$570000
70,Jerald Hawkins\HawkJe00,26,,1,0,305,6-6,LSU,10/16/1993,2,0,Pittsburgh Steelers / 4th / 123rd pick / 2016,
80,O.J. Howard\HowaO.00,25,TE,14,14,251,6-6,Alabama,11/18/1994,2,4,Tampa Bay Buccaneers / 1st / 19th pick / 2017,$1473602
88,Tanner Hudson\HudsTa00,25,,9,1,239,6-5,Southern Arkansas,11/12/1994,Rook,0,,$570000
18,Ishmael Hyman\HymaIs00,24,,2,1,196,6-0,James Madison,8/23/1995,Rook,0,,
66,Ryan Jensen\JensRy00,28,C,16,16,319,6-4,Colorado State-Pueblo,5/27/1991,6,8,Baltimore Ravens / 6th / 203rd pick / 2013,$10000000
27,Ronald Jones II\JoneRo01,22,RB,16,9,208,5-11,USC,8/3/1997,1,7,Tampa Bay Buccaneers / 2nd / 38th pick / 2018,$801450
22,T.J. Logan\LogaT.00,25,,12,0,195,5-11,North Carolina,9/3/1994,1,0,Arizona Cardinals / 5th / 179th pick / 2017,
74,Ali Marpet\MarpAl00,26,LG,16,16,307,6-4,Hobart,4/17/1993,4,8,Tampa Bay Buccaneers / 2nd / 61st pick / 2015,$3125000
86,Codey McElroy\McElCo00,27,,1,0,258,6-6,Oklahoma St.,12/13/1992,Rook,0,,
85,Jaydon Mickens\MickJa01,25,,1,0,170,5-11,Washington,4/21/1994,2,0,,
10,Scott Miller\MillSc01,22,,10,2,174,5-11,Bowling Green,7/31/1997,Rook,2,Tampa Bay Buccaneers / 6th / 208th pick / 2019,$495000
51,Kevin Minter\MintKe00,29,,16,2,246,6-0,LSU,12/3/1990,6,2,Arizona Cardinals / 2nd / 45th pick / 2013,$805000
26,Sean Murphy-Bunting\BuntSe00,22,RCB,16,10,195,6-0,Central Michigan,6/19/1997,Rook,5,Tampa Bay Buccaneers / 2nd / 39th pick / 2019,$495000
94,Carl Nassib\NassCa00,26,DE,14,8,275,6-7,Penn St.,4/12/1993,3,4,Cleveland Browns / 3rd / 65th pick / 2016,$2025000
98,Anthony Nelson\NelsAn01,22,,9,1,271,6-7,Iowa,3/4/1997,Rook,1,Tampa Bay Buccaneers / 4th / 107th pick / 2019,$495000
56,Rakeem Nunez-Roches\NuneRa00,26,,16,0,307,6-2,Southern Miss,7/3/1993,4,1,Kansas City Chiefs / 6th / 217th pick / 2015,$805000
79,Pat O'Connor\OConPa00,26,,8,0,270,6-4,East. Michigan,11/1/1993,2,1,Detroit Lions / 7th / 250th pick / 2017,$570000
44,Dare Ogunbowale\OgunDa00,25,,16,0,205,5-10,Wisconsin,5/4/1994,2,2,,$495000
19,Breshad Perriman\PerrBr02,26,,14,4,215,6-2,Central Florida,9/10/1993,3,5,Baltimore Ravens / 1st / 26th pick / 2015,$2000000
90,Jason Pierre-Paul\PierJa99,30,LOLB,10,8,275,6-5,South Florida,1/1/1989,9,4,New York Giants / 1st / 15th pick / 2010,$13650000
8,Bradley Pinion\PiniBr00,25,,16,0,240,6-5,Clemson,6/1/1994,4,2,San Francisco 49ers / 5th / 165th pick / 2015,$805000
83,Spencer Schnell\SchnSp00,25,,1,0,180,5-8,Illinois St.,12/7/1994,Rook,0,,
76,Donovan Smith\SmitDo02,26,LT,15,15,338,6-6,Penn St.,6/23/1993,4,9,Tampa Bay Buccaneers / 2nd / 34th pick / 2015,$7000000
29,Ryan Smith\SmitRy00,26,,12,0,189,5-11,North Carolina Central,9/7/1993,3,1,Tampa Bay Buccaneers / 4th / 108th pick / 2016,$2025000
24,Darian Stewart\StewDa00,31,,13,1,214,5-11,South Carolina,8/4/1988,9,1,,$930000
36,M.J. Stewart\StewM.00,24,,10,1,200,5-11,North Carolina,9/16/1995,1,1,Tampa Bay Buccaneers / 2nd / 53rd pick / 2018,$711051
64,Aaron Stinnie\StinAa00,25,,2,0,312,6-3,James Madison,2/18/1994,1,0,,
93,Ndamukong Suh\SuhxNd99,32,LDE,16,16,313,6-4,Nebraska,1/6/1987,9,8,Detroit Lions / 1st / 2nd pick / 2010,$5250000
97,Zach Triner\TrinZa00,28,,16,0,247,6-2,Assumption,1/30/1991,1,1,,$495000
50,Vita Vea\VeaxVi00,24,NT,16,16,347,6-4,Washington,2/5/1995,1,7,Tampa Bay Buccaneers / 1st / 12th pick / 2018,$1153829
71,Earl Watford\WatfEa00,29,,15,4,300,6-3,James Madison,6/24/1990,6,3,Arizona Cardinals / 4th / 116th pick / 2013,$805000
17,Justin Watson\WatsJu01,23,,16,2,215,6-3,Pennsylvania,4/4/1996,1,1,Tampa Bay Buccaneers / 5th / 144th pick / 2018,$570000
72,Josh Wells\WellJo02,28,,13,2,306,6-6,James Madison,2/14/1991,5,2,,
45,Devin White\WhitDe02,21,LILB,13,13,237,6-0,LSU,2/17/1998,Rook,8,Tampa Bay Buccaneers / 1st / 5th pick / 2019,$495000
31,Jordan Whitehead\WhitJo03,22,FS,14,14,198,5-10,Pittsburgh,3/18/1997,1,5,Tampa Bay Buccaneers / 4th / 117th pick / 2018,$570000
37,Mazzi Wilkins\WilkMa00,24,,5,0,191,6-0,South Florida,10/12/1995,Rook,0,,
,Bobo Wilson\WilsJe00,24,,6,1,186,5-9,Florida St.,1/25/1995,2,0,,$645000
3,Jameis Winston\WinsJa00,25,QB,16,16,231,6-4,Florida St.,1/6/1994,4,15,Tampa Bay Buccaneers / 1st / 1st pick / 2015,$20922000
