No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
85,Vernon Davis\DaviVe00,34,TE,14,8,248,6-3,Maryland,1/31/1984,12,3,San Francisco 49ers / 1st / 6th pick / 2006,$3750000
18,Josh Doctson\DoctJo00,26,WR,15,12,205,6-2,TCUWyoming,12/3/1992,2,4,Washington Redskins / 1st / 22nd pick / 2016,$1363604
23,Quinton Dunbar\DunbQu00,26,lcb,7,6,202,6-2,Florida,7/22/1992,3,3,,$750000
55,Casey Dunn\DunnCa00,24,,2,0,307,6-4,Auburn,10/11/1994,Rook,0,,$480000
55,Andrew East\EastAn01,27,,3,0,220,6-2,Vanderbilt,9/17/1991,Rook,0,,$84705
22,Deshazor Everett\EverDe01,26,,16,3,203,6-0,Texas A&M,2/22/1992,3,2,,$875000
88,Matt Flanagan\FlanMa00,23,,3,1,260,6-6,Pittsburgh,3/26/1995,Rook,0,,$129200
17,Michael Floyd\FloyMi00,29,,13,3,220,6-3,Notre Dame,11/27/1989,6,1,Arizona Cardinals / 1st / 13th pick / 2012,$697059
54,Mason Foster\FostMa00,29,RILB,16,16,240,6-1,Washington,3/1/1989,7,9,Tampa Bay Buccaneers / 3rd / 84th pick / 2011,$1000000
62,Kyle Fuller\FullKy01,24,,2,0,320,6-5,Baylor,3/4/1994,1,0,Houston Texans / 7th / 243rd pick / 2017,$97941
51,Shaun Dion Hamilton\DionSh00,23,,16,4,235,6-0,Alabama,9/11/1995,Rook,3,Washington Redskins / 6th / 197th pick / 2018,$480000
13,Maurice Harris\HarrMa05,26,WR,12,7,205,6-3,California,11/11/1992,2,2,,$630000
40,Josh Harvey-Clemons\HarvJo01,24,,16,0,245,6-4,Louisville,2/20/1994,1,1,Washington Redskins / 7th / 230th pick / 2017,$555000
38,Joshua Holsey\HolsJo01,24,,1,0,195,5-11,Auburn,6/25/1994,1,0,Washington Redskins / 7th / 235th pick / 2017,$378000
90,Evander Hood\HoodEv99,31,,5,0,305,6-3,Missouri,2/16/1987,9,0,Pittsburgh Steelers / 1st / 32nd pick / 2009,$1200000
3,Dustin Hopkins\HopkDu00,28,,16,0,205,6-2,Florida St.,10/1/1990,5,5,Buffalo Bills / 6th / 177th pick / 2013,$798928
78,Austin Howard\HowaAu20,31,,5,1,330,6-7,Northern Iowa,3/22/1987,8,1,,$430588
98,Matthew Ioannidis\IoanMa01,24,RDE,14,9,310,6-3,Temple,1/11/1994,2,5,Washington Redskins / 5th / 152nd pick / 2016,$630000
41,Danny Johnson\JohnDa09,23,,14,1,190,5-9,Southern,11/17/1995,Rook,1,,$480000
8,Josh Johnson\JohnJo05,32,,4,3,219,6-3,San Diego,5/15/1986,10,2,Tampa Bay Buccaneers / 5th / 160th pick / 2008,$915000
20,Robert Kelley\KellRo00,26,,2,0,229,6-0,Tulane,10/3/1992,2,0,,$630000
67,Zac Kerin\KeriZa00,27,,2,1,305,6-5,Toledo,8/13/1991,4,0,,$705000
91,Ryan Kerrigan*\KerrRy00,30,ROLB,16,16,265,6-4,Purdue,8/16/1988,7,10,Washington Redskins / 1st / 16th pick / 2011,$9000000
84,Darvin Kidsy\KidsDa00,23,,2,0,180,6-0,Texas Southern,3/19/1995,Rook,0,,$129200
48,Kenny Ladler\LadlKe00,26,,5,0,200,6-1,Vanderbilt,6/23/1992,4,0,,$522352
77,Shawn Lauvao\LauvSh20,31,LG,5,5,308,6-3,Arizona St.,10/26/1987,8,2,Cleveland Browns / 3rd / 92nd pick / 2010,$950000
34,Byron Marshall\MarsBy01,24,,6,0,225,5-9,Oregon,2/13/1994,2,0,,$393000
12,Colt McCoy\McCoCo00,32,,3,2,212,6-1,Texas,9/5/1986,8,1,Cleveland Browns / 3rd / 85th pick / 2010,$2800000
92,Stacy McGee\McGeSt01,28,,8,1,339,6-3,Oklahoma,1/17/1990,5,1,Oakland Raiders / 6th / 205th pick / 2013,$3750000
58,Cassanova McKinzy\McKiCa01,26,,3,0,252,6-3,Auburn,11/17/1992,Rook,0,,$129200
96,Pernell McPhee\McPhPe00,30,,13,0,265,6-3,Mississippi St.,12/17/1988,7,1,Baltimore Ravens / 5th / 165th pick / 2011,$950000
48,Harlan Miller\MillHa00,24,,2,0,182,6-0,Southeastern Louisiana,6/20/1994,2,0,Arizona Cardinals / 6th / 205th pick / 2016,$65294
31,Fabian Moreau\MoreFa00,24,LCB,16,10,204,6-0,UCLA,4/9/1994,1,4,Washington Redskins / 3rd / 81st pick / 2017,$588000
76,Morgan Moses\MoseMo00,27,RT,16,16,330,6-6,Virginia,3/3/1991,4,8,Washington Redskins / 3rd / 66th pick / 2014,$3250000
35,Montae Nicholson\NichMo00,23,ss,14,7,212,6-2,Michigan St.,12/4/1995,1,3,Washington Redskins / 4th / 123rd pick / 2017,$555000
24,Josh Norman\NormJo01,31,RCB,16,16,200,6-0,Coastal Carolina,12/15/1987,6,7,Carolina Panthers / 5th / 143rd pick / 2012,$13300000
79,Ty Nsekhe\NsekTy00,33,lt,14,5,330,6-8,Texas St.,10/27/1985,6,3,,$2914000
61,Timon Parris\ParrTi00,23,,1,0,315,6-6,Stony Brook,9/11/1995,Rook,0,,$129200
95,Daron Payne\PaynDa00,21,NT,16,16,320,6-3,Alabama,5/27/1997,Rook,8,Washington Redskins / 1st / 13th pick / 2018,$480000
32,Samaje Perine\PeriSa00,23,,5,0,240,5-11,Oklahoma,9/16/1995,1,0,Washington Redskins / 4th / 114th pick / 2017,$555000
26,Adrian Peterson\PeteAd01,33,RB,16,16,220,6-1,Oklahoma,3/21/1985,11,7,Minnesota Vikings / 1st / 7th pick / 2007,$1015000
83,Brian Quick\QuicBr00,29,,6,3,215,6-3,Appalachian St.,6/5/1989,6,0,St. Louis Rams / 2nd / 33rd pick / 2012,$743529
14,Trey Quinn\QuinTr00,23,,3,2,200,6-0,SMU,12/7/1995,Rook,1,Washington Redskins / 7th / 256th pick / 2018,$451760
45,Jeremy Reaves\ReavJe00,22,,2,0,205,5-11,South Alabama,8/29/1996,Rook,0,,$56470
86,Jordan Reed\ReedJo02,28,TE,13,8,242,6-2,Florida,7/3/1990,5,4,Washington Redskins / 3rd / 85th pick / 2013,$8250000
10,Paul Richardson\RichPa01,26,,7,4,180,6-0,Colorado,4/13/1992,4,2,Seattle Seahawks / 2nd / 45th pick / 2014,$1500000
73,Chase Roullier\RoulCh00,25,C,16,16,312,6-4,Wyoming,8/23/1993,1,6,Washington Redskins / 6th / 199th pick / 2017,$555000
6,Mark Sanchez\SancMa00,32,,2,1,232,6-2,USC,11/11/1986,9,0,New York Jets / 1st / 5th pick / 2009,$322941
75,Brandon Scherff\ScheBr00,27,RG,8,8,315,6-5,Iowa,12/26/1991,3,3,Washington Redskins / 1st / 5th pick / 2015,$705000
97,Tim Settle\SettTi00,21,,16,0,308,6-3,Virginia Tech,7/11/1997,Rook,1,Washington Redskins / 5th / 163rd pick / 2018,$480000
89,Cam Sims\SimsCa00,22,,1,0,215,6-5,Alabama,1/6/1996,Rook,0,,$369882
11,Alex Smith\SmitAl03,34,QB,10,10,213,6-4,Utah,5/7/1984,13,6,San Francisco 49ers / 1st / 1st pick / 2005,$13000000
48,Marcus Smith\SmitMa03,26,,2,0,258,6-3,Louisville,3/31/1992,4,0,Philadelphia Eagles / 1st / 26th pick / 2014,$790000
94,Preston Smith\SmitPr00,26,LOLB,16,16,265,6-5,Mississippi St.,11/17/1992,3,8,Washington Redskins / 2nd / 38th pick / 2015,$1223094
87,Jeremy Sprinkle\SpriJe00,24,TE,16,9,255,6-5,Arkansas,8/10/1994,1,0,Washington Redskins / 5th / 154th pick / 2017,$555000
37,Greg Stroman\StroGr00,22,,15,3,182,6-0,Virginia Tech,3/8/1996,Rook,2,Washington Redskins / 7th / 241st pick / 2018,$480000
57,Nick Sundberg\SundNi00,31,,13,0,254,6-1,California,7/29/1987,8,1,,$915000
36,D.J. Swearinger\SweaDJ00,27,FS,15,15,205,5-10,South Carolina,9/1/1991,5,7,Houston Texans / 2nd / 57th pick / 2013,$3000000
25,Chris Thompson\ThomCh03,28,,10,0,195,5-8,Florida St.,10/20/1990,5,3,Washington Redskins / 5th / 154th pick / 2013,$1996000
56,Zach Vigil\VigiZa00,27,,14,0,238,6-2,Utah St.,3/28/1991,3,1,,$705000
5,Tress Way\WayxTr00,28,,16,0,220,6-1,Oklahoma,4/18/1990,4,2,,$1350000
71,Trent Williams*\WillTr21,30,LT,13,13,320,6-5,Oklahoma,7/19/1988,8,7,Washington Redskins / 1st / 4th pick / 2010,$9850000
