No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
68,Taylor Decker\DeckTa00,23,LT,16,16,318,6-7,Ohio St.,8/23/1993,Rook,9,Detroit Lions / 1st / 16th pick / 2016,$450000
28,Quandre Diggs\DiggQu00,23,,12,4,197,5-9,Texas,1/22/1993,1,0,Detroit Lions / 6th / 200th pick / 2015,$525000
85,Eric Ebron\EbroEr00,23,TE,13,13,253,6-4,North Carolina,4/10/1993,2,6,Detroit Lions / 1st / 10th pick / 2014,$1233558
30,Justin Forsett\ForsJu00,31,,2,0,195,5-8,California,10/14/1985,8,0,Seattle Seahawks / 7th / 233rd pick / 2008,$885000
95,Wallace Gilberry\GilbWa00,32,,4,1,267,6-3,Alabama,12/5/1984,8,0,,$885000
60,Graham Glasgow\GlasGr00,24,LG,15,11,310,6-6,Michigan,7/19/1992,Rook,7,Detroit Lions / 3rd / 95th pick / 2016,$450000
47,Zaviar Gooden\GoodZa00,26,,1,0,234,6-2,Missouri,8/31/1990,3,0,Tennessee Titans / 3rd / 97th pick / 2013,
84,Clay Harbor\HarbCl00,29,,12,2,240,6-3,SW Missouri St.,7/2/1987,6,0,Philadelphia Eagles / 4th / 125th pick / 2010,$900000
61,Kerry Hyder\HydeKe01,25,,16,2,270,6-2,Texas Tech,5/2/1991,2,0,,$450000
30,Asa Jackson\JackAs00,27,,4,2,193,5-10,Cal Poly-San Luis Obispo,12/2/1989,4,0,Baltimore Ravens / 5th / 169th pick / 2012,$178823
11,Marvin Jones\JoneMa02,26,WR,15,15,199,6-2,California,3/12/1990,4,8,Cincinnati Bengals / 5th / 166th pick / 2012,$3000000
13,T.J. Jones\JoneT.00,24,,3,0,190,6-0,Notre Dame,7/19/1992,2,1,Detroit Lions / 6th / 189th pick / 2014,$176470
35,Miles Killebrew\KillMi00,23,,16,0,222,6-2,Southern Utah,5/10/1993,Rook,0,Detroit Lions / 4th / 111th pick / 2016,$450000
24,Nevin Lawson\LawsNe00,25,RCB,16,16,190,5-9,Utah St.,4/23/1991,2,8,Detroit Lions / 4th / 133rd pick / 2014,$600000
86,Khari Lee\LeexKh00,24,,8,0,253,6-4,Bowie St.,1/16/1992,1,0,,$525000
54,DeAndre Levy\LevyDe99,29,,5,3,230,6-2,Wisconsin,3/26/1987,7,0,Detroit Lions / 3rd / 76th pick / 2009,$5250000
58,Steve Longa\LongSt00,22,,1,0,240,6-0,Rutgers,9/29/1994,Rook,0,,
77,Cornelius Lucas\LucaCo01,25,,5,0,327,6-8,Kansas St.,7/18/1991,2,0,,$600000
6,Sam Martin\MartSa01,26,,16,0,211,6-1,Appalachian St.,2/27/1990,3,3,Detroit Lions / 5th / 165th pick / 2013,$675000
48,Don Muhlbach\MuhlDo20,35,,16,0,258,6-4,Texas A&M,8/17/1981,12,0,,$985000
82,Matthew Mulligan\MullMa00,31,,8,0,258,6-4,Maine,1/18/1985,7,0,,$885000
92,Haloti Ngata\NgatHa20,32,RDT,13,13,340,6-4,Oregon,1/21/1984,10,7,Baltimore Ravens / 1st / 12th pick / 2006,$2000000
5,Matt Prater*\PratMa20,32,,16,0,201,5-10,Central Florida,8/10/1984,9,4,,$2250000
27,Glover Quin\QuinGl99,30,FS,16,16,207,6-0,New Mexico,1/15/1986,7,8,Houston Texans / 4th / 112th pick / 2009,$4000000
71,Riley Reiff\ReifRi00,28,RT,14,14,305,6-6,Iowa,12/1/1988,4,8,Detroit Lions / 1st / 23rd pick / 2012,$8070000
25,Theo Riddick\RiddTh00,25,RB,10,8,201,5-9,Notre Dame,5/4/1991,3,6,Detroit Lions / 6th / 199th pick / 2013,$800000
12,Andre Roberts\RobeAn00,28,,16,1,195,5-11,The Citadel,1/9/1988,6,4,Arizona Cardinals / 3rd / 88th pick / 2010,$760000
91,A'Shawn Robinson\RobiAS00,21,ldt,16,5,330,6-4,Alabama,3/21/1995,Rook,4,Detroit Lions / 2nd / 46th pick / 2016,$450000
70,Corey Robinson\RobiCo00,24,,14,3,315,6-7,South Carolina,5/21/1992,1,0,Detroit Lions / 7th / 240th pick / 2015,$525000
23,Darius Slay\SlayDa00,25,LCB,13,13,190,6-0,Mississippi St.,1/1/1991,3,7,Detroit Lions / 2nd / 36th pick / 2013,$1000000
9,Matthew Stafford\StafMa00,28,QB,16,16,220,6-3,Georgia,2/7/1988,7,14,Detroit Lions / 1st / 1st pick / 2009,$17000000
64,Travis Swanson\SwanTr00,25,C,12,12,304,6-5,Arkansas,1/30/1991,2,7,Detroit Lions / 3rd / 76th pick / 2014,$615000
15,Golden Tate\TateGo00,28,WR,16,16,197,5-10,Notre Dame,8/2/1988,6,9,Seattle Seahawks / 2nd / 60th pick / 2010,$4750000
98,Devin Taylor\TaylDe00,27,LDE,16,16,266,6-7,South Carolina,11/15/1989,3,9,Detroit Lions / 4th / 132nd pick / 2013,$675000
99,Khyri Thornton\ThorKh00,27,rdt,13,6,304,6-3,Southern Miss,11/21/1989,2,4,Green Bay Packers / 3rd / 85th pick / 2014,$525000
72,Laken Tomlinson\TomlLa01,24,LG,16,10,312,6-3,Duke,2/9/1992,1,6,Detroit Lions / 1st / 28th pick / 2015,$823648
53,Kyle Van Noy\VanNKy00,25,RLB,7,7,250,6-3,BYU,3/26/1991,2,4,Detroit Lions / 2nd / 40th pick / 2014,$758828
93,Tyrunn Walker\WalkTy00,26,LDT,15,8,310,6-3,Tulsa,3/18/1990,4,5,,$800000
75,Larry Warford\WarfLa00,25,RG,15,15,317,6-3,Kentucky,6/18/1991,3,9,Detroit Lions / 3rd / 65th pick / 2013,$1646000
36,Dwayne Washington\WashDw00,22,,12,2,223,6-1,Washington,4/24/1994,Rook,2,Detroit Lions / 7th / 236th pick / 2016,$450000
59,Tahir Whitehead\WhitTa00,26,MLB,15,15,241,6-2,Temple,4/2/1990,4,9,Detroit Lions / 5th / 138th pick / 2012,$1750000
89,Cole Wick\WickCo00,23,,6,0,257,6-6,Incarnate Word,11/30/1993,Rook,0,,$450000
52,Antwione Williams\WillAn01,23,,14,3,247,6-3,Georgia Southern,5/26/1993,Rook,0,Detroit Lions / 5th / 169th pick / 2016,$450000
32,Tavon Wilson\WilsTa00,26,SS,15,14,208,6-0,Illinois,3/19/1990,4,8,New England Patriots / 2nd / 48th pick / 2012,$800000
34,Zach Zenner\ZennZa00,25,,14,4,224,5-11,South Dakota St.,9/13/1991,1,4,,$525000
69,Anthony Zettel\ZettAn00,24,,13,0,275,6-4,Penn St.,8/9/1992,Rook,0,Detroit Lions / 6th / 202nd pick / 2016,$450000
