No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
4,Sean Mannion\MannSe00,27,,3,1,230,6-6,Oregon St.,4/25/1992,4,0,St. Louis Rams / 3rd / 89th pick / 2015,$805000
51,Hercules Mata'afa\MataHe00,24,,6,0,254,6-2,Washington St.,9/18/1995,1,1,,$495000
25,Alexander Mattison\MattAl01,21,,13,0,220,5-11,Boise St.,6/19/1998,Rook,4,Minnesota Vikings / 3rd / 102nd pick / 2019,$495000
44,Nate Meadors\MeadNa00,22,,2,0,194,5-11,UCLA,2/13/1997,Rook,0,,
75,Brian O'Neill\ONeiBr00,24,RT,15,15,297,6-7,Pittsburgh,9/15/1995,1,9,Minnesota Vikings / 2nd / 62nd pick / 2018,$680302
95,Ifeadi Odenigbo\OdenIf00,25,,16,0,258,6-3,Northwestern,4/8/1994,1,3,Minnesota Vikings / 7th / 220th pick / 2017,$570000
71,Riley Reiff\ReifRi00,31,LT,15,15,305,6-6,Iowa,12/1/1988,7,9,Detroit Lions / 1st / 23rd pick / 2012,$9400000
29,Xavier Rhodes*\RhodXa00,29,CB,15,15,218,6-1,Florida St.,6/19/1990,6,7,Minnesota Vikings / 1st / 25th pick / 2013,$10400000
82,Kyle Rudolph\RudoKy00,30,TE,16,16,265,6-6,Notre Dame,11/9/1989,8,4,Minnesota Vikings / 2nd / 43rd pick / 2011,$7275000
73,Dru Samia\SamiDr00,22,,2,0,308,6-5,Oklahoma,8/22/1997,Rook,0,Minnesota Vikings / 4th / 114th pick / 2019,$812500
34,Andrew Sendejo\SendAn00,32,,6,2,210,6-1,Rice,9/9/1987,9,1,,
35,Marcus Sherels\SherMa20,32,,3,0,175,5-10,Minnesota,9/30/1987,9,0,,
59,Cameron Smith\SmitCa01,22,,5,0,235,6-2,USC,3/26/1997,Rook,0,Minnesota Vikings / 5th / 162nd pick / 2019,$702500
22,Harrison Smith*\SmitHa00,30,SS,15,15,214,6-2,Notre Dame,2/2/1989,7,8,Minnesota Vikings / 1st / 29th pick / 2012,$8350000
84,Irv Smith Jr.\SmitIr01,21,,16,7,242,6-2,Alabama,8/9/1998,Rook,3,Minnesota Vikings / 2nd / 50th pick / 2019,$1447500
93,Shamar Stephen\StepSh00,28,RDT,15,15,309,6-5,Connecticut,2/25/1991,5,7,Minnesota Vikings / 7th / 220th pick / 2014,$900000
19,Adam Thielen\ThieAd00,29,WR,10,10,200,6-2,Minnesota St.,8/22/1990,6,4,,$5850000
11,Laquon Treadwell\TreaLa00,24,,13,1,215,6-2,Mississippi,6/14/1995,3,2,Minnesota Vikings / 1st / 23rd pick / 2016,$1804770
74,Olisaemeka Udoh\UdohOl01,22,,1,0,323,6-5,Elon,2/14/1997,Rook,0,,
96,Armon Watts\WattAr01,23,,7,1,295,6-5,Arkansas,7/22/1996,Rook,1,Minnesota Vikings / 6th / 190th pick / 2019,$670000
26,Trae Waynes\WaynTr00,27,CB,14,14,190,6-0,Michigan St.,7/25/1992,4,5,Minnesota Vikings / 1st / 11th pick / 2015,$9069000
91,Stephen Weatherly\WeatSt00,25,,16,1,265,6-5,Vanderbilt,3/19/1994,3,2,Minnesota Vikings / 7th / 227th pick / 2016,$720000
50,Eric Wilson\WilsEr00,25,llb,16,6,230,6-1,Cincinnati,9/26/1994,2,4,,$645000
