No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
39,Dylan Mabin\MabiDy00,23,,3,0,195,6-1,Fordham,9/14/1997,Rook,0,,$357353
51,Hercules Mata'afa\MataHe00,25,,13,1,254,6-2,Washington St.,9/18/1995,2,2,,$397059
25,Alexander Mattison\MattAl01,22,,13,2,220,5-11,Boise St.,6/19/1998,1,4,Minnesota Vikings / 3rd / 102nd pick / 2019,$675000
26,Nate Meadors\MeadNa00,23,,1,0,194,5-11,UCLA,2/13/1997,1,0,,$675000
44,Josh Metellus\MeteJo00,22,,15,0,209,5-11,Michigan,1/21/1998,Rook,1,Minnesota Vikings / 6th / 205th pick / 2020,$574118
91,Yannick Ngakoue\NgakYa00,25,LDE,6,5,246,6-2,Maryland,3/31/1995,4,3,Jacksonville Jaguars / 3rd / 69th pick / 2016,$8000000
47,Hardy Nickerson\NickHa02,26,,14,1,235,6-0,IllinoisCalifornia,1/5/1994,3,1,,$661765
75,Brian O'Neill\ONeiBr00,25,RT,16,16,297,6-7,Pittsburgh,9/15/1995,2,8,Minnesota Vikings / 2nd / 62nd pick / 2018,$880603
95,Ifeadi Odenigbo\OdenIf00,26,LDE,15,15,258,6-3,Northwestern,4/8/1994,2,6,Minnesota Vikings / 7th / 220th pick / 2017,$750000
17,K.J. Osborn\OsboKJ00,23,,9,0,203,5-11,BuffaloMiami (FL),6/10/1997,Rook,0,Minnesota Vikings / 5th / 176th pick / 2020,$610000
71,Riley Reiff\ReifRi00,32,LT,15,15,305,6-6,Iowa,12/1/1988,8,8,Detroit Lions / 1st / 23rd pick / 2012,$5900000
37,Curtis Riley\RileCu00,28,,2,0,190,6-0,Fresno St.,7/18/1992,4,0,,$535294
82,Kyle Rudolph\RudoKy00,31,TE,12,12,265,6-6,Notre Dame,11/9/1989,9,3,Minnesota Vikings / 2nd / 43rd pick / 2011,$7025000
73,Dru Samia\SamiDr00,23,,13,4,308,6-5,Oklahoma,8/22/1997,1,3,Minnesota Vikings / 4th / 114th pick / 2019,$675000
11,Tajae Sharpe\SharTa00,26,,4,0,194,6-2,Massachusetts,12/23/1994,4,0,Tennessee Titans / 5th / 140th pick / 2016,$825000
22,Harrison Smith\SmitHa00,31,SS,16,16,214,6-2,Notre Dame,2/2/1989,8,7,Minnesota Vikings / 1st / 29th pick / 2012,$8350000
84,Irv Smith Jr.\SmitIr01,22,te,13,7,242,6-2,Alabama,8/9/1998,1,3,Minnesota Vikings / 2nd / 50th pick / 2019,$758566
93,Shamar Stephen\StepSh00,29,LDT,16,16,309,6-5,Connecticut,2/25/1991,6,6,Minnesota Vikings / 7th / 220th pick / 2014,$3600000
32,Cordrea Tankersley\TankCo00,27,,2,1,200,6-1,Clemson,11/19/1993,3,0,Miami Dolphins / 3rd / 97th pick / 2017,
19,Adam Thielen\ThieAd00,30,WR,15,15,200,6-2,Minnesota St.,8/22/1990,7,8,,$4800000
74,Olisaemeka Udoh\UdohOl01,23,,6,0,323,6-5,Elon,2/14/1997,1,1,,
96,Armon Watts\WattAr01,24,,16,0,295,6-5,Arkansas,7/22/1996,1,1,Minnesota Vikings / 6th / 190th pick / 2019,$675000
50,Eric Wilson\WilsEr00,26,RLB,16,15,230,6-1,Cincinnati,9/26/1994,3,8,,$3259000
98,D.J. Wonnum\WonnDJ00,23,,14,2,258,6-5,South Carolina,10/31/1997,Rook,2,Minnesota Vikings / 4th / 117th pick / 2020,$610000
52,Eddie Yarbrough\YarbEd01,27,,4,0,259,6-3,Wyoming,4/24/1993,3,0,,$750000
