No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
73,Ryan Schraeder\SchrRy00,28,RT,16,16,300,6-7,Valdosta St.,5/4/1988,3,11,,$2553000
90,Derrick Shelby\ShelDe00,27,,6,4,280,6-2,Utah,3/4/1989,4,0,,$2250000
83,Jacob Tamme\TammJa00,31,te,8,5,234,6-4,Kentucky,3/15/1985,8,2,Indianapolis Colts / 4th / 127th pick / 2008,$2584375
27,Robenson Therezie\TherRo00,25,,12,0,208,5-9,Auburn,8/5/1991,1,0,,$525000
86,D.J. Tialavea\TialD.00,25,,2,0,260,6-4,Utah St.,7/27/1991,Rook,0,,$52940
80,Levine Toilolo\ToilLe00,25,TE,16,11,268,6-8,Stanford,7/30/1991,3,3,Atlanta Falcons / 4th / 133rd pick / 2013,$1746146
21,Desmond Trufant\TrufDe00,26,RCB,9,9,190,6-0,Washington,9/10/1990,3,4,Atlanta Falcons / 1st / 22nd pick / 2013,$2598303
91,Courtney Upshaw\UpshCo00,27,,13,5,272,6-2,Alabama,12/13/1989,4,0,Baltimore Ravens / 2nd / 35th pick / 2012,$1400000
28,Terron Ward\WardTe00,24,,5,0,201,5-7,Oregon St.,2/15/1992,1,1,,$525333
56,Sean Weatherspoon\WeatSe99,29,,4,3,241,6-1,Missouri,12/29/1987,6,0,Atlanta Falcons / 1st / 19th pick / 2010,$1468750
14,Eric Weems\WeemEr00,31,,16,0,195,5-9,Bethune-Cookman,7/4/1985,9,0,,$1147500
41,Philip Wheeler\WheePh99,32,,16,4,245,6-2,Georgia Tech,12/12/1984,8,0,Indianapolis Colts / 3rd / 93rd pick / 2008,$680000
6,Matt Wile\WileMa01,24,,1,0,225,6-2,Michigan,6/20/1992,Rook,0,,$450000
15,Nick Williams\WillNi02,26,,2,0,184,5-10,Connecticut,11/23/1990,3,1,,$141176
55,Paul Worrilow\WorrPa00,26,,12,1,230,6-0,Delaware,5/1/1990,3,0,,$2553000
38,Blidi Wreh-Wilson\WrehBl00,27,,1,0,190,6-1,Connecticut,12/5/1989,3,0,Tennessee Titans / 3rd / 70th pick / 2013,$198529
