No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
11,Julian Edelman\EdelJu00,33,WR,16,13,198,5-10,Kent St.,5/22/1986,10,10,New England Patriots / 7th / 232nd pick / 2009,$1000000
65,Jermaine Eluemunor\ElueJe00,25,,10,0,335,6-4,Texas A&M,12/13/1994,2,1,Baltimore Ravens / 5th / 159th pick / 2017,
66,James Ferentz\FereJa00,30,,15,2,300,6-2,Iowa,6/5/1989,5,2,,$720000
2,Nick Folk\FolkNi20,35,,7,0,211,6-2,Arizona,11/5/1984,12,1,Dallas Cowboys / 6th / 178th pick / 2007,
2,Kai Forbath\ForbKa00,32,,1,0,197,5-11,UCLA,9/2/1987,8,0,,
24,Stephon Gilmore*+\GilmSt00,29,RCB,16,16,202,6-1,South Carolina,9/19/1990,7,21,Buffalo Bills / 1st / 10th pick / 2012,$1000000
10,Josh Gordon\GordJo02,28,WR,6,6,225,6-3,UtahBaylor,4/13/1991,7,2,Cleveland Browns / 2nd / 1st pick / 2012 Supp,$2025000
3,Stephen Gostkowski\GostSt20,35,,4,0,215,6-1,Memphis,1/28/1984,13,0,New England Patriots / 4th / 118th pick / 2006,$1100000
93,Lawrence Guy\GuyxLa00,29,LDE,16,16,315,6-4,Arizona St.,3/17/1990,8,14,Green Bay Packers / 7th / 233rd pick / 2011,$2400000
21,Duron Harmon\HarmDu00,28,DB,16,8,205,6-1,Rutgers,1/24/1991,6,5,New England Patriots / 3rd / 91st pick / 2013,$2500000
37,Damien Harris\HarrDa06,22,,2,0,213,5-11,Alabama,2/11/1997,Rook,0,New England Patriots / 3rd / 87th pick / 2019,$495000
15,N'Keal Harry\HarrNK00,22,wr,7,5,225,6-4,Arizona St.,12/17/1997,Rook,1,New England Patriots / 1st / 32nd pick / 2019,$495000
54,Dont'a Hightower*\HighDo01,29,MLB,15,15,260,6-3,Alabama,3/12/1990,7,17,New England Patriots / 1st / 25th pick / 2012,$7000000
85,Ryan Izzo\IzzoRy00,24,,6,4,255,6-5,Florida St.,12/21/1995,1,1,New England Patriots / 7th / 250th pick / 2018,$495000
27,J.C. Jackson\JackJ.00,24,db,16,6,198,6-1,FloridaRiverside CCMaryland,11/17/1995,1,5,,$570000
47,Jakob Johnson\JohnJa12,25,FB,4,3,255,6-3,Tennessee,12/15/1994,Rook,0,,
31,Jonathan Jones\JoneJo03,26,DB,15,9,190,5-10,Auburn,9/20/1993,3,4,,$3095000
75,Ted Karras\KarrTe00,26,C,15,15,305,6-4,Illinois,3/15/1993,3,7,New England Patriots / 6th / 221st pick / 2016,$720000
83,Matt LaCosse\LaCoMa00,27,TE,11,8,255,6-6,Illinois,9/21/1992,4,1,,$700000
69,Shaq Mason\MasoSh01,26,RG,15,15,310,6-1,Georgia Tech,8/28/1993,4,7,New England Patriots / 4th / 131st pick / 2015,$4000000
32,Devin McCourty\McCoDe99,32,FS,16,16,195,5-10,Rutgers,8/13/1987,9,9,New England Patriots / 1st / 27th pick / 2010,$9000000
30,Jason McCourty\McCoJa99,32,LCB,12,10,195,5-11,Rutgers,8/13/1987,10,5,Tennessee Titans / 6th / 203rd pick / 2009,$2000000
16,Jakobi Meyers\MeyeJa01,23,,15,1,200,6-2,North Carolina St.,11/9/1996,Rook,3,,$495000
26,Sony Michel\MichSo00,24,RB,16,14,215,5-11,Georgia,2/17/1995,1,5,New England Patriots / 1st / 31st pick / 2018,$917577
72,Marshall Newhouse\NewhMa20,31,LT,15,9,330,6-4,TCU,9/29/1988,8,5,Green Bay Packers / 5th / 169th pick / 2010,
2,Mike Nugent\nugenmik01,37,,4,0,190,5-10,Ohio St.,3/2/1982,14,-1,New York Jets / 2nd / 47th pick / 2005,
80,Gunner Olszewski\OlszGu00,23,,8,0,190,6-0,Bemidji St.,11/26/1996,Rook,0,,$495000
39,Jordan Richards\RichJo00,26,,3,0,215,5-11,Stanford,1/21/1993,4,0,New England Patriots / 2nd / 64th pick / 2015,
52,Elandon Roberts\RobeEl00,25,,16,3,238,6-0,Houston,4/22/1994,3,4,New England Patriots / 6th / 214th pick / 2016,$2025000
14,Mohamed Sanu\SanuMo00,30,wr,8,6,215,6-2,Rutgers,8/23/1989,7,2,Cincinnati Bengals / 3rd / 83rd pick / 2012,
71,Danny Shelton\ShelDa01,26,DT,16,14,345,6-2,Washington,8/20/1993,4,12,Cleveland Browns / 1st / 12th pick / 2015,$805000
55,John Simon\SimoJo01,29,RDE,16,12,260,6-2,Ohio St.,10/14/1990,6,11,Baltimore Ravens / 4th / 129th pick / 2013,$900000
18,Matthew Slater*+\SlatMa00,34,,16,0,205,6-0,UCLA,9/9/1985,11,0,New England Patriots / 5th / 153rd pick / 2008,$1600000
4,Jarrett Stidham\StidJa00,23,,3,0,215,6-3,Auburn,8/8/1996,Rook,0,New England Patriots / 4th / 133rd pick / 2019,$495000
62,Joe Thuney\ThunJo00,27,LG,16,16,308,6-5,North Carolina St.,11/18/1992,3,12,New England Patriots / 3rd / 78th pick / 2016,$1995000
82,Eric Tomlinson\TomlEr01,27,,2,2,263,6-6,Texas-El Paso,4/22/1992,3,0,,
53,Kyle Van Noy\VanNKy00,28,RLB,15,15,250,6-3,BYU,3/26/1991,5,13,Detroit Lions / 2nd / 40th pick / 2014,$4250000
82,Ben Watson\WatsBe00,39,TE,10,8,255,6-3,DukeGeorgia,12/18/1980,15,1,New England Patriots / 1st / 32nd pick / 2004,$3000000
28,James White\WhitJa02,27,,15,1,205,5-10,Wisconsin,2/3/1992,5,7,New England Patriots / 4th / 130th pick / 2014,$2500000
33,Joejuan Williams\WillJo13,22,,9,0,212,6-3,Vanderbilt,12/6/1997,Rook,1,New England Patriots / 2nd / 45th pick / 2019,$495000
50,Chase Winovich\WinoCh00,24,,16,0,250,6-3,Michigan,4/19/1995,Rook,3,New England Patriots / 3rd / 77th pick / 2019,$495000
91,Deatrich Wise Jr.\WiseDe00,25,,14,3,275,6-5,Arkansas,7/26/1994,2,5,New England Patriots / 4th / 131st pick / 2017,$645000
76,Isaiah Wynn\WynnIs00,24,LT,8,8,310,6-2,Georgia,12/9/1995,1,4,New England Patriots / 1st / 23rd pick / 2018,$1000087
