No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
75,Jamil Douglas\DougJa00,28,,14,0,309,6-4,Arizona St.,2/28/1992,5,0,Miami Dolphins / 4th / 114th pick / 2015,$750000
49,Nick Dzubnar\DzubNi00,29,,16,0,240,6-1,Cal Poly-San Luis Obispo,8/15/1991,5,1,,$910000
32,Darrynton Evans\EvanDa02,22,,5,0,203,5-10,Appalachian St.,7/9/1998,Rook,1,Tennessee Titans / 3rd / 93rd pick / 2020,$461763
54,Rashaan Evans\EvanRa01,25,LILB,16,16,232,6-2,Alabama,11/8/1995,2,7,Tennessee Titans / 1st / 22nd pick / 2018,$1532472
86,Anthony Firkser\FirkAn00,25,,16,1,246,6-2,Harvard,2/19/1995,2,4,,$750000
45,D'Onta Foreman\ForeDO00,24,,6,0,236,6-1,Texas,4/24/1996,3,1,Houston Texans / 3rd / 89th pick / 2017,$397059
26,Kristian Fulton\FultKr00,22,,6,2,197,6-0,LSU,9/3/1998,Rook,1,Tennessee Titans / 2nd / 61st pick / 2020,$474118
3,Stephen Gostkowski\GostSt20,36,,15,0,215,6-1,Memphis,1/28/1984,14,2,New England Patriots / 4th / 118th pick / 2006,$2000000
22,Derrick Henry*+\HenrDe00,26,RB,16,16,247,6-3,Alabama,1/4/1994,4,17,Tennessee Titans / 2nd / 45th pick / 2016,$3000000
16,Cody Hollister\HollCo00,27,,2,0,209,6-4,Arkansas,11/18/1993,1,0,,$675000
37,Amani Hooker\HookAm00,22,,16,3,210,5-11,Iowa,6/14/1998,1,2,Tennessee Titans / 4th / 116th pick / 2019,$675000
10,Adam Humphries\HumpAd00,27,,7,1,195,5-11,Clemson,6/24/1993,5,2,,$7000000
25,Adoree' Jackson\JackAd00,25,,3,2,185,5-11,USC,9/18/1995,3,0,Tennessee Titans / 1st / 18th pick / 2017,$2003561
35,Chris Jackson\JackCh01,22,,11,3,186,6-0,Marshall,4/13/1998,Rook,1,Tennessee Titans / 7th / 243rd pick / 2020,$610000
60,Ben Jones\JoneBe01,31,C,16,16,308,6-3,Georgia,7/2/1989,8,10,Houston Texans / 4th / 99th pick / 2012,$5250000
90,DaQuan Jones\JoneDa04,29,NT,16,16,322,6-4,Penn St.,12/27/1991,6,7,Tennessee Titans / 4th / 112th pick / 2014,$7000000
33,Johnathan Joseph\JoseJo20,36,LCB,7,6,186,5-11,South Carolina,4/16/1984,14,2,Cincinnati Bengals / 1st / 24th pick / 2006,$1250000
46,Joshua Kalu\KaluJo00,25,,15,0,203,6-0,Nebraska,8/28/1995,2,0,,$750000
71,Dennis Kelly\KellDe00,30,RT,16,16,321,6-8,Purdue,1/16/1990,8,10,Philadelphia Eagles / 5th / 153rd pick / 2012,$1500000
6,Brett Kern\KernBr20,34,,13,0,214,6-2,Toledo,2/17/1986,12,2,,$1900000
33,Desmond King\KingDe01,26,rcb,9,5,200,5-10,Iowa,12/14/1994,3,2,Los Angeles Chargers / 5th / 151st pick / 2017,$1129235
58,Harold Landry\LandHa00,24,ROLB,16,16,252,6-2,Boston Col.,6/5/1996,2,7,Tennessee Titans / 2nd / 41st pick / 2018,$1092153
77,Taylor Lewan\LewaTa00,29,lt,5,5,309,6-7,Michigan,7/22/1991,6,3,Tennessee Titans / 1st / 11th pick / 2014,$16000000
51,David Long\LongDa04,24,rilb,14,5,225,5-11,West Virginia,10/12/1996,1,3,Tennessee Titans / 6th / 188th pick / 2019,$675000
97,Isaiah Mack\MackIs00,24,,6,0,299,6-1,Chattanooga,3/19/1996,1,0,,$675000
28,Jeremy McNichols\McNiJe00,25,,16,0,205,5-9,Boise St.,12/26/1995,3,2,Tampa Bay Buccaneers / 5th / 162nd pick / 2017,$661765
30,Christopher Milton\MiltCh00,28,,14,0,190,5-11,Georgia Tech,9/15/1992,4,0,,$910000
52,Daniel Munyer\MunyDa00,28,,3,0,305,6-1,Colorado,3/4/1992,5,0,,$750000
91,Larrell Murchison\MurcLa00,23,,10,0,297,6-2,North Carolina St.,4/24/1997,Rook,1,Tennessee Titans / 5th / 174th pick / 2020,$610000
78,Marshall Newhouse\NewhMa20,32,,4,0,330,6-4,TCU,9/29/1988,9,0,Green Bay Packers / 5th / 169th pick / 2010,
36,Kareem Orr\OrrxKa00,23,,5,0,195,5-11,Arizona St.Chattanooga,1/2/1997,1,0,,$397059
47,Matt Overton\OverMa00,35,,9,0,243,6-1,West. Washington,7/6/1985,8,0,,$96000
20,Senorise Perry\PerrSe00,29,,7,0,210,6-0,Louisville,9/19/1991,6,0,,$910000
85,MyCole Pruitt\PruiMy00,28,,11,4,245,6-2,Southern Illinois,3/24/1992,5,1,Minnesota Vikings / 5th / 143rd pick / 2015,$1100000
72,David Quessenberry\QuesDa00,30,LT,12,6,310,6-5,San Jose St.,8/24/1990,7,4,Houston Texans / 6th / 176th pick / 2013,$441176
57,Wyatt Ray\RayxWy01,24,,4,1,255,6-3,Boston Col.,10/24/1996,Rook,1,,
14,Kalif Raymond\RaymKa00,26,,15,3,182,5-8,Holy Cross,8/8/1994,4,2,,$825000
42,Brooks Reed\ReedBr00,33,,2,1,254,6-3,Arizona,2/28/1987,9,0,Houston Texans / 2nd / 42nd pick / 2011,
50,Derick Roberson\RobeDe01,25,,8,1,250,6-3,Sam Houston St.,11/15/1995,1,1,,$675000
76,Rodger Saffold\SaffRo20,32,LG,15,15,323,6-5,Indiana,6/6/1988,10,9,St. Louis Rams / 2nd / 33rd pick / 2010,$9500000
70,Ty Sambrailo\SambTy00,28,lt,10,5,315,6-5,Colorado St.,3/10/1992,5,4,Denver Broncos / 2nd / 59th pick / 2015,$1000000
98,Jeffery Simmons\SimmJe01,23,DT,15,15,301,6-4,Mississippi St.,7/28/1997,1,7,Tennessee Titans / 1st / 19th pick / 2019,$1070625
59,Tuzar Skipper\SkipTu00,25,,4,2,246,6-3,Toledo,6/5/1995,1,1,,
2,Sam Sloman\SlomSa00,23,,1,0,205,5-8,Miami (OH),9/19/1997,Rook,0,Los Angeles Rams / 7th / 248th pick / 2020,
81,Jonnu Smith\SmitJo01,25,TE,15,14,248,6-3,Florida International,8/22/1995,3,5,Tennessee Titans / 3rd / 100th pick / 2017,$2133000
23,Tye Smith\SmitTy01,27,,12,3,195,6-0,Towson,5/3/1993,5,1,Seattle Seahawks / 5th / 170th pick / 2015,$825000
87,Geoff Swaim\SwaiGe00,27,WR,10,8,260,6-4,Texas,9/16/1993,5,1,Dallas Cowboys / 7th / 246th pick / 2015,$910000
17,Ryan Tannehill\TannRy00,32,QB,16,16,207,6-4,Texas A&M,7/27/1988,8,17,Miami Dolphins / 1st / 8th pick / 2012,$17500000
78,Teair Tart\TartTe00,23,,7,1,290,6-3,Florida International,2/28/1997,Rook,1,,
24,Kenny Vaccaro\VaccKe00,29,SS,13,13,214,6-0,Texas,2/15/1991,7,4,New Orleans Saints / 1st / 15th pick / 2013,$4250000
15,Nick Westbrook-Ikhine\WestNi00,23,,14,1,215,6-3,Indiana,3/21/1997,Rook,0,,$574118
79,Isaiah Wilson\WilsIs00,21,,1,0,350,6-6,Georgia,2/12/1999,Rook,0,Tennessee Titans / 1st / 29th pick / 2020,$560587
5,Logan Woodside\WoodLo00,25,,6,0,213,6-1,Toledo,1/27/1995,2,0,Cincinnati Bengals / 7th / 249th pick / 2018,$610000
