No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
74,Martinas Rankin\RankMa00,25,lg,6,5,311,6-5,Mississippi St.,10/20/1994,1,3,Houston Texans / 3rd / 80th pick / 2018,
62,Austin Reiter\ReitAu00,28,C,16,16,300,6-3,South Florida,11/27/1991,3,8,Washington Redskins / 7th / 222nd pick / 2015,$975000
11,Demarcus Robinson\RobiDe01,25,WR,16,10,203,6-1,Florida,9/21/1994,3,5,Kansas City Chiefs / 4th / 126th pick / 2016,$2015500
99,Khalen Saunders\SaunKh00,23,,12,4,324,6-0,West. Illinois,8/9/1996,Rook,3,Kansas City Chiefs / 3rd / 84th pick / 2019,$495000
71,Mitchell Schwartz\SchwMi00,30,RT,16,16,320,6-5,California,6/8/1989,7,16,Cleveland Browns / 2nd / 37th pick / 2012,$6000000
42,Anthony Sherman\SherAn00,31,,16,0,242,5-10,Connecticut,12/11/1988,8,0,Arizona Cardinals / 5th / 136th pick / 2011,$930000
39,Tremon Smith\SmitTr04,23,,1,0,190,6-0,Central Arkansas,7/20/1996,1,0,Kansas City Chiefs / 6th / 196th pick / 2018,$570000
49,Daniel Sorensen\SoreDa01,29,,16,3,208,6-2,BYU,3/5/1990,5,2,,$3600000
94,Terrell Suggs\SuggTe99,37,,2,0,265,6-3,Arizona St.,10/11/1982,16,0,Baltimore Ravens / 1st / 10th pick / 2003,
84,De'Anthony Thomas\ThomDe05,26,,6,0,176,5-8,Oregon,1/5/1993,5,0,Kansas City Chiefs / 4th / 124th pick / 2014,$805000
34,Darwin Thompson\ThomDa06,22,,12,0,200,5-8,Utah St.,2/12/1997,Rook,1,Kansas City Chiefs / 6th / 214th pick / 2019,$495000
22,Juan Thornhill\ThorJu00,24,FS,16,16,205,6-0,Virginia,10/19/1995,Rook,6,Kansas City Chiefs / 2nd / 63rd pick / 2019,$495000
35,Charvarius Ward\WardCh01,23,RCB,16,16,196,6-1,Middle Tenn. St.,5/16/1996,1,5,,$570000
39,Spencer Ware\WareSp00,28,,3,1,224,5-10,LSU,11/23/1991,6,1,Seattle Seahawks / 6th / 194th pick / 2013,
14,Sammy Watkins\WatkSa00,26,WR,14,13,211,6-1,Clemson,6/14/1993,5,7,Buffalo Bills / 1st / 4th pick / 2014,$11950000
23,Armani Watts\WattAr00,23,,16,0,205,5-11,Texas A&M,3/19/1996,1,1,Kansas City Chiefs / 4th / 124th pick / 2018,$570000
26,Damien Williams\WillDa05,27,rb,11,6,224,5-11,Oklahoma,4/3/1992,5,6,,$1050000
31,Darrel Williams\WillDa10,24,,12,0,224,5-11,LSU,4/15/1995,1,3,,$570000
98,Xavier Williams\WillXa00,27,,5,0,309,6-2,Northern Iowa,1/18/1992,4,1,,$2257000
54,Damien Wilson\WilsDa02,26,MLB,16,16,245,6-0,Minnesota,5/28/1993,4,7,Dallas Cowboys / 4th / 127th pick / 2015,$720000
41,James Winchester\WincJa00,30,,16,0,240,6-3,Oklahoma,8/6/1989,4,1,,$820000
61,Stefen Wisniewski\WisnSt01,30,,11,2,305,6-3,Penn St.,3/22/1989,8,2,Oakland Raiders / 2nd / 48th pick / 2011,
77,Andrew Wylie\WyliAn00,25,LG,11,11,309,6-6,East. Michigan,8/19/1994,1,6,,$570000
82,Deon Yelder\YeldDe00,24,,9,1,255,6-4,Western Kentucky,3/6/1995,1,1,,$570000
