No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
47,Isaiah Irving\IrviIs00,25,,13,0,254,6-3,San Jose St.,6/9/1994,2,1,,$645000
45,Joel Iyiegbuniwe\IyieJo00,24,,15,0,226,6-1,Western Kentucky,10/12/1995,1,1,Chicago Bears / 4th / 115th pick / 2018,$570000
39,Eddie Jackson*\JackEd01,26,FS,16,16,204,6-0,Alabama,12/10/1993,2,10,Chicago Bears / 4th / 112th pick / 2017,$645000
44,Nick Kwiatkoski\KwiaNi00,26,IL,16,8,243,6-2,West Virginia,5/26/1993,3,6,Chicago Bears / 4th / 113th pick / 2016,$2025000
62,Ted Larsen\LarsTe20,32,,12,2,323,6-3,North Carolina St.,6/13/1987,9,1,New England Patriots / 6th / 205th pick / 2010,$930000
72,Charles Leno Jr.\LenoCh00,28,LT,16,16,307,6-3,Boise St.,10/9/1991,5,6,Chicago Bears / 7th / 246th pick / 2014,$7900000
75,Kyle Long\LongKy00,31,,4,4,332,6-6,Oregon,12/5/1988,6,2,Chicago Bears / 1st / 20th pick / 2013,$2500000
73,Cornelius Lucas\LucaCo01,28,RT,16,8,327,6-8,Kansas St.,7/18/1991,5,4,,$805000
99,Aaron Lynch\LyncAa00,26,,16,0,285,6-5,South Florida,2/8/1993,5,1,San Francisco 49ers / 5th / 150th pick / 2014,$1000000
52,Khalil Mack*\MackKh00,28,LOLB,16,16,269,6-3,Buffalo,2/22/1991,5,11,Oakland Raiders / 1st / 5th pick / 2014,$2300000
70,Bobby Massie\MassBo00,30,RT,10,10,325,6-6,Mississippi,8/1/1989,7,4,Arizona Cardinals / 4th / 112th pick / 2012,$2400000
27,Sherrick McManis\McMaSh99,32,,9,0,203,5-11,Northwestern,12/19/1987,9,1,Houston Texans / 5th / 144th pick / 2010,$1500000
17,Anthony Miller\MillAn02,25,WR,16,7,199,5-11,Memphis,10/9/1994,1,5,Chicago Bears / 2nd / 51st pick / 2018,$723350
32,David Montgomery\MontDa01,22,RB,16,8,222,5-10,Iowa St.,6/7/1997,Rook,5,Chicago Bears / 3rd / 73rd pick / 2019,$495000
35,Ryan Nall\NallRy00,24,,8,0,239,6-2,Oregon St.,12/27/1995,Rook,0,,$495000
98,Bilal Nichols\NichBi00,23,RDE,13,12,313,6-3,Delaware,9/14/1996,1,6,Chicago Bears / 5th / 145th pick / 2018,$570000
16,Pat O'Donnell\ODonPa00,28,,16,0,212,6-4,Miami (FL),2/22/1991,5,2,Chicago Bears / 6th / 191st pick / 2014,$1250000
84,Cordarrelle Patterson*+\PattCo00,28,,16,4,238,6-2,Tennessee,3/17/1991,6,2,Minnesota Vikings / 1st / 29th pick / 2013,$3000000
57,Kevin Pierre-Louis\PierKe00,28,,14,3,231,6-0,Boston Col.,10/7/1991,5,3,Seattle Seahawks / 4th / 132nd pick / 2014,$805000
15,Eddy Pineiro\PineEd00,24,,16,0,177,5-11,Florida,9/13/1995,1,2,,$495000
88,Riley Ridley\RidlRi00,23,,5,0,200,6-1,Georgia,7/21/1996,Rook,1,Chicago Bears / 4th / 126th pick / 2019,$495000
95,Roy Robertson-Harris\RobeRo00,26,LDE,15,7,292,6-5,Texas-El Paso,7/23/1993,2,5,,$645000
12,Allen Robinson\RobiAl02,26,WR,16,15,220,6-2,Penn St.,8/24/1993,5,9,Jacksonville Jaguars / 2nd / 61st pick / 2014,$9900000
43,Eric Saubert\SaubEr00,25,,2,0,253,6-5,Drake,5/1/1994,2,0,Atlanta Falcons / 5th / 174th pick / 2017,
48,Patrick Scales\ScalPa00,31,,16,0,228,6-3,Utah St.,2/11/1988,5,1,,$720000
87,Adam Shaheen\ShahAd00,25,,8,2,257,6-6,Ashland,10/24/1994,2,1,Chicago Bears / 2nd / 45th pick / 2017,$1002322
33,Duke Shelley\ShelDu00,23,,9,0,183,5-8,Kansas St.,10/8/1996,Rook,1,Chicago Bears / 6th / 205th pick / 2019,$495000
24,Buster Skrine\SkriBu00,30,,16,4,187,5-9,Chattanooga,4/26/1989,8,2,Cleveland Browns / 5th / 137th pick / 2011,$2250000
58,Roquan Smith\SmitRo07,22,RILB,12,12,230,6-0,Georgia,4/8/1997,1,7,Chicago Bears / 1st / 8th pick / 2018,$1319871
85,Bradley Sowell\SoweBr00,30,,6,1,277,6-6,Mississippi,6/6/1989,7,0,,$1450000
22,Kevin Toliver\ToliKe00,24,,12,1,199,6-2,LSU,11/24/1995,1,1,,$570000
59,Danny Trevathan\TrevDa00,29,LILB,9,9,237,6-0,Kentucky,3/24/1990,7,5,Denver Broncos / 6th / 188th pick / 2012,$5800000
10,Mitchell Trubisky\TrubMi00,25,QB,15,15,215,6-2,North Carolina,8/20/1994,2,8,Chicago Bears / 1st / 2nd pick / 2017,$645000
92,Brent Urban\UrbaBr00,28,,9,0,300,6-7,Virginia,5/5/1991,5,1,Baltimore Ravens / 4th / 134th pick / 2014,
93,James Vaughters\VaugJa01,26,,3,0,256,6-1,Stanford,6/27/1993,Rook,0,,$495000
65,Cody Whitehair\WhitCo03,27,C,16,16,309,6-3,Kansas St.,7/11/1992,3,6,Chicago Bears / 2nd / 56th pick / 2016,$1026077
97,Nick Williams\WillNi01,29,dt,16,5,308,6-4,Samford,2/21/1990,5,5,Pittsburgh Steelers / 7th / 223rd pick / 2013,$805000
83,Javon Wims\WimsJa00,25,wr,16,6,221,6-2,Georgia,9/11/1994,1,1,Chicago Bears / 7th / 224th pick / 2018,$570000
55,Josh Woods\WoodJo02,23,,9,0,236,6-1,Maryland,7/1/1996,Rook,1,,$495000
