No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary
10,Josh Gordon\GordJo02,28,,5,1,225,6-3,UtahBaylor,4/13/1991,7,1,Cleveland Browns / 2nd / 1st pick / 2012 Supp,
98,Rasheem Green\GreeRa01,22,RDE,16,8,279,6-4,USC,5/15/1997,1,4,Seattle Seahawks / 3rd / 79th pick / 2018,$639000
49,Shaquem Griffin\GrifSh01,24,,16,0,227,6-0,Central Florida,7/20/1995,1,1,Seattle Seahawks / 5th / 141st pick / 2018,$570000
26,Shaquill Griffin*\GrifSh00,24,LCB,14,14,198,6-0,Central Florida,7/20/1995,2,8,Seattle Seahawks / 3rd / 90th pick / 2017,$680000
42,Lano Hill\HillDe02,24,,12,4,216,6-1,Michigan,11/26/1995,2,2,Seattle Seahawks / 3rd / 95th pick / 2017,$678000
48,Jacob Hollister\HollJa03,26,,11,3,245,6-4,Wyoming,11/18/1993,2,3,,$645000
25,Travis Homer\HomeTr00,21,,16,1,202,5-10,Miami (FL),8/7/1998,Rook,1,Seattle Seahawks / 6th / 204th pick / 2019,$495000
53,Joey Hunt\HuntJo00,25,C,14,8,299,6-2,TCU,2/22/1994,3,4,Seattle Seahawks / 6th / 215th pick / 2016,$645000
65,Germain Ifedi\IfedGe00,25,RT,16,16,325,6-5,Texas A&M,6/2/1994,3,9,Seattle Seahawks / 1st / 31st pick / 2016,$1577060
70,Mike Iupati\IupaMi20,32,LG,16,15,331,6-5,Idaho,5/12/1987,9,7,San Francisco 49ers / 1st / 17th pick / 2010,$1000000
93,Branden Jackson\JackBr04,27,,15,3,295,6-4,Texas Tech,11/11/1992,3,2,,$645000
99,Quinton Jefferson\JeffQu00,26,DT,14,12,291,6-4,Maryland,3/31/1993,3,5,Seattle Seahawks / 5th / 147th pick / 2016,$2025000
73,Jamarco Jones\JoneJa08,23,,15,3,293,6-4,Ohio St.,6/4/1996,1,3,Seattle Seahawks / 5th / 168th pick / 2018,$495000
56,Mychal Kendricks\KendMy00,29,LLB,14,14,240,5-11,California,9/28/1990,7,6,Philadelphia Eagles / 2nd / 46th pick / 2012,$2000000
36,Akeem King\KingAk00,27,,13,3,215,6-1,San Jose St.,8/29/1992,4,2,Atlanta Falcons / 7th / 249th pick / 2015,$750000
16,Tyler Lockett\LockTy00,27,WR,16,16,182,5-10,Kansas St.,9/28/1992,4,9,Seattle Seahawks / 3rd / 69th pick / 2015,$3907000
24,Marshawn Lynch\LyncMa00,33,,1,0,215,5-11,California,4/22/1986,12,0,Buffalo Bills / 1st / 12th pick / 2007,
30,Bradley McDougald\McDoBr01,29,SS,15,14,215,6-1,Kansas,11/15/1990,6,6,,$2900000
14,D.K. Metcalf\MetcDK00,22,WR,16,15,229,6-4,Mississippi,12/14/1997,Rook,8,Seattle Seahawks / 2nd / 64th pick / 2019,$495000
79,Bryan Mone\MoneBr00,24,,4,0,366,6-3,,10/20/1995,Rook,0,,$495000
83,David Moore\MoorDa03,24,,14,1,215,6-0,East Central (OK),1/15/1995,2,3,Seattle Seahawks / 7th / 226th pick / 2017,$645000
5,Jason Myers\MyerJa00,28,,16,0,190,5-10,Marist,5/12/1991,4,3,,$1500000
35,Ryan Neal\NealRy00,24,,3,0,200,6-3,Southern Illinois,12/24/1995,1,0,,
69,Tyler Ott\OttxTy00,27,,16,0,253,6-3,Harvard,2/28/1992,4,1,,$645000
20,Rashaad Penny\PennRa00,23,,10,0,220,5-11,San Diego St.,2/2/1996,1,3,Seattle Seahawks / 1st / 27th pick / 2018,$969338
77,Ethan Pocic\PociEt00,24,,4,1,320,6-6,LSU,8/5/1995,2,1,Seattle Seahawks / 2nd / 58th pick / 2017,$865821
22,C.J. Prosise\ProsC.00,25,,9,0,225,6-1,Notre Dame,5/20/1994,3,1,Seattle Seahawks / 3rd / 90th pick / 2016,$745000
91,Jarran Reed\ReedJa02,27,LDT,10,10,306,6-3,East Mississippi CCAlabama,12/16/1992,3,4,Seattle Seahawks / 2nd / 49th pick / 2016,$1116769
64,Jordan Roos\RoosJo00,26,,7,0,302,6-3,Purdue,7/6/1993,2,1,,$570000
46,Tyrone Swoopes\SwooTy00,25,,5,2,254,6-4,Texas,11/14/1994,2,0,,$378000
24,Jamar Taylor\TaylJa01,29,,9,0,192,5-11,Boise St.,9/29/1990,6,1,Miami Dolphins / 2nd / 54th pick / 2013,$805000
33,Tedric Thompson\ThomTe00,24,FS,6,6,204,6-0,Colorado,1/20/1995,2,3,Seattle Seahawks / 4th / 111th pick / 2017,$645000
23,Neiko Thorpe\ThorNe00,29,,7,0,210,6-2,Auburn,2/1/1990,7,0,,$850000
34,Robert Turbin\TurbRo00,30,,1,0,225,5-10,Utah St.,12/2/1989,7,0,Seattle Seahawks / 4th / 106th pick / 2012,
17,Malik Turner\TurnMa00,23,,15,3,202,6-2,Illinois,1/30/1996,1,2,,$570000
15,John Ursua\UrsuJo00,25,,3,0,182,5-9,Hawaii,1/17/1994,Rook,0,Seattle Seahawks / 7th / 236th pick / 2019,$495000
81,Nick Vannett\VannNi00,26,,3,1,261,6-6,Ohio St.,3/6/1993,3,0,Seattle Seahawks / 3rd / 94th pick / 2016,$736000
54,Bobby Wagner*+\WagnBo00,29,MLB,16,16,242,6-0,Utah St.,6/27/1990,7,14,Seattle Seahawks / 2nd / 47th pick / 2012,$10500000
51,Dekoda Watson\WatsDe99,31,,1,0,245,6-2,Florida St.,3/3/1988,9,0,Tampa Bay Buccaneers / 7th / 217th pick / 2010,
82,Luke Willson\WillLu00,29,te,8,7,255,6-5,Rice,1/15/1990,6,1,Seattle Seahawks / 5th / 158th pick / 2013,
3,Russell Wilson*\WilsRu00,31,QB,16,16,215,5-11,WisconsinNorth Carolina St.,11/29/1988,7,15,Seattle Seahawks / 3rd / 75th pick / 2012,$5000000
72,Al Woods\WoodAl99,32,dt,14,5,330,6-4,LSU,3/25/1987,9,3,New Orleans Saints / 4th / 123rd pick / 2010,$1250000
50,K.J. Wright\WrigK.00,30,RLB,16,16,246,6-4,Mississippi St.,7/23/1989,8,8,Seattle Seahawks / 4th / 99th pick / 2011,$1500000
